
Segment Number of Voxel Ch=5 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
296,,Segment,5,8,Image 1,6,1,100000004,510000022293,
695,,Segment,5,7,Image 1,6,1,100000004,510000022339,
204,,Segment,5,6,Image 1,6,1,100000004,510000022364,
642,,Segment,5,5,Image 1,5,1,100000004,510000022426,
215,,Segment,5,4,Image 1,4,1,100000004,510000022436,
250,,Segment,5,3,Image 1,4,1,100000004,510000022448,
820,,Segment,5,2,Image 1,3,1,100000004,510000022523,
552,,Segment,5,1,Image 1,2,1,100000004,510000022551,
1269,,Segment,5,0,Image 1,1,1,100000004,510000022567,
93,,Segment,5,8,Image 1,7,1,100000004,510000022578,
94,,Segment,5,7,Image 1,7,1,100000004,510000022593,
151,,Segment,5,16,Image 1,8,1,100000004,510000022610,
96,,Segment,5,15,Image 1,8,1,100000004,510000022615,
472,,Segment,5,14,Image 1,8,1,100000004,510000022659,
180,,Segment,5,13,Image 1,7,1,100000004,510000022672,
300,,Segment,5,12,Image 1,7,1,100000004,510000022681,
833,,Segment,5,11,Image 1,7,1,100000004,510000022721,
295,,Segment,5,10,Image 1,7,1,100000004,510000022740,
415,,Segment,5,9,Image 1,6,1,100000004,510000022784,
81,,Segment,5,8,Image 1,5,1,100000004,510000022786,
565,,Segment,5,7,Image 1,5,1,100000004,510000022819,
149,,Segment,5,6,Image 1,5,1,100000004,510000022825,
229,,Segment,5,5,Image 1,4,1,100000004,510000022832,
253,,Segment,5,15,Image 1,9,1,100000004,510000022855,
82,,Segment,5,16,Image 1,9,1,100000004,510000022862,
251,,Segment,5,14,Image 1,8,1,100000004,510000022878,
171,,Segment,5,13,Image 1,8,1,100000004,510000022885,
215,,Segment,5,12,Image 1,8,1,100000004,510000022891,
97,,Segment,5,14,Image 1,7,1,100000004,510000022894,
123,,Segment,5,13,Image 1,8,1,100000004,510000022906,
177,,Segment,5,14,Image 1,9,1,100000004,510000022914,
350,,Segment,5,12,Image 1,8,1,100000004,510000022924,
104,,Segment,5,13,Image 1,9,1,100000004,510000022928,
336,,Segment,5,11,Image 1,8,1,100000004,510000022947,
191,,Segment,5,10,Image 1,6,1,100000004,510000022953,
224,,Segment,5,13,Image 1,7,1,100000003,510000022979,
295,,Segment,5,12,Image 1,6,1,100000003,510000022999,
431,,Segment,5,11,Image 1,6,1,100000003,510000023027,
900,,Segment,5,10,Image 1,6,1,100000003,510000023130,
140,,Segment,5,9,Image 1,5,1,100000003,510000023140,
331,,Segment,5,8,Image 1,4,1,100000003,510000023159,
112,,Segment,5,7,Image 1,4,1,100000003,510000023162,
217,,Segment,5,6,Image 1,4,1,100000003,510000023168,
370,,Segment,5,5,Image 1,4,1,100000003,510000023181,
503,,Segment,5,4,Image 1,4,1,100000003,510000023198,
163,,Segment,5,3,Image 1,3,1,100000003,510000023204,
873,,Segment,5,2,Image 1,3,1,100000003,510000023226,
1033,,Segment,5,1,Image 1,2,1,100000003,510000023258,
217,,Segment,5,0,Image 1,1,1,100000003,510000023264,
71,,Segment,5,13,Image 1,6,1,100000003,510000023281,
116,,Segment,5,12,Image 1,7,1,100000003,510000023288,
190,,Segment,5,11,Image 1,7,1,100000003,510000023301,
258,,Segment,5,7,Image 1,6,1,100000004,510000023322,
347,,Segment,5,6,Image 1,5,1,100000004,510000023343,
118,,Segment,5,7,Image 1,5,1,100000004,510000023345,
187,,Segment,5,12,Image 1,4,1,100000004,510000023362,
225,,Segment,5,11,Image 1,3,1,100000004,510000023370,
254,,Segment,5,10,Image 1,2,1,100000004,510000023385,
419,,Segment,5,9,Image 1,2,1,100000004,510000023407,
213,,Segment,5,8,Image 1,2,1,100000004,510000023413,
858,,Segment,5,7,Image 1,2,1,100000004,510000023475,
