
Segment Intensity Max Ch=5 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,5,8,Image 1,6,1,100000004,510000022293,
0,,Segment,5,7,Image 1,6,1,100000004,510000022339,
86,,Segment,5,6,Image 1,6,1,100000004,510000022364,
112,,Segment,5,5,Image 1,5,1,100000004,510000022426,
0,,Segment,5,4,Image 1,4,1,100000004,510000022436,
13,,Segment,5,3,Image 1,4,1,100000004,510000022448,
0,,Segment,5,2,Image 1,3,1,100000004,510000022523,
60,,Segment,5,1,Image 1,2,1,100000004,510000022551,
0,,Segment,5,0,Image 1,1,1,100000004,510000022567,
0,,Segment,5,8,Image 1,7,1,100000004,510000022578,
0,,Segment,5,7,Image 1,7,1,100000004,510000022593,
138,,Segment,5,16,Image 1,8,1,100000004,510000022610,
0,,Segment,5,15,Image 1,8,1,100000004,510000022615,
24,,Segment,5,14,Image 1,8,1,100000004,510000022659,
72,,Segment,5,13,Image 1,7,1,100000004,510000022672,
72,,Segment,5,12,Image 1,7,1,100000004,510000022681,
70,,Segment,5,11,Image 1,7,1,100000004,510000022721,
78,,Segment,5,10,Image 1,7,1,100000004,510000022740,
30,,Segment,5,9,Image 1,6,1,100000004,510000022784,
0,,Segment,5,8,Image 1,5,1,100000004,510000022786,
0,,Segment,5,7,Image 1,5,1,100000004,510000022819,
0,,Segment,5,6,Image 1,5,1,100000004,510000022825,
0,,Segment,5,5,Image 1,4,1,100000004,510000022832,
45,,Segment,5,15,Image 1,9,1,100000004,510000022855,
109,,Segment,5,16,Image 1,9,1,100000004,510000022862,
116,,Segment,5,14,Image 1,8,1,100000004,510000022878,
0,,Segment,5,13,Image 1,8,1,100000004,510000022885,
53,,Segment,5,12,Image 1,8,1,100000004,510000022891,
0,,Segment,5,14,Image 1,7,1,100000004,510000022894,
72,,Segment,5,13,Image 1,8,1,100000004,510000022906,
22,,Segment,5,14,Image 1,9,1,100000004,510000022914,
81,,Segment,5,12,Image 1,8,1,100000004,510000022924,
0,,Segment,5,13,Image 1,9,1,100000004,510000022928,
26,,Segment,5,11,Image 1,8,1,100000004,510000022947,
30,,Segment,5,10,Image 1,6,1,100000004,510000022953,
0,,Segment,5,13,Image 1,7,1,100000003,510000022979,
33,,Segment,5,12,Image 1,6,1,100000003,510000022999,
27,,Segment,5,11,Image 1,6,1,100000003,510000023027,
212,,Segment,5,10,Image 1,6,1,100000003,510000023130,
139,,Segment,5,9,Image 1,5,1,100000003,510000023140,
0,,Segment,5,8,Image 1,4,1,100000003,510000023159,
94,,Segment,5,7,Image 1,4,1,100000003,510000023162,
94,,Segment,5,6,Image 1,4,1,100000003,510000023168,
0,,Segment,5,5,Image 1,4,1,100000003,510000023181,
0,,Segment,5,4,Image 1,4,1,100000003,510000023198,
0,,Segment,5,3,Image 1,3,1,100000003,510000023204,
106,,Segment,5,2,Image 1,3,1,100000003,510000023226,
