
Spine Terminal Pt Distance
 ==================== 
Spine Terminal Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
18.9823,µm,Spine,8,4,1,100000005,610000029303,
4.48329,µm,Spine,0,1,1,100000004,610000029312,
9.07528,µm,Spine,5,4,1,100000003,610000029315,
11.2412,µm,Spine,5,3,1,100000005,610000029318,
15.4555,µm,Spine,11,7,1,100000004,610000029320,
24.2373,µm,Spine,13,4,1,100000004,610000029323,
7.23757,µm,Spine,7,5,1,100000004,610000029325,
17.5657,µm,Spine,11,2,1,100000003,610000029335,
5.42994,µm,Spine,2,3,1,100000004,610000029338,
10.5705,µm,Spine,4,4,1,100000003,610000029350,
26.4305,µm,Spine,21,10,1,100000003,610000029352,
10.5372,µm,Spine,4,4,1,100000003,610000029365,
3.18124,µm,Spine,0,1,1,100000004,610000029368,
24.342,µm,Spine,18,7,1,100000003,610000029370,
9.60218,µm,Spine,3,3,1,100000005,610000029378,
3.45836,µm,Spine,4,1,1,100000004,610000029381,
27.9834,µm,Spine,12,8,1,100000004,610000029383,
12.5825,µm,Spine,9,4,1,100000003,610000029387,
1.63907,µm,Spine,0,1,1,100000005,610000029390,
19.9114,µm,Spine,9,4,1,100000005,610000029393,
2.51168,µm,Spine,0,1,1,100000005,610000029401,
23.5327,µm,Spine,7,6,1,100000004,610000029408,
17.5838,µm,Spine,11,6,1,100000005,610000029410,
8.50878,µm,Spine,4,3,1,100000005,610000029415,
14.1388,µm,Spine,10,6,1,100000003,610000029417,
6.0072,µm,Spine,4,2,1,100000004,610000029421,
10.0398,µm,Spine,4,4,1,100000003,610000029430,
10.3126,µm,Spine,4,4,1,100000003,610000029441,
16.7391,µm,Spine,7,3,1,100000005,610000029443,
19.115,µm,Spine,13,8,1,100000003,610000029452,
18.9197,µm,Spine,14,7,1,100000003,610000029455,
10.4856,µm,Spine,5,4,1,100000005,610000029459,
0.737435,µm,Spine,0,1,1,100000005,610000029462,
8.0232,µm,Spine,4,4,1,100000003,610000029467,
16.6134,µm,Spine,11,5,1,100000003,610000029471,
12.5454,µm,Spine,9,4,1,100000003,610000029474,
23.851,µm,Spine,13,3,1,100000004,610000029476,
27.9756,µm,Spine,12,8,1,100000004,610000029479,
8.2801,µm,Spine,4,3,1,100000005,610000029482,
4.21554,µm,Spine,0,1,1,100000004,610000029486,
0.666094,µm,Spine,0,1,1,100000005,610000029493,
8.0125,µm,Spine,7,3,1,100000003,610000029497,
37.6547,µm,Spine,26,10,1,100000003,610000029501,
8.75621,µm,Spine,4,2,1,100000005,610000029503,
10.8196,µm,Spine,5,3,1,100000005,610000029509,
13.8403,µm,Spine,11,4,1,100000003,610000029514,
10.1111,µm,Spine,4,4,1,100000003,610000029527,
17.373,µm,Spine,13,7,1,100000003,610000029532,
8.33465,µm,Spine,4,3,1,100000005,610000029534,
0.660037,µm,Spine,0,1,1,100000005,610000029536,
10.5788,µm,Spine,4,4,1,100000003,610000029540,
3.06849,µm,Spine,2,1,1,100000005,610000029542,
0.905667,µm,Spine,0,1,1,100000004,610000029548,
16.107,µm,Spine,12,7,1,100000003,610000029552,
7.58455,µm,Spine,4,4,1,100000003,610000029554,
6.0084,µm,Spine,4,1,1,100000004,610000029557,
8.40561,µm,Spine,7,4,1,100000003,610000029561,
7.86762,µm,Spine,4,2,1,100000005,610000029565,
6.6632,µm,Spine,4,4,1,100000003,610000029568,
10.1831,µm,Spine,4,4,1,100000003,610000029571,
20.8621,µm,Spine,10,6,1,100000003,610000029573,
16.1551,µm,Spine,10,5,1,100000003,610000029575,
9.78176,µm,Spine,4,3,1,100000005,610000029579,
12.687,µm,Spine,10,5,1,100000003,610000029581,
17.0809,µm,Spine,11,2,1,100000003,610000029588,
8.08033,µm,Spine,5,3,1,100000003,610000029590,
14.3118,µm,Spine,7,2,1,100000004,610000029592,
22.2829,µm,Spine,13,9,1,100000004,610000029597,
3.9456,µm,Spine,0,1,1,100000004,610000029600,
9.71032,µm,Spine,4,4,1,100000003,610000029606,
11.0798,µm,Spine,6,4,1,100000005,610000029609,
7.80042,µm,Spine,7,3,1,100000003,610000029613,
13.8099,µm,Spine,11,4,1,100000003,610000029621,
2.39017,µm,Spine,0,1,1,100000005,610000029626,
8.13147,µm,Spine,3,2,1,100000005,610000029628,
10.506,µm,Spine,6,5,1,100000005,610000029630,
9.00324,µm,Spine,4,2,1,100000005,610000029633,
9.81128,µm,Spine,7,3,1,100000003,610000029635,
7.54649,µm,Spine,4,3,1,100000005,610000029639,
10.2392,µm,Spine,5,4,1,100000005,610000029643,
23.088,µm,Spine,15,2,1,100000003,610000029649,
20.5588,µm,Spine,8,4,1,100000005,610000029651,
36.3242,µm,Spine,25,11,1,100000003,610000029653,
5.79815,µm,Spine,3,3,1,100000004,610000029656,
2.24173,µm,Spine,1,2,1,100000003,610000029660,
13.1241,µm,Spine,6,3,1,100000005,610000029664,
21.7762,µm,Spine,12,4,1,100000004,610000029667,
16.3789,µm,Spine,8,3,1,100000004,610000029670,
7.25892,µm,Spine,4,1,1,100000005,610000029672,
9.61977,µm,Spine,4,3,1,100000005,610000029682,
7.84249,µm,Spine,7,3,1,100000003,610000029689,
0.938219,µm,Spine,0,1,1,100000003,610000029696,
9.56549,µm,Spine,5,3,1,100000005,610000029701,
20.7114,µm,Spine,13,8,1,100000003,610000029706,
2.18169,µm,Spine,0,1,1,100000004,610000029708,
13.7408,µm,Spine,11,4,1,100000003,610000029714,
4.51227,µm,Spine,2,2,1,100000003,610000029721,
