
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
8,,Segment,8,6,1,100000004,510000022293,
7,,Segment,7,6,1,100000004,510000022339,
6,,Segment,6,6,1,100000004,510000022364,
5,,Segment,5,5,1,100000004,510000022426,
4,,Segment,4,4,1,100000004,510000022436,
3,,Segment,3,4,1,100000004,510000022448,
2,,Segment,2,3,1,100000004,510000022523,
1,,Segment,1,2,1,100000004,510000022551,
0,,Segment,0,1,1,100000004,510000022567,
8,,Segment,8,7,1,100000004,510000022578,
7,,Segment,7,7,1,100000004,510000022593,
16,,Segment,16,8,1,100000004,510000022610,
15,,Segment,15,8,1,100000004,510000022615,
14,,Segment,14,8,1,100000004,510000022659,
13,,Segment,13,7,1,100000004,510000022672,
12,,Segment,12,7,1,100000004,510000022681,
11,,Segment,11,7,1,100000004,510000022721,
10,,Segment,10,7,1,100000004,510000022740,
9,,Segment,9,6,1,100000004,510000022784,
8,,Segment,8,5,1,100000004,510000022786,
7,,Segment,7,5,1,100000004,510000022819,
6,,Segment,6,5,1,100000004,510000022825,
5,,Segment,5,4,1,100000004,510000022832,
15,,Segment,15,9,1,100000004,510000022855,
16,,Segment,16,9,1,100000004,510000022862,
14,,Segment,14,8,1,100000004,510000022878,
13,,Segment,13,8,1,100000004,510000022885,
12,,Segment,12,8,1,100000004,510000022891,
14,,Segment,14,7,1,100000004,510000022894,
13,,Segment,13,8,1,100000004,510000022906,
14,,Segment,14,9,1,100000004,510000022914,
12,,Segment,12,8,1,100000004,510000022924,
13,,Segment,13,9,1,100000004,510000022928,
11,,Segment,11,8,1,100000004,510000022947,
10,,Segment,10,6,1,100000004,510000022953,
13,,Segment,13,7,1,100000003,510000022979,
12,,Segment,12,6,1,100000003,510000022999,
11,,Segment,11,6,1,100000003,510000023027,
10,,Segment,10,6,1,100000003,510000023130,
9,,Segment,9,5,1,100000003,510000023140,
8,,Segment,8,4,1,100000003,510000023159,
7,,Segment,7,4,1,100000003,510000023162,
6,,Segment,6,4,1,100000003,510000023168,
5,,Segment,5,4,1,100000003,510000023181,
4,,Segment,4,4,1,100000003,510000023198,
3,,Segment,3,3,1,100000003,510000023204,
2,,Segment,2,3,1,100000003,510000023226,
1,,Segment,1,2,1,100000003,510000023258,
0,,Segment,0,1,1,100000003,510000023264,
13,,Segment,13,6,1,100000003,510000023281,
12,,Segment,12,7,1,100000003,510000023288,
11,,Segment,11,7,1,100000003,510000023301,
7,,Segment,7,6,1,100000004,510000023322,
6,,Segment,6,5,1,100000004,510000023343,
7,,Segment,7,5,1,100000004,510000023345,
12,,Segment,12,4,1,100000004,510000023362,
11,,Segment,11,3,1,100000004,510000023370,
10,,Segment,10,2,1,100000004,510000023385,
9,,Segment,9,2,1,100000004,510000023407,
8,,Segment,8,2,1,100000004,510000023413,
7,,Segment,7,2,1,100000004,510000023475,
6,,Segment,6,2,1,100000004,510000023495,
5,,Segment,5,2,1,100000004,510000023506,
4,,Segment,4,2,1,100000004,510000023514,
3,,Segment,3,2,1,100000004,510000023522,
2,,Segment,2,2,1,100000004,510000023532,
14,,Segment,14,4,1,100000004,510000023577,
13,,Segment,13,3,1,100000004,510000023618,
12,,Segment,12,3,1,100000004,510000023643,
14,,Segment,14,3,1,100000004,510000023649,
13,,Segment,13,4,1,100000004,510000023664,
11,,Segment,11,2,1,100000004,510000023667,
10,,Segment,10,3,1,100000004,510000023671,
8,,Segment,8,3,1,100000004,510000023681,
9,,Segment,9,3,1,100000004,510000023687,
4,,Segment,4,2,1,100000005,510000023705,
3,,Segment,3,2,1,100000005,510000023718,
2,,Segment,2,2,1,100000005,510000023725,
1,,Segment,1,2,1,100000005,510000023749,
0,,Segment,0,1,1,100000005,510000023776,
11,,Segment,11,6,1,100000005,510000023804,
10,,Segment,10,6,1,100000005,510000023810,
9,,Segment,9,5,1,100000005,510000023815,
8,,Segment,8,5,1,100000005,510000023836,
6,,Segment,6,3,1,100000005,510000023844,
