
Soma Ellipsoid Axis Length B
 ==================== 
Soma Ellipsoid Axis Length B,Unit,Category,Time,FilamentID,ID,
1.04269,µm,Soma,1,100000003,800002007,
1.2307,µm,Soma,1,100000004,800002008,
1.25734,µm,Soma,1,100000005,800002009,
