
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.83078,°,Segment,8,6,1,100000004,510000022293,
34.6018,°,Segment,7,6,1,100000004,510000022339,
20.6636,°,Segment,6,6,1,100000004,510000022364,
29.9819,°,Segment,5,5,1,100000004,510000022426,
12.8709,°,Segment,4,4,1,100000004,510000022436,
21.9156,°,Segment,3,4,1,100000004,510000022448,
6.3041,°,Segment,2,3,1,100000004,510000022523,
17.4269,°,Segment,1,2,1,100000004,510000022551,
0,°,Segment,0,1,1,100000004,510000022567,
79.6635,°,Segment,8,7,1,100000004,510000022578,
104.805,°,Segment,7,7,1,100000004,510000022593,
13.5396,°,Segment,16,8,1,100000004,510000022610,
28.1355,°,Segment,15,8,1,100000004,510000022615,
22.4924,°,Segment,14,8,1,100000004,510000022659,
21.3724,°,Segment,13,7,1,100000004,510000022672,
10.197,°,Segment,12,7,1,100000004,510000022681,
27.6601,°,Segment,11,7,1,100000004,510000022721,
4.42297,°,Segment,10,7,1,100000004,510000022740,
8.1015,°,Segment,9,6,1,100000004,510000022784,
33.2197,°,Segment,8,5,1,100000004,510000022786,
11.5905,°,Segment,7,5,1,100000004,510000022819,
19.9994,°,Segment,6,5,1,100000004,510000022825,
80.377,°,Segment,5,4,1,100000004,510000022832,
61.3953,°,Segment,15,9,1,100000004,510000022855,
73.6766,°,Segment,16,9,1,100000004,510000022862,
44.3024,°,Segment,14,8,1,100000004,510000022878,
4.42124,°,Segment,13,8,1,100000004,510000022885,
83.7755,°,Segment,12,8,1,100000004,510000022891,
98.2944,°,Segment,14,7,1,100000004,510000022894,
83.3427,°,Segment,13,8,1,100000004,510000022906,
44.0225,°,Segment,14,9,1,100000004,510000022914,
99.1197,°,Segment,12,8,1,100000004,510000022924,
60.8925,°,Segment,13,9,1,100000004,510000022928,
58.7395,°,Segment,11,8,1,100000004,510000022947,
96.6143,°,Segment,10,6,1,100000004,510000022953,
13.6834,°,Segment,13,7,1,100000003,510000022979,
9.60404,°,Segment,12,6,1,100000003,510000022999,
59.0609,°,Segment,11,6,1,100000003,510000023027,
22.385,°,Segment,10,6,1,100000003,510000023130,
17.1341,°,Segment,9,5,1,100000003,510000023140,
39.7958,°,Segment,8,4,1,100000003,510000023159,
11.2707,°,Segment,7,4,1,100000003,510000023162,
2.86512,°,Segment,6,4,1,100000003,510000023168,
15.8471,°,Segment,5,4,1,100000003,510000023181,
19.7483,°,Segment,4,4,1,100000003,510000023198,
9.87906,°,Segment,3,3,1,100000003,510000023204,
44.4506,°,Segment,2,3,1,100000003,510000023226,
23.5277,°,Segment,1,2,1,100000003,510000023258,
0,°,Segment,0,1,1,100000003,510000023264,
88.2581,°,Segment,13,6,1,100000003,510000023281,
85.4205,°,Segment,12,7,1,100000003,510000023288,
81.5011,°,Segment,11,7,1,100000003,510000023301,
7.90244,°,Segment,7,6,1,100000004,510000023322,
79.8533,°,Segment,6,5,1,100000004,510000023343,
72.7875,°,Segment,7,5,1,100000004,510000023345,
23.4455,°,Segment,12,4,1,100000004,510000023362,
17.2945,°,Segment,11,3,1,100000004,510000023370,
35.9873,°,Segment,10,2,1,100000004,510000023385,
10.9221,°,Segment,9,2,1,100000004,510000023407,
8.7269,°,Segment,8,2,1,100000004,510000023413,
25.3339,°,Segment,7,2,1,100000004,510000023475,
19.7844,°,Segment,6,2,1,100000004,510000023495,
11.5504,°,Segment,5,2,1,100000004,510000023506,
1.92966,°,Segment,4,2,1,100000004,510000023514,
7.09558,°,Segment,3,2,1,100000004,510000023522,
96.8947,°,Segment,2,2,1,100000004,510000023532,
2.66844,°,Segment,14,4,1,100000004,510000023577,
19.5024,°,Segment,13,3,1,100000004,510000023618,
92.8719,°,Segment,12,3,1,100000004,510000023643,
88.1481,°,Segment,14,3,1,100000004,510000023649,
71.1971,°,Segment,13,4,1,100000004,510000023664,
83.3624,°,Segment,11,2,1,100000004,510000023667,
86.0884,°,Segment,10,3,1,100000004,510000023671,
77.0863,°,Segment,8,3,1,100000004,510000023681,
63.4364,°,Segment,9,3,1,100000004,510000023687,
30.0182,°,Segment,4,2,1,100000005,510000023705,
42.2557,°,Segment,3,2,1,100000005,510000023718,
11.7575,°,Segment,2,2,1,100000005,510000023725,
26.8452,°,Segment,1,2,1,100000005,510000023749,
0,°,Segment,0,1,1,100000005,510000023776,
7.69108,°,Segment,11,6,1,100000005,510000023804,
13.9425,°,Segment,10,6,1,100000005,510000023810,
10.9719,°,Segment,9,5,1,100000005,510000023815,
19.3952,°,Segment,8,5,1,100000005,510000023836,
48.3036,°,Segment,6,3,1,100000005,510000023844,
25.4198,°,Segment,5,3,1,100000005,510000023868,
58.6232,°,Segment,4,3,1,100000005,510000023903,
95.4031,°,Segment,9,6,1,100000005,510000023911,
92.0633,°,Segment,11,7,1,100000005,510000023914,
85.0757,°,Segment,10,5,1,100000005,510000023917,
8.79714,°,Segment,11,6,1,100000005,510000023945,
13.5197,°,Segment,10,5,1,100000005,510000023948,
20.2366,°,Segment,9,4,1,100000005,510000023962,
29.1958,°,Segment,8,4,1,100000005,510000023966,
51.4814,°,Segment,11,5,1,100000005,510000023972,
80.4409,°,Segment,10,4,1,100000005,510000023980,
95.5282,°,Segment,11,4,1,100000005,510000023983,
69.4653,°,Segment,11,5,1,100000005,510000023986,
52.4721,°,Segment,8,4,1,100000005,510000023999,
46.2493,°,Segment,9,3,1,100000005,510000024007,
88.4355,°,Segment,9,5,1,100000005,510000024011,
69.3098,°,Segment,9,4,1,100000005,510000024016,
61.3488,°,Segment,6,4,1,100000005,510000024021,
40.4729,°,Segment,3,3,1,100000005,510000024037,
89.7456,°,Segment,2,3,1,100000005,510000024046,
87.6203,°,Segment,5,4,1,100000005,510000024063,
3.13918,°,Segment,5,3,1,100000005,510000024079,
6.67241,°,Segment,4,3,1,100000005,510000024103,
41.1703,°,Segment,3,3,1,100000005,510000024105,
75.5188,°,Segment,5,4,1,100000005,510000024109,
77.2362,°,Segment,3,4,1,100000005,510000024112,
81.54,°,Segment,4,4,1,100000005,510000024120,
80.3641,°,Segment,1,1,1,100000005,510000024128,
19.4389,°,Segment,14,8,1,100000004,510000024141,
14.4224,°,Segment,13,8,1,100000004,510000024160,
36.3115,°,Segment,11,8,1,100000004,510000024201,
22.1175,°,Segment,10,7,1,100000004,510000024242,
7.80844,°,Segment,9,6,1,100000004,510000024248,
12.6937,°,Segment,8,6,1,100000004,510000024292,
7.25382,°,Segment,7,5,1,100000004,510000024319,
24.5738,°,Segment,6,4,1,100000004,510000024321,
37.8025,°,Segment,5,4,1,100000004,510000024333,
10.0469,°,Segment,4,3,1,100000004,510000024341,
23.6312,°,Segment,3,2,1,100000004,510000024356,
2.26469,°,Segment,2,1,1,100000004,510000024359,
0,°,Segment,0,1,1,100000004,510000024374,
77.8716,°,Segment,14,9,1,100000004,510000024385,
38.9362,°,Segment,13,9,1,100000004,510000024396,
83.908,°,Segment,12,9,1,100000004,510000024398,
13.654,°,Segment,12,6,1,100000005,510000024431,
8.47141,°,Segment,11,5,1,100000005,510000024455,
15.6539,°,Segment,10,5,1,100000005,510000024471,
23.2921,°,Segment,9,5,1,100000005,510000024522,
14.6197,°,Segment,8,4,1,100000005,510000024553,
2.67247,°,Segment,6,4,1,100000005,510000024652,
58.7722,°,Segment,5,4,1,100000005,510000024660,
32.3821,°,Segment,4,3,1,100000005,510000024689,
35.2356,°,Segment,3,2,1,100000005,510000024698,
11.5392,°,Segment,2,2,1,100000005,510000024737,
12.1685,°,Segment,1,1,1,100000005,510000024748,
0,°,Segment,0,1,1,100000005,510000024759,
81.6214,°,Segment,12,5,1,100000005,510000024784,
101.531,°,Segment,11,6,1,100000005,510000024797,
