
Segment Intensity Median Ch=2 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
23.0625,,Segment,2,8,Image 1,6,1,100000004,510000022293,
27.0625,,Segment,2,7,Image 1,6,1,100000004,510000022339,
2.0625,,Segment,2,6,Image 1,6,1,100000004,510000022364,
33.0625,,Segment,2,5,Image 1,5,1,100000004,510000022426,
15.0312,,Segment,2,4,Image 1,4,1,100000004,510000022436,
21.0625,,Segment,2,3,Image 1,4,1,100000004,510000022448,
20.0625,,Segment,2,2,Image 1,3,1,100000004,510000022523,
33.0625,,Segment,2,1,Image 1,2,1,100000004,510000022551,
33.125,,Segment,2,0,Image 1,1,1,100000004,510000022567,
15.0312,,Segment,2,8,Image 1,7,1,100000004,510000022578,
19.5312,,Segment,2,7,Image 1,7,1,100000004,510000022593,
29.0625,,Segment,2,16,Image 1,8,1,100000004,510000022610,
30.0625,,Segment,2,15,Image 1,8,1,100000004,510000022615,
33.5625,,Segment,2,14,Image 1,8,1,100000004,510000022659,
32.0625,,Segment,2,13,Image 1,7,1,100000004,510000022672,
54.0625,,Segment,2,12,Image 1,7,1,100000004,510000022681,
42.125,,Segment,2,11,Image 1,7,1,100000004,510000022721,
19.0312,,Segment,2,10,Image 1,7,1,100000004,510000022740,
10.0312,,Segment,2,9,Image 1,6,1,100000004,510000022784,
23.0312,,Segment,2,8,Image 1,5,1,100000004,510000022786,
25.0625,,Segment,2,7,Image 1,5,1,100000004,510000022819,
17.0625,,Segment,2,6,Image 1,5,1,100000004,510000022825,
21.0312,,Segment,2,5,Image 1,4,1,100000004,510000022832,
29.0625,,Segment,2,15,Image 1,9,1,100000004,510000022855,
26.0312,,Segment,2,16,Image 1,9,1,100000004,510000022862,
28.125,,Segment,2,14,Image 1,8,1,100000004,510000022878,
34.0625,,Segment,2,13,Image 1,8,1,100000004,510000022885,
50.0625,,Segment,2,12,Image 1,8,1,100000004,510000022891,
26.0625,,Segment,2,14,Image 1,7,1,100000004,510000022894,
47.0625,,Segment,2,13,Image 1,8,1,100000004,510000022906,
33.0625,,Segment,2,14,Image 1,9,1,100000004,510000022914,
31.0625,,Segment,2,12,Image 1,8,1,100000004,510000022924,
23.5625,,Segment,2,13,Image 1,9,1,100000004,510000022928,
29.0625,,Segment,2,11,Image 1,8,1,100000004,510000022947,
18.0312,,Segment,2,10,Image 1,6,1,100000004,510000022953,
24.9375,,Segment,2,13,Image 1,7,1,100000003,510000022979,
41.0625,,Segment,2,12,Image 1,6,1,100000003,510000022999,
47.125,,Segment,2,11,Image 1,6,1,100000003,510000023027,
27.125,,Segment,2,10,Image 1,6,1,100000003,510000023130,
33.125,,Segment,2,9,Image 1,5,1,100000003,510000023140,
70.125,,Segment,2,8,Image 1,4,1,100000003,510000023159,
62.625,,Segment,2,7,Image 1,4,1,100000003,510000023162,
66.125,,Segment,2,6,Image 1,4,1,100000003,510000023168,
30.125,,Segment,2,5,Image 1,4,1,100000003,510000023181,
60.125,,Segment,2,4,Image 1,4,1,100000003,510000023198,
70.125,,Segment,2,3,Image 1,3,1,100000003,510000023204,
74.125,,Segment,2,2,Image 1,3,1,100000003,510000023226,
