
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,8,4,1,100000005,610000029303,
0,s,Spine,5,4,1,100000003,610000029315,
0,s,Spine,5,3,1,100000005,610000029318,
0,s,Spine,11,7,1,100000004,610000029320,
0,s,Spine,13,4,1,100000004,610000029323,
0,s,Spine,7,5,1,100000004,610000029325,
0,s,Spine,21,10,1,100000003,610000029352,
0,s,Spine,0,1,1,100000004,610000029368,
0,s,Spine,18,7,1,100000003,610000029370,
0,s,Spine,3,3,1,100000005,610000029378,
0,s,Spine,4,1,1,100000004,610000029381,
0,s,Spine,12,8,1,100000004,610000029383,
0,s,Spine,9,4,1,100000005,610000029393,
0,s,Spine,7,6,1,100000004,610000029408,
0,s,Spine,11,6,1,100000005,610000029410,
0,s,Spine,10,6,1,100000003,610000029417,
0,s,Spine,4,2,1,100000004,610000029421,
0,s,Spine,7,3,1,100000005,610000029443,
0,s,Spine,13,8,1,100000003,610000029452,
0,s,Spine,12,8,1,100000004,610000029479,
0,s,Spine,0,1,1,100000005,610000029493,
0,s,Spine,4,2,1,100000005,610000029503,
0,s,Spine,13,7,1,100000003,610000029532,
0,s,Spine,4,3,1,100000005,610000029534,
0,s,Spine,0,1,1,100000005,610000029536,
0,s,Spine,4,4,1,100000003,610000029540,
0,s,Spine,2,1,1,100000005,610000029542,
0,s,Spine,12,7,1,100000003,610000029552,
0,s,Spine,4,4,1,100000003,610000029554,
0,s,Spine,4,4,1,100000003,610000029568,
0,s,Spine,10,6,1,100000003,610000029573,
0,s,Spine,10,5,1,100000003,610000029575,
0,s,Spine,10,5,1,100000003,610000029581,
0,s,Spine,5,3,1,100000003,610000029590,
0,s,Spine,7,2,1,100000004,610000029592,
0,s,Spine,13,9,1,100000004,610000029597,
0,s,Spine,0,1,1,100000004,610000029600,
0,s,Spine,6,4,1,100000005,610000029609,
0,s,Spine,11,4,1,100000003,610000029621,
0,s,Spine,3,2,1,100000005,610000029628,
0,s,Spine,6,5,1,100000005,610000029630,
0,s,Spine,4,3,1,100000005,610000029639,
0,s,Spine,15,2,1,100000003,610000029649,
0,s,Spine,8,4,1,100000005,610000029651,
0,s,Spine,25,11,1,100000003,610000029653,
0,s,Spine,3,3,1,100000004,610000029656,
0,s,Spine,6,3,1,100000005,610000029664,
0,s,Spine,8,3,1,100000004,610000029670,
0,s,Spine,4,3,1,100000005,610000029682,
0,s,Spine,7,3,1,100000003,610000029689,
0,s,Spine,0,1,1,100000003,610000029696,
0,s,Spine,5,3,1,100000005,610000029701,
0,s,Spine,13,8,1,100000003,610000029706,
0,s,Spine,11,4,1,100000003,610000029714,
0,s,Spine,2,2,1,100000003,610000029721,
0,s,Spine,8,4,1,100000003,610000029737,
0,s,Spine,4,2,1,100000005,610000029740,
0,s,Spine,11,3,1,100000003,610000029749,
0,s,Spine,9,4,1,100000003,610000029768,
0,s,Spine,2,2,1,100000003,610000029776,
0,s,Spine,2,3,1,100000003,610000029793,
0,s,Spine,5,3,1,100000005,610000029796,
0,s,Spine,14,8,1,100000004,610000029800,
0,s,Spine,1,2,1,100000003,610000029804,
0,s,Spine,2,3,1,100000003,610000029816,
0,s,Spine,3,2,1,100000004,610000029824,
0,s,Spine,13,3,1,100000004,610000029828,
0,s,Spine,11,4,1,100000003,610000029837,
0,s,Spine,10,6,1,100000003,610000029842,
0,s,Spine,11,4,1,100000003,610000029864,
0,s,Spine,7,2,1,100000004,610000029891,
0,s,Spine,2,2,1,100000003,610000029898,
0,s,Spine,6,3,1,100000003,610000029900,
0,s,Spine,10,5,1,100000003,610000029907,
0,s,Spine,5,3,1,,610000030122,
0,s,Spine,12,4,1,,610000030122,
0,s,Spine,1,2,1,,610000030123,
0,s,Spine,14,4,1,,610000030123,
0,s,Spine,9,3,1,,610000030123,
0,s,Spine,1,2,1,,610000030124,
0,s,Spine,14,3,1,,610000030124,
0,s,Spine,5,3,1,,610000030124,
0,s,Spine,14,3,1,,610000030125,
0,s,Spine,26,10,1,,610000030125,
0,s,Spine,13,3,1,,610000030126,
0,s,Spine,5,4,1,,610000030126,
0,s,Spine,26,10,1,,610000030126,
0,s,Spine,11,3,1,,610000030127,
0,s,Spine,21,10,1,,610000030127,
0,s,Spine,4,3,1,,610000030128,
0,s,Spine,10,2,1,,610000030128,
0,s,Spine,19,10,1,,610000030128,
0,s,Spine,4,3,1,,610000030129,
0,s,Spine,9,2,1,,610000030129,
0,s,Spine,18,8,1,,610000030129,
0,s,Spine,5,2,1,,610000030130,
0,s,Spine,4,2,1,,610000030130,
0,s,Spine,17,9,1,,610000030130,
0,s,Spine,3,3,1,,610000030131,
0,s,Spine,5,2,1,,610000030131,
0,s,Spine,18,7,1,,610000030131,
0,s,Spine,3,3,1,,610000030132,
0,s,Spine,5,2,1,,610000030132,
0,s,Spine,18,7,1,,610000030132,
0,s,Spine,3,2,1,,610000030133,
0,s,Spine,2,3,1,,610000030133,
0,s,Spine,15,8,1,,610000030133,
0,s,Spine,4,4,1,,610000030134,
0,s,Spine,2,2,1,,610000030134,
0,s,Spine,14,7,1,,610000030134,
0,s,Spine,13,8,1,,610000030135,
0,s,Spine,13,7,1,,610000030135,
0,s,Spine,5,3,1,,610000030135,
0,s,Spine,13,8,1,,610000030136,
0,s,Spine,13,7,1,,610000030136,
0,s,Spine,13,8,1,,610000030137,
0,s,Spine,12,7,1,,610000030137,
0,s,Spine,5,3,1,,610000030137,
0,s,Spine,12,7,1,,610000030138,
0,s,Spine,5,2,1,,610000030138,
0,s,Spine,4,2,1,,610000030139,
0,s,Spine,14,7,1,,610000030139,
0,s,Spine,12,8,1,,610000030139,
0,s,Spine,4,2,1,,610000030140,
0,s,Spine,14,7,1,,610000030140,
0,s,Spine,11,7,1,,610000030140,
0,s,Spine,4,3,1,,610000030141,
0,s,Spine,10,6,1,,610000030141,
0,s,Spine,11,7,1,,610000030141,
0,s,Spine,8,4,1,,610000030142,
0,s,Spine,4,3,1,,610000030142,
0,s,Spine,10,7,1,,610000030142,
0,s,Spine,6,4,1,,610000030143,
0,s,Spine,10,6,1,,610000030143,
0,s,Spine,6,5,1,,610000030143,
