
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,8,4,1,,610000030144,
0,s,Spine,10,5,1,,610000030144,
0,s,Spine,6,5,1,,610000030144,
0,s,Spine,9,4,1,,610000030145,
0,s,Spine,11,5,1,,610000030145,
0,s,Spine,7,7,1,,610000030145,
0,s,Spine,11,5,1,,610000030146,
0,s,Spine,7,4,1,,610000030147,
0,s,Spine,10,5,1,,610000030147,
0,s,Spine,6,5,1,,610000030147,
0,s,Spine,10,5,1,,610000030148,
0,s,Spine,17,3,1,,610000030148,
0,s,Spine,0,1,1,,610000030149,
0,s,Spine,2,2,1,,610000030149,
0,s,Spine,16,4,1,,610000030149,
0,s,Spine,0,1,1,,610000030150,
0,s,Spine,11,2,1,,610000030150,
0,s,Spine,5,2,1,,610000030150,
0,s,Spine,11,2,1,,610000030151,
0,s,Spine,5,3,1,,610000030151,
0,s,Spine,11,2,1,,610000030152,
0,s,Spine,3,2,1,,610000030152,
0,s,Spine,5,3,1,,610000030152,
0,s,Spine,1,2,1,,610000030153,
0,s,Spine,5,4,1,,610000030153,
0,s,Spine,10,2,1,,610000030153,
0,s,Spine,4,1,1,,610000030154,
0,s,Spine,10,2,1,,610000030154,
0,s,Spine,6,5,1,,610000030154,
0,s,Spine,11,4,1,,610000030155,
0,s,Spine,4,1,1,,610000030155,
0,s,Spine,8,6,1,,610000030155,
0,s,Spine,11,4,1,,610000030156,
0,s,Spine,4,1,1,,610000030156,
0,s,Spine,9,6,1,,610000030156,
0,s,Spine,11,3,1,,610000030157,
0,s,Spine,10,7,1,,610000030157,
0,s,Spine,10,3,1,,610000030158,
0,s,Spine,0,1,1,,610000030159,
0,s,Spine,10,3,1,,610000030159,
0,s,Spine,2,3,1,,610000030160,
0,s,Spine,3,3,1,,610000030161,
0,s,Spine,10,3,1,,610000030161,
0,s,Spine,8,2,1,,610000030162,
0,s,Spine,7,2,1,,610000030163,
0,s,Spine,7,3,1,,610000030164,
0,s,Spine,6,3,1,,610000030164,
0,s,Spine,7,4,1,,610000030165,
0,s,Spine,5,2,1,,610000030166,
0,s,Spine,9,5,1,,610000030166,
0,s,Spine,11,4,1,,610000030167,
0,s,Spine,4,1,1,,610000030167,
0,s,Spine,0,1,1,,610000030168,
0,s,Spine,10,4,1,,610000030168,
0,s,Spine,10,5,1,,610000030169,
0,s,Spine,6,4,1,,610000030170,
0,s,Spine,5,3,1,,610000030171,
0,s,Spine,5,3,1,,610000030172,
0,s,Spine,3,2,1,,610000030173,
0,s,Spine,4,4,1,,610000030174,
0,s,Spine,4,4,1,,610000030175,
0,s,Spine,4,4,1,,610000030176,
0,s,Spine,4,4,1,,610000030177,
0,s,Spine,4,4,1,,610000030178,
0,s,Spine,4,4,1,,610000030179,
0,s,Spine,6,3,1,,610000030180,
0,s,Spine,3,3,1,,610000030181,
0,s,Spine,2,2,1,,610000030182,
0,s,Spine,3,4,1,,610000030183,
0,s,Spine,3,4,1,,610000030184,
0,s,Spine,3,3,1,,610000030185,
0,s,Spine,4,3,1,,610000030186,
0,s,Spine,8,5,1,,610000030187,
0,s,Spine,10,6,1,,610000030188,
0,s,Spine,10,6,1,,610000030190,
0,s,Spine,10,6,1,,610000030191,
0,s,Spine,11,7,1,,610000030192,
0,s,Spine,11,6,1,,610000030193,
