
Spine Max Diameter
 ==================== 
Spine Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.420129,µm,Spine,8,4,1,100000005,610000029303,
0.315079,µm,Spine,0,1,1,100000004,610000029312,
0.246637,µm,Spine,5,4,1,100000003,610000029315,
0.348533,µm,Spine,5,3,1,100000005,610000029318,
0.280145,µm,Spine,11,7,1,100000004,610000029320,
0.314174,µm,Spine,13,4,1,100000004,610000029323,
0.312729,µm,Spine,7,5,1,100000004,610000029325,
0.446368,µm,Spine,11,2,1,100000003,610000029335,
0.208312,µm,Spine,2,3,1,100000004,610000029338,
0.340779,µm,Spine,4,4,1,100000003,610000029350,
0.344343,µm,Spine,21,10,1,100000003,610000029352,
0.340779,µm,Spine,4,4,1,100000003,610000029365,
0.332189,µm,Spine,0,1,1,100000004,610000029368,
0.40625,µm,Spine,18,7,1,100000003,610000029370,
0.644925,µm,Spine,0,1,1,100000004,610000029376,
0.286094,µm,Spine,3,3,1,100000005,610000029378,
0.541209,µm,Spine,4,1,1,100000004,610000029381,
0.56875,µm,Spine,12,8,1,100000004,610000029383,
0.264298,µm,Spine,9,4,1,100000003,610000029387,
0.471199,µm,Spine,0,1,1,100000005,610000029390,
0.296078,µm,Spine,9,4,1,100000005,610000029393,
0.381928,µm,Spine,0,1,1,100000005,610000029401,
0.63491,µm,Spine,0,1,1,100000003,610000029406,
0.291896,µm,Spine,7,6,1,100000004,610000029408,
0.309375,µm,Spine,11,6,1,100000005,610000029410,
0.273287,µm,Spine,4,3,1,100000005,610000029415,
0.384888,µm,Spine,10,6,1,100000003,610000029417,
0.4875,µm,Spine,4,2,1,100000004,610000029421,
0.340779,µm,Spine,4,4,1,100000003,610000029430,
0.340779,µm,Spine,4,4,1,100000003,610000029441,
0.590187,µm,Spine,7,3,1,100000005,610000029443,
0.324919,µm,Spine,0,1,1,100000004,610000029450,
0.331846,µm,Spine,13,8,1,100000003,610000029452,
0.333382,µm,Spine,14,7,1,100000003,610000029455,
0.258894,µm,Spine,5,4,1,100000005,610000029459,
0.363858,µm,Spine,0,1,1,100000005,610000029462,
0.334886,µm,Spine,4,4,1,100000003,610000029467,
0.38617,µm,Spine,11,5,1,100000003,610000029471,
0.264298,µm,Spine,9,4,1,100000003,610000029474,
0.343487,µm,Spine,13,3,1,100000004,610000029476,
0.368168,µm,Spine,12,8,1,100000004,610000029479,
0.257164,µm,Spine,4,3,1,100000005,610000029482,
0.315079,µm,Spine,0,1,1,100000004,610000029486,
0.879237,µm,Spine,0,1,1,100000004,610000029490,
0.391837,µm,Spine,0,1,1,100000005,610000029493,
0.406127,µm,Spine,7,3,1,100000003,610000029497,
0.348271,µm,Spine,26,10,1,100000003,610000029501,
0.325,µm,Spine,4,2,1,100000005,610000029503,
0.291333,µm,Spine,5,3,1,100000005,610000029509,
0.557116,µm,Spine,11,4,1,100000003,610000029514,
0.45327,µm,Spine,0,1,1,100000004,610000029518,
0.340779,µm,Spine,4,4,1,100000003,610000029527,
0.391154,µm,Spine,13,7,1,100000003,610000029532,
0.350814,µm,Spine,4,3,1,100000005,610000029534,
0.363858,µm,Spine,0,1,1,100000005,610000029536,
0.325137,µm,Spine,4,4,1,100000003,610000029540,
0.388861,µm,Spine,2,1,1,100000005,610000029542,
0.758959,µm,Spine,0,1,1,100000004,610000029548,
0.403664,µm,Spine,12,7,1,100000003,610000029552,
0.40625,µm,Spine,4,4,1,100000003,610000029554,
0.32468,µm,Spine,4,1,1,100000004,610000029557,
0.360147,µm,Spine,7,4,1,100000003,610000029561,
0.42294,µm,Spine,4,2,1,100000005,610000029565,
0.40625,µm,Spine,4,4,1,100000003,610000029568,
0.347157,µm,Spine,4,4,1,100000003,610000029571,
0.282497,µm,Spine,10,6,1,100000003,610000029573,
0.453709,µm,Spine,10,5,1,100000003,610000029575,
0.26462,µm,Spine,4,3,1,100000005,610000029579,
0.188715,µm,Spine,10,5,1,100000003,610000029581,
0.446368,µm,Spine,11,2,1,100000003,610000029588,
0.332559,µm,Spine,5,3,1,100000003,610000029590,
0.296536,µm,Spine,7,2,1,100000004,610000029592,
0.278595,µm,Spine,13,9,1,100000004,610000029597,
0.315079,µm,Spine,0,1,1,100000004,610000029600,
0.340779,µm,Spine,4,4,1,100000003,610000029606,
0.314999,µm,Spine,6,4,1,100000005,610000029609,
0.406127,µm,Spine,7,3,1,100000003,610000029613,
0.438663,µm,Spine,0,1,1,100000005,610000029615,
0.557116,µm,Spine,11,4,1,100000003,610000029621,
0.435936,µm,Spine,0,1,1,100000005,610000029626,
0.307788,µm,Spine,3,2,1,100000005,610000029628,
0.257569,µm,Spine,6,5,1,100000005,610000029630,
0.384544,µm,Spine,4,2,1,100000005,610000029633,
0.321183,µm,Spine,7,3,1,100000003,610000029635,
0.197296,µm,Spine,4,3,1,100000005,610000029639,
0.237401,µm,Spine,5,4,1,100000005,610000029643,
0.395441,µm,Spine,15,2,1,100000003,610000029649,
0.442464,µm,Spine,8,4,1,100000005,610000029651,
0.319867,µm,Spine,25,11,1,100000003,610000029653,
0.258742,µm,Spine,3,3,1,100000004,610000029656,
0.539103,µm,Spine,1,2,1,100000003,610000029660,
0.355177,µm,Spine,6,3,1,100000005,610000029664,
0.278086,µm,Spine,12,4,1,100000004,610000029667,
0.345527,µm,Spine,8,3,1,100000004,610000029670,
0.413198,µm,Spine,4,1,1,100000005,610000029672,
0.26462,µm,Spine,4,3,1,100000005,610000029682,
0.406127,µm,Spine,7,3,1,100000003,610000029689,
0.533978,µm,Spine,0,1,1,100000003,610000029693,
0.39042,µm,Spine,0,1,1,100000003,610000029696,
0.453223,µm,Spine,0,1,1,100000003,610000029699,
0.245059,µm,Spine,5,3,1,100000005,610000029701,
0.533365,µm,Spine,13,8,1,100000003,610000029706,
0.390827,µm,Spine,0,1,1,100000004,610000029708,
0.479969,µm,Spine,11,4,1,100000003,610000029714,
