
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20680.4,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000005,610000029303,
20658.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,100000003,610000029315,
20681.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000005,610000029318,
20663.9,µm,Spine,Spine Attachment Pt Distance from Origin,11,7,1,100000004,610000029320,
20655.2,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000004,610000029323,
20662.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,5,1,100000004,610000029325,
20651.5,µm,Spine,Spine Attachment Pt Distance from Origin,21,10,1,100000003,610000029352,
20665.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000004,610000029368,
20654.2,µm,Spine,Spine Attachment Pt Distance from Origin,18,7,1,100000003,610000029370,
20686.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000005,610000029378,
20659.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,100000004,610000029381,
20648,µm,Spine,Spine Attachment Pt Distance from Origin,12,8,1,100000004,610000029383,
20687.7,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000005,610000029393,
20655.7,µm,Spine,Spine Attachment Pt Distance from Origin,7,6,1,100000004,610000029408,
20677.4,µm,Spine,Spine Attachment Pt Distance from Origin,11,6,1,100000005,610000029410,
20654.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,100000003,610000029417,
20656.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000004,610000029421,
20685.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000005,610000029443,
20657.1,µm,Spine,Spine Attachment Pt Distance from Origin,13,8,1,100000003,610000029452,
20648,µm,Spine,Spine Attachment Pt Distance from Origin,12,8,1,100000004,610000029479,
20681.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000005,610000029493,
20687.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000005,610000029503,
20656.8,µm,Spine,Spine Attachment Pt Distance from Origin,13,7,1,100000003,610000029532,
20687.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000005,610000029534,
20679.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000005,610000029536,
20659.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,100000003,610000029540,
20683.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000005,610000029542,
20656.2,µm,Spine,Spine Attachment Pt Distance from Origin,12,7,1,100000003,610000029552,
20659.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,100000003,610000029554,
20661.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,100000003,610000029568,
20654.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,100000003,610000029573,
20654,µm,Spine,Spine Attachment Pt Distance from Origin,10,5,1,100000003,610000029575,
20661.7,µm,Spine,Spine Attachment Pt Distance from Origin,10,5,1,100000003,610000029581,
20662.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000003,610000029590,
20651.7,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,100000004,610000029592,
20667.1,µm,Spine,Spine Attachment Pt Distance from Origin,13,9,1,100000004,610000029597,
20660.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000004,610000029600,
20686.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,100000005,610000029609,
20668.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,100000003,610000029621,
20681.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000005,610000029628,
20687.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,100000005,610000029630,
20685.1,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000005,610000029639,
20675.3,µm,Spine,Spine Attachment Pt Distance from Origin,15,2,1,100000003,610000029649,
20678.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000005,610000029651,
20646,µm,Spine,Spine Attachment Pt Distance from Origin,25,11,1,100000003,610000029653,
20666.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000004,610000029656,
20680.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000005,610000029664,
20650.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,100000004,610000029670,
20682,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000005,610000029682,
20661.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000003,610000029689,
20667.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000003,610000029696,
20687.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000005,610000029701,
20657.6,µm,Spine,Spine Attachment Pt Distance from Origin,13,8,1,100000003,610000029706,
20668.4,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,100000003,610000029714,
20662.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000029721,
20659.4,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000003,610000029737,
20680.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000005,610000029740,
20668.8,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,100000003,610000029749,
20663,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000003,610000029768,
20662.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000029776,
20661.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,100000003,610000029793,
