
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.24734,µm,Spine,8,4,1,100000005,610000029303,
0.1625,µm,Spine,0,1,1,100000004,610000029312,
0.167578,µm,Spine,5,4,1,100000003,610000029315,
0.173592,µm,Spine,5,3,1,100000005,610000029318,
0.203563,µm,Spine,11,7,1,100000004,610000029320,
0.243388,µm,Spine,13,4,1,100000004,610000029323,
0.231539,µm,Spine,7,5,1,100000004,610000029325,
0.186616,µm,Spine,11,2,1,100000003,610000029335,
0.1625,µm,Spine,2,3,1,100000004,610000029338,
0.1625,µm,Spine,4,4,1,100000003,610000029350,
0.344343,µm,Spine,21,10,1,100000003,610000029352,
0.1625,µm,Spine,4,4,1,100000003,610000029365,
0.249654,µm,Spine,0,1,1,100000004,610000029368,
0.40625,µm,Spine,18,7,1,100000003,610000029370,
0.173321,µm,Spine,0,1,1,100000004,610000029376,
0.213281,µm,Spine,3,3,1,100000005,610000029378,
0.400123,µm,Spine,4,1,1,100000004,610000029381,
0.56875,µm,Spine,12,8,1,100000004,610000029383,
0.18916,µm,Spine,9,4,1,100000003,610000029387,
0.341301,µm,Spine,0,1,1,100000005,610000029390,
0.200996,µm,Spine,9,4,1,100000005,610000029393,
0.200938,µm,Spine,0,1,1,100000005,610000029401,
0.249286,µm,Spine,0,1,1,100000003,610000029406,
0.24375,µm,Spine,7,6,1,100000004,610000029408,
0.250634,µm,Spine,11,6,1,100000005,610000029410,
0.169032,µm,Spine,4,3,1,100000005,610000029415,
0.279297,µm,Spine,10,6,1,100000003,610000029417,
0.377454,µm,Spine,4,2,1,100000004,610000029421,
0.1625,µm,Spine,4,4,1,100000003,610000029430,
0.1625,µm,Spine,4,4,1,100000003,610000029441,
0.590187,µm,Spine,7,3,1,100000005,610000029443,
0.1625,µm,Spine,0,1,1,100000004,610000029450,
0,µm,Spine,13,8,1,100000003,610000029452,
0.184631,µm,Spine,14,7,1,100000003,610000029455,
0.1625,µm,Spine,5,4,1,100000005,610000029459,
0.363858,µm,Spine,0,1,1,100000005,610000029462,
0.186106,µm,Spine,4,4,1,100000003,610000029467,
0.254981,µm,Spine,11,5,1,100000003,610000029471,
0.220331,µm,Spine,9,4,1,100000003,610000029474,
0.282682,µm,Spine,13,3,1,100000004,610000029476,
0.256394,µm,Spine,12,8,1,100000004,610000029479,
0.169032,µm,Spine,4,3,1,100000005,610000029482,
0.200396,µm,Spine,0,1,1,100000004,610000029486,
0,µm,Spine,0,1,1,100000004,610000029490,
0.241739,µm,Spine,0,1,1,100000005,610000029493,
0.250396,µm,Spine,7,3,1,100000003,610000029497,
0.252637,µm,Spine,26,10,1,100000003,610000029501,
0.325,µm,Spine,4,2,1,100000005,610000029503,
0.243314,µm,Spine,5,3,1,100000005,610000029509,
0.432813,µm,Spine,11,4,1,100000003,610000029514,
0,µm,Spine,0,1,1,100000004,610000029518,
0.1625,µm,Spine,4,4,1,100000003,610000029527,
0.24375,µm,Spine,13,7,1,100000003,610000029532,
0,µm,Spine,4,3,1,100000005,610000029534,
0.363858,µm,Spine,0,1,1,100000005,610000029536,
0.181895,µm,Spine,4,4,1,100000003,610000029540,
0.388861,µm,Spine,2,1,1,100000005,610000029542,
0.255381,µm,Spine,0,1,1,100000004,610000029548,
0.403664,µm,Spine,12,7,1,100000003,610000029552,
0.40625,µm,Spine,4,4,1,100000003,610000029554,
0.178403,µm,Spine,4,1,1,100000004,610000029557,
0.243113,µm,Spine,7,4,1,100000003,610000029561,
0.355469,µm,Spine,4,2,1,100000005,610000029565,
0.283579,µm,Spine,4,4,1,100000003,610000029568,
0.342741,µm,Spine,4,4,1,100000003,610000029571,
0.24375,µm,Spine,10,6,1,100000003,610000029573,
0.297277,µm,Spine,10,5,1,100000003,610000029575,
0.202255,µm,Spine,4,3,1,100000005,610000029579,
0.1625,µm,Spine,10,5,1,100000003,610000029581,
0.400545,µm,Spine,11,2,1,100000003,610000029588,
0.294028,µm,Spine,5,3,1,100000003,610000029590,
0.250497,µm,Spine,7,2,1,100000004,610000029592,
0,µm,Spine,13,9,1,100000004,610000029597,
0.200396,µm,Spine,0,1,1,100000004,610000029600,
0.1625,µm,Spine,4,4,1,100000003,610000029606,
0,µm,Spine,6,4,1,100000005,610000029609,
0.307525,µm,Spine,7,3,1,100000003,610000029613,
0,µm,Spine,0,1,1,100000005,610000029615,
0.502616,µm,Spine,11,4,1,100000003,610000029621,
0.2709,µm,Spine,0,1,1,100000005,610000029626,
0.207417,µm,Spine,3,2,1,100000005,610000029628,
0.257569,µm,Spine,6,5,1,100000005,610000029630,
0.252,µm,Spine,4,2,1,100000005,610000029633,
0.221134,µm,Spine,7,3,1,100000003,610000029635,
0,µm,Spine,4,3,1,100000005,610000029639,
0.201399,µm,Spine,5,4,1,100000005,610000029643,
0,µm,Spine,15,2,1,100000003,610000029649,
0.1625,µm,Spine,8,4,1,100000005,610000029651,
0.254541,µm,Spine,25,11,1,100000003,610000029653,
0.238805,µm,Spine,3,3,1,100000004,610000029656,
0.33411,µm,Spine,1,2,1,100000003,610000029660,
0.292995,µm,Spine,6,3,1,100000005,610000029664,
0.27582,µm,Spine,12,4,1,100000004,610000029667,
0.233699,µm,Spine,8,3,1,100000004,610000029670,
0.413198,µm,Spine,4,1,1,100000005,610000029672,
0.246805,µm,Spine,4,3,1,100000005,610000029682,
0.307525,µm,Spine,7,3,1,100000003,610000029689,
0,µm,Spine,0,1,1,100000003,610000029693,
0.371283,µm,Spine,0,1,1,100000003,610000029696,
0,µm,Spine,0,1,1,100000003,610000029699,
0,µm,Spine,5,3,1,100000005,610000029701,
0.316416,µm,Spine,13,8,1,100000003,610000029706,
0.390827,µm,Spine,0,1,1,100000004,610000029708,
0.40625,µm,Spine,11,4,1,100000003,610000029714,
0,µm,Spine,0,1,1,100000005,610000029716,
0,µm,Spine,0,1,1,100000003,610000029719,
0,µm,Spine,2,2,1,100000003,610000029721,
0,µm,Spine,7,4,1,100000003,610000029723,
0,µm,Spine,11,2,1,100000003,610000029725,
0.349354,µm,Spine,7,4,1,100000003,610000029728,
0.268038,µm,Spine,4,1,1,100000004,610000029731,
0.317975,µm,Spine,7,4,1,100000003,610000029733,
0.325,µm,Spine,1,2,1,100000003,610000029735,
0.289565,µm,Spine,8,4,1,100000003,610000029737,
0.350729,µm,Spine,4,2,1,100000005,610000029740,
0.438396,µm,Spine,7,4,1,100000003,610000029746,
0,µm,Spine,11,3,1,100000003,610000029749,
0.261746,µm,Spine,7,2,1,100000004,610000029752,
0.225037,µm,Spine,4,4,1,100000003,610000029757,
0,µm,Spine,4,3,1,100000003,610000029761,
