
Soma Intensity Max Ch=4 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
95,,Soma,4,Image 1,1,100000003,800002007,
0,,Soma,4,Image 1,1,100000004,800002008,
146,,Soma,4,Image 1,1,100000005,800002009,
