
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
17,,Segment,4,8,Image 1,6,1,100000004,510000022293,
47,,Segment,4,7,Image 1,6,1,100000004,510000022339,
26,,Segment,4,6,Image 1,6,1,100000004,510000022364,
63,,Segment,4,5,Image 1,5,1,100000004,510000022426,
11,,Segment,4,4,Image 1,4,1,100000004,510000022436,
13,,Segment,4,3,Image 1,4,1,100000004,510000022448,
76,,Segment,4,2,Image 1,3,1,100000004,510000022523,
29,,Segment,4,1,Image 1,2,1,100000004,510000022551,
6,,Segment,4,0,Image 1,1,1,100000004,510000022567,
6,,Segment,4,8,Image 1,7,1,100000004,510000022578,
4,,Segment,4,7,Image 1,7,1,100000004,510000022593,
17,,Segment,4,16,Image 1,8,1,100000004,510000022610,
6,,Segment,4,15,Image 1,8,1,100000004,510000022615,
45,,Segment,4,14,Image 1,8,1,100000004,510000022659,
14,,Segment,4,13,Image 1,7,1,100000004,510000022672,
10,,Segment,4,12,Image 1,7,1,100000004,510000022681,
41,,Segment,4,11,Image 1,7,1,100000004,510000022721,
20,,Segment,4,10,Image 1,7,1,100000004,510000022740,
45,,Segment,4,9,Image 1,6,1,100000004,510000022784,
3,,Segment,4,8,Image 1,5,1,100000004,510000022786,
34,,Segment,4,7,Image 1,5,1,100000004,510000022819,
7,,Segment,4,6,Image 1,5,1,100000004,510000022825,
8,,Segment,4,5,Image 1,4,1,100000004,510000022832,
24,,Segment,4,15,Image 1,9,1,100000004,510000022855,
8,,Segment,4,16,Image 1,9,1,100000004,510000022862,
17,,Segment,4,14,Image 1,8,1,100000004,510000022878,
8,,Segment,4,13,Image 1,8,1,100000004,510000022885,
7,,Segment,4,12,Image 1,8,1,100000004,510000022891,
4,,Segment,4,14,Image 1,7,1,100000004,510000022894,
13,,Segment,4,13,Image 1,8,1,100000004,510000022906,
9,,Segment,4,14,Image 1,9,1,100000004,510000022914,
11,,Segment,4,12,Image 1,8,1,100000004,510000022924,
3,,Segment,4,13,Image 1,9,1,100000004,510000022928,
20,,Segment,4,11,Image 1,8,1,100000004,510000022947,
6,,Segment,4,10,Image 1,6,1,100000004,510000022953,
27,,Segment,4,13,Image 1,7,1,100000003,510000022979,
21,,Segment,4,12,Image 1,6,1,100000003,510000022999,
29,,Segment,4,11,Image 1,6,1,100000003,510000023027,
104,,Segment,4,10,Image 1,6,1,100000003,510000023130,
11,,Segment,4,9,Image 1,5,1,100000003,510000023140,
20,,Segment,4,8,Image 1,4,1,100000003,510000023159,
4,,Segment,4,7,Image 1,4,1,100000003,510000023162,
7,,Segment,4,6,Image 1,4,1,100000003,510000023168,
14,,Segment,4,5,Image 1,4,1,100000003,510000023181,
18,,Segment,4,4,Image 1,4,1,100000003,510000023198,
7,,Segment,4,3,Image 1,3,1,100000003,510000023204,
23,,Segment,4,2,Image 1,3,1,100000003,510000023226,
33,,Segment,4,1,Image 1,2,1,100000003,510000023258,
2,,Segment,4,0,Image 1,1,1,100000003,510000023264,
5,,Segment,4,13,Image 1,6,1,100000003,510000023281,
8,,Segment,4,12,Image 1,7,1,100000003,510000023288,
14,,Segment,4,11,Image 1,7,1,100000003,510000023301,
22,,Segment,4,7,Image 1,6,1,100000004,510000023322,
22,,Segment,4,6,Image 1,5,1,100000004,510000023343,
3,,Segment,4,7,Image 1,5,1,100000004,510000023345,
18,,Segment,4,12,Image 1,4,1,100000004,510000023362,
9,,Segment,4,11,Image 1,3,1,100000004,510000023370,
16,,Segment,4,10,Image 1,2,1,100000004,510000023385,
23,,Segment,4,9,Image 1,2,1,100000004,510000023407,
7,,Segment,4,8,Image 1,2,1,100000004,510000023413,
63,,Segment,4,7,Image 1,2,1,100000004,510000023475,
21,,Segment,4,6,Image 1,2,1,100000004,510000023495,
12,,Segment,4,5,Image 1,2,1,100000004,510000023506,
9,,Segment,4,4,Image 1,2,1,100000004,510000023514,
9,,Segment,4,3,Image 1,2,1,100000004,510000023522,
11,,Segment,4,2,Image 1,2,1,100000004,510000023532,
46,,Segment,4,14,Image 1,4,1,100000004,510000023577,
42,,Segment,4,13,Image 1,3,1,100000004,510000023618,
26,,Segment,4,12,Image 1,3,1,100000004,510000023643,
9,,Segment,4,14,Image 1,3,1,100000004,510000023649,
12,,Segment,4,13,Image 1,4,1,100000004,510000023664,
3,,Segment,4,11,Image 1,2,1,100000004,510000023667,
5,,Segment,4,10,Image 1,3,1,100000004,510000023671,
11,,Segment,4,8,Image 1,3,1,100000004,510000023681,
7,,Segment,4,9,Image 1,3,1,100000004,510000023687,
19,,Segment,4,4,Image 1,2,1,100000005,510000023705,
14,,Segment,4,3,Image 1,2,1,100000005,510000023718,
8,,Segment,4,2,Image 1,2,1,100000005,510000023725,
25,,Segment,4,1,Image 1,2,1,100000005,510000023749,
21,,Segment,4,0,Image 1,1,1,100000005,510000023776,
12,,Segment,4,11,Image 1,6,1,100000005,510000023804,
7,,Segment,4,10,Image 1,6,1,100000005,510000023810,
6,,Segment,4,9,Image 1,5,1,100000005,510000023815,
22,,Segment,4,8,Image 1,5,1,100000005,510000023836,
8,,Segment,4,6,Image 1,3,1,100000005,510000023844,
25,,Segment,4,5,Image 1,3,1,100000005,510000023868,
36,,Segment,4,4,Image 1,3,1,100000005,510000023903,
9,,Segment,4,9,Image 1,6,1,100000005,510000023911,
4,,Segment,4,11,Image 1,7,1,100000005,510000023914,
3,,Segment,4,10,Image 1,5,1,100000005,510000023917,
29,,Segment,4,11,Image 1,6,1,100000005,510000023945,
4,,Segment,4,10,Image 1,5,1,100000005,510000023948,
15,,Segment,4,9,Image 1,4,1,100000005,510000023962,
5,,Segment,4,8,Image 1,4,1,100000005,510000023966,
6,,Segment,4,11,Image 1,5,1,100000005,510000023972,
9,,Segment,4,10,Image 1,4,1,100000005,510000023980,
4,,Segment,4,11,Image 1,4,1,100000005,510000023983,
4,,Segment,4,11,Image 1,5,1,100000005,510000023986,
14,,Segment,4,8,Image 1,4,1,100000005,510000023999,
9,,Segment,4,9,Image 1,3,1,100000005,510000024007,
4,,Segment,4,9,Image 1,5,1,100000005,510000024011,
6,,Segment,4,9,Image 1,4,1,100000005,510000024016,
6,,Segment,4,6,Image 1,4,1,100000005,510000024021,
17,,Segment,4,3,Image 1,3,1,100000005,510000024037,
10,,Segment,4,2,Image 1,3,1,100000005,510000024046,
18,,Segment,4,5,Image 1,4,1,100000005,510000024063,
17,,Segment,4,5,Image 1,3,1,100000005,510000024079,
25,,Segment,4,4,Image 1,3,1,100000005,510000024103,
3,,Segment,4,3,Image 1,3,1,100000005,510000024105,
5,,Segment,4,5,Image 1,4,1,100000005,510000024109,
4,,Segment,4,3,Image 1,4,1,100000005,510000024112,
9,,Segment,4,4,Image 1,4,1,100000005,510000024120,
9,,Segment,4,1,Image 1,1,1,100000005,510000024128,
14,,Segment,4,14,Image 1,8,1,100000004,510000024141,
20,,Segment,4,13,Image 1,8,1,100000004,510000024160,
29,,Segment,4,11,Image 1,8,1,100000004,510000024201,
42,,Segment,4,10,Image 1,7,1,100000004,510000024242,
7,,Segment,4,9,Image 1,6,1,100000004,510000024248,
45,,Segment,4,8,Image 1,6,1,100000004,510000024292,
28,,Segment,4,7,Image 1,5,1,100000004,510000024319,
3,,Segment,4,6,Image 1,4,1,100000004,510000024321,
