
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-76.2063,°,Segment,3,3,1,100000000,510000000012,
-170.152,°,Segment,2,2,1,100000000,510000000015,
172.059,°,Segment,1,2,1,100000000,510000000040,
168.228,°,Segment,0,1,1,100000000,510000000064,
174.26,°,Segment,3,2,1,100000000,510000000079,
100.183,°,Segment,2,3,1,100000000,510000000085,
-15.6172,°,Segment,8,3,1,100000003,510000000160,
-32.5102,°,Segment,7,2,1,100000003,510000000175,
-25.2215,°,Segment,6,1,1,100000003,510000000197,
-21.6345,°,Segment,5,1,1,100000003,510000000213,
-5.87055,°,Segment,4,1,1,100000003,510000000216,
20.4266,°,Segment,3,1,1,100000003,510000000226,
56.9134,°,Segment,2,1,1,100000003,510000000233,
77.7248,°,Segment,1,1,1,100000003,510000000247,
92.8964,°,Segment,0,1,1,100000003,510000000278,
-72.6252,°,Segment,1,1,1,100000002,510000000297,
-69.7666,°,Segment,0,1,1,100000002,510000000308,
-119.45,°,Segment,15,6,1,100000003,510000000328,
-9.80115,°,Segment,14,6,1,100000003,510000000343,
-0.193656,°,Segment,13,5,1,100000003,510000000370,
36.5263,°,Segment,12,4,1,100000003,510000000394,
73.8288,°,Segment,11,4,1,100000003,510000000416,
51.9915,°,Segment,10,4,1,100000003,510000000421,
77.3791,°,Segment,9,3,1,100000003,510000000448,
104.292,°,Segment,8,3,1,100000003,510000000464,
59.8213,°,Segment,6,2,1,100000003,510000000473,
50.4824,°,Segment,5,2,1,100000003,510000000480,
34.3092,°,Segment,4,2,1,100000003,510000000525,
102.027,°,Segment,15,7,1,100000003,510000000529,
-124.989,°,Segment,1,2,1,100000003,510000000590,
-34.5476,°,Segment,0,1,1,100000003,510000000611,
139.86,°,Segment,9,5,1,100000003,510000000673,
68.8854,°,Segment,8,4,1,100000003,510000000683,
98.222,°,Segment,6,3,1,100000003,510000000693,
76.2994,°,Segment,5,3,1,100000003,510000000712,
32.8175,°,Segment,4,3,1,100000003,510000000725,
102.427,°,Segment,3,2,1,100000003,510000000734,
71.2004,°,Segment,14,4,1,100000003,510000000759,
149.53,°,Segment,13,3,1,100000003,510000000766,
177.787,°,Segment,12,3,1,100000003,510000000775,
135.914,°,Segment,11,3,1,100000003,510000000788,
115.678,°,Segment,10,3,1,100000003,510000000791,
102.841,°,Segment,9,2,1,100000003,510000000829,
-10.6303,°,Segment,8,1,1,100000003,510000000865,
-16.7856,°,Segment,7,1,1,100000003,510000000886,
168.71,°,Segment,12,5,1,100000003,510000000929,
138.735,°,Segment,11,4,1,100000003,510000000941,
81.0708,°,Segment,10,3,1,100000003,510000000944,
26.3073,°,Segment,9,3,1,100000003,510000000964,
9.73391,°,Segment,8,3,1,100000003,510000000977,
-4.64078,°,Segment,7,3,1,100000003,510000000986,
-14.4777,°,Segment,2,3,1,100000000,510000001049,
35.6383,°,Segment,1,2,1,100000000,510000001128,
-45.484,°,Segment,0,1,1,100000000,510000001151,
-56.6623,°,Segment,7,4,1,100000001,510000001185,
129.499,°,Segment,6,3,1,100000001,510000001229,
26.4702,°,Segment,5,2,1,100000001,510000001264,
-0.289919,°,Segment,4,2,1,100000001,510000001266,
10.7821,°,Segment,3,2,1,100000001,510000001287,
0.448852,°,Segment,2,2,1,100000001,510000001296,
26.5979,°,Segment,1,1,1,100000001,510000001303,
10.1075,°,Segment,0,1,1,100000001,510000001331,
128.218,°,Segment,7,3,1,100000001,510000001336,
31.7105,°,Segment,8,4,1,100000003,510000001377,
-167.631,°,Segment,11,5,1,100000003,510000001400,
-94.1493,°,Segment,8,2,1,100000003,510000001405,
142.956,°,Segment,12,6,1,100000003,510000001424,
132.643,°,Segment,11,5,1,100000003,510000001428,
124.011,°,Segment,10,5,1,100000003,510000001457,
-164.816,°,Segment,4,3,1,100000001,510000001483,
-126.87,°,Segment,3,3,1,100000001,510000001497,
152.1,°,Segment,2,2,1,100000001,510000001515,
169.527,°,Segment,1,1,1,100000001,510000001523,
148.507,°,Segment,0,1,1,100000001,510000001566,
71.7657,°,Segment,4,4,1,100000001,510000001575,
122.142,°,Segment,3,2,1,100000000,510000001609,
-38.3934,°,Segment,2,2,1,100000000,510000001645,
-49.2893,°,Segment,1,1,1,100000000,510000001654,
-85.5857,°,Segment,0,1,1,100000000,510000001709,
20.0656,°,Segment,13,6,1,100000001,510000001729,
-54.0596,°,Segment,12,5,1,100000001,510000001743,
-30.1728,°,Segment,11,4,1,100000001,510000001752,
-63.6907,°,Segment,10,3,1,100000001,510000001763,
-130.692,°,Segment,9,2,1,100000001,510000001771,
-37.1203,°,Segment,8,2,1,100000001,510000001813,
18.4476,°,Segment,7,1,1,100000001,510000001817,
-0.684948,°,Segment,6,1,1,100000001,510000001853,
7.5225,°,Segment,5,1,1,100000001,510000001863,
-15.5344,°,Segment,4,1,1,100000001,510000001865,
-42.5396,°,Segment,3,1,1,100000001,510000001881,
-31.0336,°,Segment,2,1,1,100000001,510000001891,
-33.8884,°,Segment,1,1,1,100000001,510000001899,
-35.1858,°,Segment,0,1,1,100000001,510000001921,
-62.7711,°,Segment,13,5,1,100000001,510000001950,
102.206,°,Segment,12,5,1,100000003,510000001957,
-169.708,°,Segment,11,6,1,100000003,510000001959,
-27.2504,°,Segment,4,5,1,100000000,510000001971,
-9.5554,°,Segment,3,4,1,100000000,510000001982,
-48.2038,°,Segment,2,3,1,100000000,510000001994,
-42.8258,°,Segment,1,2,1,100000000,510000002000,
-94.6576,°,Segment,0,1,1,100000000,510000002012,
41.221,°,Segment,11,6,1,100000003,510000002041,
42.6361,°,Segment,10,5,1,100000003,510000002045,
92.1607,°,Segment,9,4,1,100000003,510000002060,
159.419,°,Segment,11,5,1,100000003,510000002076,
126.135,°,Segment,10,4,1,100000003,510000002088,
-49.1992,°,Segment,5,2,1,100000002,510000002122,
23.2543,°,Segment,4,1,1,100000002,510000002131,
50.5863,°,Segment,3,1,1,100000002,510000002134,
81.2572,°,Segment,2,1,1,100000002,510000002151,
26.1674,°,Segment,1,1,1,100000002,510000002188,
18.6868,°,Segment,0,1,1,100000002,510000002198,
5.0162,°,Segment,6,3,1,100000001,510000002246,
37.6281,°,Segment,5,2,1,100000001,510000002277,
64.0722,°,Segment,4,1,1,100000001,510000002295,
66.8829,°,Segment,3,1,1,100000001,510000002298,
76.1595,°,Segment,2,1,1,100000001,510000002303,
-149.689,°,Segment,13,5,1,100000001,510000002312,
-39.2058,°,Segment,12,5,1,100000001,510000002318,
-65.0618,°,Segment,11,5,1,100000001,510000002333,
-77.7168,°,Segment,10,5,1,100000001,510000002337,
-32.5865,°,Segment,9,4,1,100000001,510000002350,
