
Spine Number of Voxel Ch=1 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
103,,Spine,1,4,Image 1,3,1,100000001,610000008017,
98,,Spine,1,4,Image 1,3,1,100000001,610000008033,
115,,Spine,1,3,Image 1,2,1,100000000,610000008048,
96,,Spine,1,3,Image 1,3,1,100000002,610000008059,
80,,Spine,1,3,Image 1,3,1,100000002,610000008068,
61,,Spine,1,3,Image 1,3,1,100000002,610000008075,
107,,Spine,1,2,Image 1,1,1,100000000,610000008086,
73,,Spine,1,5,Image 1,3,1,100000003,610000008093,
116,,Spine,1,5,Image 1,2,1,100000003,610000008101,
27,,Spine,1,9,Image 1,4,1,100000003,610000008103,
125,,Spine,1,1,Image 1,1,1,100000002,610000008108,
187,,Spine,1,6,Image 1,1,1,100000003,610000008113,
62,,Spine,1,1,Image 1,1,1,100000001,610000008116,
63,,Spine,1,3,Image 1,3,1,100000002,610000008121,
55,,Spine,1,3,Image 1,3,1,100000002,610000008125,
121,,Spine,1,4,Image 1,3,1,100000003,610000008132,
192,,Spine,1,1,Image 1,1,1,100000001,610000008140,
240,,Spine,1,13,Image 1,6,1,100000001,610000008144,
176,,Spine,1,13,Image 1,6,1,100000001,610000008147,
255,,Spine,1,2,Image 1,1,1,100000000,610000008154,
189,,Spine,1,1,Image 1,1,1,100000002,610000008158,
127,,Spine,1,12,Image 1,6,1,100000003,610000008162,
246,,Spine,1,2,Image 1,1,1,100000000,610000008168,
210,,Spine,1,2,Image 1,1,1,100000000,610000008173,
204,,Spine,1,4,Image 1,3,1,100000000,610000008186,
220,,Spine,1,2,Image 1,1,1,100000000,610000008192,
189,,Spine,1,2,Image 1,1,1,100000000,610000008197,
163,,Spine,1,2,Image 1,1,1,100000000,610000008201,
195,,Spine,1,2,Image 1,1,1,100000000,610000008205,
294,,Spine,1,9,Image 1,3,1,100000001,610000008218,
164,,Spine,1,0,Image 1,1,1,100000000,610000008223,
267,,Spine,1,9,Image 1,3,1,100000001,610000008233,
140,,Spine,1,0,Image 1,1,1,100000000,610000008238,
271,,Spine,1,9,Image 1,3,1,100000001,610000008250,
66,,Spine,1,14,Image 1,6,1,100000003,610000008254,
71,,Spine,1,4,Image 1,2,1,100000003,610000008259,
231,,Spine,1,9,Image 1,3,1,100000001,610000008268,
150,,Spine,1,12,Image 1,4,1,100000001,610000008273,
136,,Spine,1,0,Image 1,1,1,100000000,610000008276,
144,,Spine,1,12,Image 1,4,1,100000001,610000008281,
130,,Spine,1,4,Image 1,2,1,100000000,610000008284,
55,,Spine,1,2,Image 1,3,1,100000000,610000008286,
164,,Spine,1,5,Image 1,2,1,100000003,610000008291,
204,,Spine,1,10,Image 1,2,1,100000003,610000008298,
137,,Spine,1,5,Image 1,2,1,100000003,610000008303,
92,,Spine,1,10,Image 1,2,1,100000001,610000008305,
188,,Spine,1,10,Image 1,2,1,100000003,610000008311,
133,,Spine,1,8,Image 1,3,1,100000003,610000008319,
55,,Spine,1,1,Image 1,2,1,100000000,610000008321,
111,,Spine,1,2,Image 1,3,1,100000001,610000008323,
200,,Spine,1,1,Image 1,1,1,100000000,610000008326,
89,,Spine,1,1,Image 1,2,1,100000000,610000008328,
459,,Spine,1,8,Image 1,3,1,100000003,610000008335,
105,,Spine,1,12,Image 1,4,1,100000001,610000008338,
78,,Spine,1,8,Image 1,4,1,100000003,610000008340,
128,,Spine,1,0,Image 1,1,1,100000001,610000008346,
66,,Spine,1,5,Image 1,3,1,100000003,610000008349,
119,,Spine,1,8,Image 1,3,1,100000003,610000008354,
34,,Spine,1,0,Image 1,1,1,100000001,610000008359,
105,,Spine,1,9,Image 1,3,1,100000001,610000008361,
170,,Spine,1,8,Image 1,3,1,100000003,610000008363,
63,,Spine,1,10,Image 1,4,1,100000003,610000008365,
118,,Spine,1,10,Image 1,6,1,100000003,610000008368,
213,,Spine,1,10,Image 1,2,1,100000003,610000008372,
151,,Spine,1,7,Image 1,3,1,100000000,610000008374,
152,,Spine,1,10,Image 1,4,1,100000003,610000008379,
156,,Spine,1,10,Image 1,4,1,100000001,610000008384,
20,,Spine,1,0,Image 1,1,1,100000001,610000008389,
150,,Spine,1,2,Image 1,2,1,100000000,610000008392,
223,,Spine,1,0,Image 1,1,1,100000001,610000008401,
246,,Spine,1,5,Image 1,1,1,100000001,610000008404,
