
Spine Center Number of Voxel Ch=5 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
18,,Spine,5,4,Image 1,3,1,100000001,610000008017,
17,,Spine,5,4,Image 1,3,1,100000001,610000008033,
16,,Spine,5,3,Image 1,2,1,100000000,610000008048,
12,,Spine,5,3,Image 1,3,1,100000002,610000008059,
10,,Spine,5,3,Image 1,3,1,100000002,610000008068,
8,,Spine,5,3,Image 1,3,1,100000002,610000008075,
12,,Spine,5,2,Image 1,1,1,100000000,610000008086,
8,,Spine,5,5,Image 1,3,1,100000003,610000008093,
9,,Spine,5,5,Image 1,2,1,100000003,610000008101,
3,,Spine,5,9,Image 1,4,1,100000003,610000008103,
6,,Spine,5,1,Image 1,1,1,100000002,610000008108,
5,,Spine,5,6,Image 1,1,1,100000003,610000008113,
4,,Spine,5,1,Image 1,1,1,100000001,610000008116,
6,,Spine,5,3,Image 1,3,1,100000002,610000008121,
5,,Spine,5,3,Image 1,3,1,100000002,610000008125,
8,,Spine,5,4,Image 1,3,1,100000003,610000008132,
6,,Spine,5,1,Image 1,1,1,100000001,610000008140,
5,,Spine,5,13,Image 1,6,1,100000001,610000008144,
4,,Spine,5,13,Image 1,6,1,100000001,610000008147,
8,,Spine,5,2,Image 1,1,1,100000000,610000008154,
5,,Spine,5,1,Image 1,1,1,100000002,610000008158,
5,,Spine,5,12,Image 1,6,1,100000003,610000008162,
7,,Spine,5,2,Image 1,1,1,100000000,610000008168,
6,,Spine,5,2,Image 1,1,1,100000000,610000008173,
14,,Spine,5,4,Image 1,3,1,100000000,610000008186,
7,,Spine,5,2,Image 1,1,1,100000000,610000008192,
5,,Spine,5,2,Image 1,1,1,100000000,610000008197,
5,,Spine,5,2,Image 1,1,1,100000000,610000008201,
5,,Spine,5,2,Image 1,1,1,100000000,610000008205,
14,,Spine,5,9,Image 1,3,1,100000001,610000008218,
6,,Spine,5,0,Image 1,1,1,100000000,610000008223,
11,,Spine,5,9,Image 1,3,1,100000001,610000008233,
6,,Spine,5,0,Image 1,1,1,100000000,610000008238,
13,,Spine,5,9,Image 1,3,1,100000001,610000008250,
5,,Spine,5,14,Image 1,6,1,100000003,610000008254,
3,,Spine,5,4,Image 1,2,1,100000003,610000008259,
10,,Spine,5,9,Image 1,3,1,100000001,610000008268,
6,,Spine,5,12,Image 1,4,1,100000001,610000008273,
4,,Spine,5,0,Image 1,1,1,100000000,610000008276,
6,,Spine,5,12,Image 1,4,1,100000001,610000008281,
4,,Spine,5,4,Image 1,2,1,100000000,610000008284,
3,,Spine,5,2,Image 1,3,1,100000000,610000008286,
6,,Spine,5,5,Image 1,2,1,100000003,610000008291,
8,,Spine,5,10,Image 1,2,1,100000003,610000008298,
6,,Spine,5,5,Image 1,2,1,100000003,610000008303,
3,,Spine,5,10,Image 1,2,1,100000001,610000008305,
7,,Spine,5,10,Image 1,2,1,100000003,610000008311,
0,,Spine,5,8,Image 1,3,1,100000003,610000008319,
3,,Spine,5,1,Image 1,2,1,100000000,610000008321,
3,,Spine,5,2,Image 1,3,1,100000001,610000008323,
4,,Spine,5,1,Image 1,1,1,100000000,610000008326,
3,,Spine,5,1,Image 1,2,1,100000000,610000008328,
7,,Spine,5,8,Image 1,3,1,100000003,610000008335,
4,,Spine,5,12,Image 1,4,1,100000001,610000008338,
3,,Spine,5,8,Image 1,4,1,100000003,610000008340,
7,,Spine,5,0,Image 1,1,1,100000001,610000008346,
4,,Spine,5,5,Image 1,3,1,100000003,610000008349,
5,,Spine,5,8,Image 1,3,1,100000003,610000008354,
5,,Spine,5,0,Image 1,1,1,100000001,610000008359,
3,,Spine,5,9,Image 1,3,1,100000001,610000008361,
3,,Spine,5,8,Image 1,3,1,100000003,610000008363,
3,,Spine,5,10,Image 1,4,1,100000003,610000008365,
4,,Spine,5,10,Image 1,6,1,100000003,610000008368,
5,,Spine,5,10,Image 1,2,1,100000003,610000008372,
3,,Spine,5,7,Image 1,3,1,100000000,610000008374,
4,,Spine,5,10,Image 1,4,1,100000003,610000008379,
5,,Spine,5,10,Image 1,4,1,100000001,610000008384,
4,,Spine,5,0,Image 1,1,1,100000001,610000008389,
3,,Spine,5,2,Image 1,2,1,100000000,610000008392,
10,,Spine,5,0,Image 1,1,1,100000001,610000008401,
4,,Spine,5,5,Image 1,1,1,100000001,610000008404,
4,,Spine,5,0,Image 1,1,1,100000000,610000008411,
3,,Spine,5,7,Image 1,3,1,100000001,610000008415,
4,,Spine,5,0,Image 1,1,1,100000000,610000008419,
4,,Spine,5,0,Image 1,1,1,100000000,610000008423,
4,,Spine,5,0,Image 1,1,1,100000000,610000008429,
2,,Spine,5,8,Image 1,3,1,100000003,610000008433,
4,,Spine,5,0,Image 1,1,1,100000000,610000008436,
3,,Spine,5,11,Image 1,3,1,100000003,610000008439,
3,,Spine,5,7,Image 1,3,1,100000001,610000008442,
3,,Spine,5,5,Image 1,5,1,100000001,610000008446,
3,,Spine,5,4,Image 1,3,1,100000001,610000008449,
4,,Spine,5,1,Image 1,1,1,100000002,610000008452,
3,,Spine,5,0,Image 1,1,1,100000001,610000008456,
4,,Spine,5,3,Image 1,2,1,100000002,610000008459,
3,,Spine,5,8,Image 1,2,1,100000001,610000008461,
3,,Spine,5,1,Image 1,2,1,100000000,610000008463,
6,,Spine,5,0,Image 1,1,1,100000001,610000008468,
4,,Spine,5,4,Image 1,1,1,100000001,610000008472,
3,,Spine,5,0,Image 1,1,1,100000000,610000008478,
6,,Spine,5,3,Image 1,1,1,100000000,610000008483,
3,,Spine,5,2,Image 1,1,1,100000001,610000008486,
