
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
17687,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000001,610000008017,
17687,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000001,610000008033,
17754.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000000,610000008048,
17723.9,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000002,610000008059,
17723.7,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000002,610000008068,
17724,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000002,610000008075,
17735.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008086,
17745.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000003,610000008093,
17736.9,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000003,610000008101,
17749.5,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,100000003,610000008103,
17707,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000002,610000008108,
17739.4,µm,Spine,Spine Terminal Pt Distance from Origin,6,1,1,100000003,610000008113,
17672.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000008116,
17730,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000002,610000008121,
17729.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000002,610000008125,
17741.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000003,610000008132,
17666.9,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000008140,
17666.8,µm,Spine,Spine Terminal Pt Distance from Origin,13,6,1,100000001,610000008144,
17667.7,µm,Spine,Spine Terminal Pt Distance from Origin,13,6,1,100000001,610000008147,
17754.3,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008154,
17711.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000002,610000008158,
17763.7,µm,Spine,Spine Terminal Pt Distance from Origin,12,6,1,100000003,610000008162,
17753.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008168,
17754.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008173,
17757.2,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000000,610000008186,
17754.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008192,
17754.3,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008197,
17755,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008201,
17754.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000008205,
17677.3,µm,Spine,Spine Terminal Pt Distance from Origin,9,3,1,100000001,610000008218,
17753.8,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000008223,
17675.3,µm,Spine,Spine Terminal Pt Distance from Origin,9,3,1,100000001,610000008233,
17753.8,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000008238,
