
Spine Intensity Mean Ch=5 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
19.8447,,Spine,5,4,Image 1,3,1,100000001,610000008017,
19.8673,,Spine,5,4,Image 1,3,1,100000001,610000008033,
24.687,,Spine,5,3,Image 1,2,1,100000000,610000008048,
25.9583,,Spine,5,3,Image 1,3,1,100000002,610000008059,
22.625,,Spine,5,3,Image 1,3,1,100000002,610000008068,
8.59016,,Spine,5,3,Image 1,3,1,100000002,610000008075,
28.5327,,Spine,5,2,Image 1,1,1,100000000,610000008086,
25.4932,,Spine,5,5,Image 1,3,1,100000003,610000008093,
27.1724,,Spine,5,5,Image 1,2,1,100000003,610000008101,
34.037,,Spine,5,9,Image 1,4,1,100000003,610000008103,
63.312,,Spine,5,1,Image 1,1,1,100000002,610000008108,
49.7914,,Spine,5,6,Image 1,1,1,100000003,610000008113,
46.2258,,Spine,5,1,Image 1,1,1,100000001,610000008116,
18.873,,Spine,5,3,Image 1,3,1,100000002,610000008121,
13.0545,,Spine,5,3,Image 1,3,1,100000002,610000008125,
51.1983,,Spine,5,4,Image 1,3,1,100000003,610000008132,
27.9427,,Spine,5,1,Image 1,1,1,100000001,610000008140,
30.0458,,Spine,5,13,Image 1,6,1,100000001,610000008144,
21.4489,,Spine,5,13,Image 1,6,1,100000001,610000008147,
42.8549,,Spine,5,2,Image 1,1,1,100000000,610000008154,
47.7778,,Spine,5,1,Image 1,1,1,100000002,610000008158,
23.1654,,Spine,5,12,Image 1,6,1,100000003,610000008162,
39.939,,Spine,5,2,Image 1,1,1,100000000,610000008168,
40.4333,,Spine,5,2,Image 1,1,1,100000000,610000008173,
33.2353,,Spine,5,4,Image 1,3,1,100000000,610000008186,
41.0182,,Spine,5,2,Image 1,1,1,100000000,610000008192,
47.545,,Spine,5,2,Image 1,1,1,100000000,610000008197,
36.184,,Spine,5,2,Image 1,1,1,100000000,610000008201,
45.3385,,Spine,5,2,Image 1,1,1,100000000,610000008205,
64.0714,,Spine,5,9,Image 1,3,1,100000001,610000008218,
31.3963,,Spine,5,0,Image 1,1,1,100000000,610000008223,
39.8015,,Spine,5,9,Image 1,3,1,100000001,610000008233,
31.7643,,Spine,5,0,Image 1,1,1,100000000,610000008238,
63.3911,,Spine,5,9,Image 1,3,1,100000001,610000008250,
24.1212,,Spine,5,14,Image 1,6,1,100000003,610000008254,
36.9296,,Spine,5,4,Image 1,2,1,100000003,610000008259,
61.2468,,Spine,5,9,Image 1,3,1,100000001,610000008268,
41.6133,,Spine,5,12,Image 1,4,1,100000001,610000008273,
31.3088,,Spine,5,0,Image 1,1,1,100000000,610000008276,
43.7083,,Spine,5,12,Image 1,4,1,100000001,610000008281,
30.3385,,Spine,5,4,Image 1,2,1,100000000,610000008284,
