
Spine Part Max Diameter Neck
 ==================== 
Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000008017,
0.416667,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000008033,
0.441692,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000008048,
0.467122,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000008059,
0.416667,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000008068,
0.416667,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000008075,
0.416667,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008086,
0.416667,µm,Spine,Spine Part Max Diameter,5,3,1,100000003,610000008093,
0.419214,µm,Spine,Spine Part Max Diameter,5,2,1,100000003,610000008101,
0,µm,Spine,Spine Part Max Diameter,9,4,1,100000003,610000008103,
0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000008108,
0.416667,µm,Spine,Spine Part Max Diameter,6,1,1,100000003,610000008113,
0.429688,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000008116,
0.565136,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000008121,
0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000008125,
0.833333,µm,Spine,Spine Part Max Diameter,4,3,1,100000003,610000008132,
0.753653,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000008140,
0,µm,Spine,Spine Part Max Diameter,13,6,1,100000001,610000008144,
0.876061,µm,Spine,Spine Part Max Diameter,13,6,1,100000001,610000008147,
1.35994,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008154,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000008158,
0,µm,Spine,Spine Part Max Diameter,12,6,1,100000003,610000008162,
1.35994,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008168,
1.35994,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008173,
1.04167,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000008186,
1.35994,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008192,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008197,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008201,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008205,
1.42986,µm,Spine,Spine Part Max Diameter,9,3,1,100000001,610000008218,
0.716523,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008223,
0.92656,µm,Spine,Spine Part Max Diameter,9,3,1,100000001,610000008233,
0.716523,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008238,
0.92656,µm,Spine,Spine Part Max Diameter,9,3,1,100000001,610000008250,
0,µm,Spine,Spine Part Max Diameter,14,6,1,100000003,610000008254,
0.760364,µm,Spine,Spine Part Max Diameter,4,2,1,100000003,610000008259,
0.79602,µm,Spine,Spine Part Max Diameter,9,3,1,100000001,610000008268,
0.932617,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000008273,
0.617302,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008276,
0.932617,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000008281,
0.625,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000008284,
0,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000008286,
