
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
3608.74,17327.6,1389.5,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008276,
3621.3,17254.7,1377.07,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008562,
3654.81,17295.6,1392.74,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008775,
3685.44,17271,1388.65,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008779,
3682.43,17274.6,1381.6,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008781,
3682.92,17265.1,1383.52,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008786,
3612.1,17327,1375.67,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008791,
3619.61,17250.8,1380.42,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008804,
3686.59,17266.8,1374.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000008108,
3620.41,17244.5,1377.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000008116,
3620.4,17236.9,1391.86,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000008140,
3629.04,17257.6,1377.02,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000008635,
3615.22,17327.9,1373.36,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008789,
3614.96,17327.9,1373.56,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008790,
3686.52,17266.9,1374.76,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008791,
3678.05,17270,1383.54,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008793,
3623.09,17324.5,1384.08,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000008321,
3629.2,17327.4,1385.03,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000008463,
3688.2,17269,1377.22,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000008638,
3688.73,17271.3,1385.11,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000008775,
3601.18,17321.2,1374.74,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000008778,
3629.68,17327.5,1384.97,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000008785,
3687.02,17268.3,1376.95,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000008788,
3649.42,17232.8,1378.85,µm,Spine,Spine Attachment Pt Position,10,2,1,100000001,610000008305,
3679.81,17303.8,1374.39,µm,Spine,Spine Attachment Pt Position,10,2,1,100000003,610000008372,
3679.57,17303.6,1374.97,µm,Spine,Spine Attachment Pt Position,10,2,1,,610000008804,
