
Spine Center Intensity Min Ch=2 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,2,4,Image 1,3,1,100000001,610000008017,
0,,Spine,2,4,Image 1,3,1,100000001,610000008033,
2,,Spine,2,3,Image 1,2,1,100000000,610000008048,
1,,Spine,2,3,Image 1,3,1,100000002,610000008059,
2,,Spine,2,3,Image 1,3,1,100000002,610000008068,
2,,Spine,2,3,Image 1,3,1,100000002,610000008075,
0,,Spine,2,2,Image 1,1,1,100000000,610000008086,
3,,Spine,2,5,Image 1,3,1,100000003,610000008093,
2,,Spine,2,5,Image 1,2,1,100000003,610000008101,
7,,Spine,2,9,Image 1,4,1,100000003,610000008103,
6,,Spine,2,1,Image 1,1,1,100000002,610000008108,
6,,Spine,2,6,Image 1,1,1,100000003,610000008113,
4,,Spine,2,1,Image 1,1,1,100000001,610000008116,
3,,Spine,2,3,Image 1,3,1,100000002,610000008121,
3,,Spine,2,3,Image 1,3,1,100000002,610000008125,
8,,Spine,2,4,Image 1,3,1,100000003,610000008132,
22,,Spine,2,1,Image 1,1,1,100000001,610000008140,
7,,Spine,2,13,Image 1,6,1,100000001,610000008144,
2,,Spine,2,13,Image 1,6,1,100000001,610000008147,
11,,Spine,2,2,Image 1,1,1,100000000,610000008154,
15,,Spine,2,1,Image 1,1,1,100000002,610000008158,
8,,Spine,2,12,Image 1,6,1,100000003,610000008162,
11,,Spine,2,2,Image 1,1,1,100000000,610000008168,
15,,Spine,2,2,Image 1,1,1,100000000,610000008173,
27,,Spine,2,4,Image 1,3,1,100000000,610000008186,
11,,Spine,2,2,Image 1,1,1,100000000,610000008192,
14,,Spine,2,2,Image 1,1,1,100000000,610000008197,
13,,Spine,2,2,Image 1,1,1,100000000,610000008201,
14,,Spine,2,2,Image 1,1,1,100000000,610000008205,
10,,Spine,2,9,Image 1,3,1,100000001,610000008218,
11,,Spine,2,0,Image 1,1,1,100000000,610000008223,
10,,Spine,2,9,Image 1,3,1,100000001,610000008233,
14,,Spine,2,0,Image 1,1,1,100000000,610000008238,
10,,Spine,2,9,Image 1,3,1,100000001,610000008250,
13,,Spine,2,14,Image 1,6,1,100000003,610000008254,
40,,Spine,2,4,Image 1,2,1,100000003,610000008259,
10,,Spine,2,9,Image 1,3,1,100000001,610000008268,
13,,Spine,2,12,Image 1,4,1,100000001,610000008273,
14,,Spine,2,0,Image 1,1,1,100000000,610000008276,
27,,Spine,2,12,Image 1,4,1,100000001,610000008281,
7,,Spine,2,4,Image 1,2,1,100000000,610000008284,
21,,Spine,2,2,Image 1,3,1,100000000,610000008286,
15,,Spine,2,5,Image 1,2,1,100000003,610000008291,
13,,Spine,2,10,Image 1,2,1,100000003,610000008298,
19,,Spine,2,5,Image 1,2,1,100000003,610000008303,
33,,Spine,2,10,Image 1,2,1,100000001,610000008305,
13,,Spine,2,10,Image 1,2,1,100000003,610000008311,
0,,Spine,2,8,Image 1,3,1,100000003,610000008319,
12,,Spine,2,1,Image 1,2,1,100000000,610000008321,
25,,Spine,2,2,Image 1,3,1,100000001,610000008323,
45,,Spine,2,1,Image 1,1,1,100000000,610000008326,
24,,Spine,2,1,Image 1,2,1,100000000,610000008328,
40,,Spine,2,8,Image 1,3,1,100000003,610000008335,
27,,Spine,2,12,Image 1,4,1,100000001,610000008338,
23,,Spine,2,8,Image 1,4,1,100000003,610000008340,
55,,Spine,2,0,Image 1,1,1,100000001,610000008346,
31,,Spine,2,5,Image 1,3,1,100000003,610000008349,
53,,Spine,2,8,Image 1,3,1,100000003,610000008354,
42,,Spine,2,0,Image 1,1,1,100000001,610000008359,
21,,Spine,2,9,Image 1,3,1,100000001,610000008361,
22,,Spine,2,8,Image 1,3,1,100000003,610000008363,
10,,Spine,2,10,Image 1,4,1,100000003,610000008365,
48,,Spine,2,10,Image 1,6,1,100000003,610000008368,
35,,Spine,2,10,Image 1,2,1,100000003,610000008372,
34,,Spine,2,7,Image 1,3,1,100000000,610000008374,
39,,Spine,2,10,Image 1,4,1,100000003,610000008379,
25,,Spine,2,10,Image 1,4,1,100000001,610000008384,
57,,Spine,2,0,Image 1,1,1,100000001,610000008389,
27,,Spine,2,2,Image 1,2,1,100000000,610000008392,
60,,Spine,2,0,Image 1,1,1,100000001,610000008401,
24,,Spine,2,5,Image 1,1,1,100000001,610000008404,
57,,Spine,2,0,Image 1,1,1,100000000,610000008411,
27,,Spine,2,7,Image 1,3,1,100000001,610000008415,
27,,Spine,2,0,Image 1,1,1,100000000,610000008419,
37,,Spine,2,0,Image 1,1,1,100000000,610000008423,
53,,Spine,2,0,Image 1,1,1,100000000,610000008429,
79,,Spine,2,8,Image 1,3,1,100000003,610000008433,
32,,Spine,2,0,Image 1,1,1,100000000,610000008436,
27,,Spine,2,11,Image 1,3,1,100000003,610000008439,
34,,Spine,2,7,Image 1,3,1,100000001,610000008442,
19,,Spine,2,5,Image 1,5,1,100000001,610000008446,
30,,Spine,2,4,Image 1,3,1,100000001,610000008449,
13,,Spine,2,1,Image 1,1,1,100000002,610000008452,
73,,Spine,2,0,Image 1,1,1,100000001,610000008456,
45,,Spine,2,3,Image 1,2,1,100000002,610000008459,
29,,Spine,2,8,Image 1,2,1,100000001,610000008461,
36,,Spine,2,1,Image 1,2,1,100000000,610000008463,
47,,Spine,2,0,Image 1,1,1,100000001,610000008468,
57,,Spine,2,4,Image 1,1,1,100000001,610000008472,
49,,Spine,2,0,Image 1,1,1,100000000,610000008478,
84,,Spine,2,3,Image 1,1,1,100000000,610000008483,
21,,Spine,2,2,Image 1,1,1,100000001,610000008486,
74,,Spine,2,1,Image 1,1,1,100000001,610000008489,
29,,Spine,2,0,Image 1,1,1,100000001,610000008493,
25,,Spine,2,10,Image 1,4,1,100000003,610000008495,
43,,Spine,2,3,Image 1,2,1,100000000,610000008500,
80,,Spine,2,8,Image 1,3,1,100000003,610000008502,
78,,Spine,2,0,Image 1,1,1,100000001,610000008507,
57,,Spine,2,3,Image 1,1,1,100000000,610000008511,
39,,Spine,2,2,Image 1,1,1,100000001,610000008518,
47,,Spine,2,12,Image 1,5,1,100000001,610000008520,
56,,Spine,2,8,Image 1,3,1,100000003,610000008522,
49,,Spine,2,7,Image 1,3,1,100000003,610000008525,
34,,Spine,2,9,Image 1,5,1,100000003,610000008529,
63,,Spine,2,0,Image 1,1,1,100000000,610000008535,
39,,Spine,2,4,Image 1,3,1,100000001,610000008538,
28,,Spine,2,2,Image 1,1,1,100000002,610000008541,
18,,Spine,2,5,Image 1,1,1,100000001,610000008544,
36,,Spine,2,5,Image 1,1,1,100000001,610000008548,
27,,Spine,2,11,Image 1,4,1,100000003,610000008555,
46,,Spine,2,7,Image 1,3,1,100000000,610000008560,
55,,Spine,2,0,Image 1,1,1,100000001,610000008562,
48,,Spine,2,9,Image 1,5,1,100000003,610000008565,
122,,Spine,2,3,Image 1,1,1,100000000,610000008567,
62,,Spine,2,0,Image 1,1,1,100000000,610000008584,
