
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.919739,0.677708,0.716523,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008223,
0.919739,0.672251,0.716523,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008238,
1.07096,0.716523,0.617302,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008276,
0.854969,0.625,0.752728,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008346,
0.512912,0.423925,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008359,
0.456868,0.416667,0.431184,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008389,
0.434122,1.35324,0.550486,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008401,
1.3203,3.61641,2.91512,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008411,
0.956894,2.44227,1.72837,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008419,
0.860868,1.58854,1.54103,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008423,
1.41212,0.892081,1.20218,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008429,
0.822725,0.873361,1.51042,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008436,
0.773122,1.17742,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008456,
0.874649,0.754848,1.24513,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008468,
0.756827,0.804036,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008478,
0.943142,0.724586,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008493,
0.667964,0.912131,1.09499,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008507,
0.791909,1.80624,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008535,
1.00653,0.81636,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008562,
1.61621,1.64388,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008584,
0.930379,0.967204,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008597,
0.854013,0.970052,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008656,
1.60174,1.22339,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008672,
1.65742,1.45424,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008673,
1.38191,0.903223,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008674,
1.13995,1.08781,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000008679,
1.33405,1.24654,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008696,
0.699437,0.885417,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000008715,
1.33017,1.29792,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000008723,
1.38322,0.99517,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000008726,
1.14246,0.838743,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000008727,
0.751457,0.716146,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000008731,
1.17424,1.27617,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000008773,
0.749603,0.535371,0.416667,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000008108,
0.733037,0.416667,0.429688,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000008116,
