
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.973923,,Segment,3,3,1,100000000,510000000012,
0.973152,,Segment,2,2,1,100000000,510000000015,
0.859843,,Segment,1,2,1,100000000,510000000040,
0.970335,,Segment,0,1,1,100000000,510000000064,
0.990291,,Segment,3,2,1,100000000,510000000079,
0.911319,,Segment,2,3,1,100000000,510000000085,
0.764054,,Segment,8,3,1,100000003,510000000160,
0.989674,,Segment,7,2,1,100000003,510000000175,
0.92141,,Segment,6,1,1,100000003,510000000197,
0.938977,,Segment,5,1,1,100000003,510000000213,
0.986808,,Segment,4,1,1,100000003,510000000216,
0.949101,,Segment,3,1,1,100000003,510000000226,
0.962085,,Segment,2,1,1,100000003,510000000233,
0.977917,,Segment,1,1,1,100000003,510000000247,
0.99732,,Segment,0,1,1,100000003,510000000278,
0.963134,,Segment,1,1,1,100000002,510000000297,
0.996132,,Segment,0,1,1,100000002,510000000308,
0.803359,,Segment,15,6,1,100000003,510000000328,
0.997248,,Segment,14,6,1,100000003,510000000343,
0.976782,,Segment,13,5,1,100000003,510000000370,
0.950582,,Segment,12,4,1,100000003,510000000394,
0.630231,,Segment,11,4,1,100000003,510000000416,
0.985307,,Segment,10,4,1,100000003,510000000421,
0.95229,,Segment,9,3,1,100000003,510000000448,
0.961801,,Segment,8,3,1,100000003,510000000464,
0.996616,,Segment,6,2,1,100000003,510000000473,
0.98232,,Segment,5,2,1,100000003,510000000480,
0.952731,,Segment,4,2,1,100000003,510000000525,
0.963128,,Segment,15,7,1,100000003,510000000529,
0.728,,Segment,1,2,1,100000003,510000000590,
0.894665,,Segment,0,1,1,100000003,510000000611,
0.7719,,Segment,9,5,1,100000003,510000000673,
0.9783,,Segment,8,4,1,100000003,510000000683,
0.977862,,Segment,6,3,1,100000003,510000000693,
0.96729,,Segment,5,3,1,100000003,510000000712,
0.937511,,Segment,4,3,1,100000003,510000000725,
0.948866,,Segment,3,2,1,100000003,510000000734,
0.919991,,Segment,14,4,1,100000003,510000000759,
0.95224,,Segment,13,3,1,100000003,510000000766,
0.989207,,Segment,12,3,1,100000003,510000000775,
0.975694,,Segment,11,3,1,100000003,510000000788,
0.999501,,Segment,10,3,1,100000003,510000000791,
0.882568,,Segment,9,2,1,100000003,510000000829,
0.937762,,Segment,8,1,1,100000003,510000000865,
0.883653,,Segment,7,1,1,100000003,510000000886,
0.901616,,Segment,12,5,1,100000003,510000000929,
0.974747,,Segment,11,4,1,100000003,510000000941,
0.978688,,Segment,10,3,1,100000003,510000000944,
0.947074,,Segment,9,3,1,100000003,510000000964,
0.973101,,Segment,8,3,1,100000003,510000000977,
0.972763,,Segment,7,3,1,100000003,510000000986,
0.75682,,Segment,2,3,1,100000000,510000001049,
0.888794,,Segment,1,2,1,100000000,510000001128,
0.978369,,Segment,0,1,1,100000000,510000001151,
0.981983,,Segment,7,4,1,100000001,510000001185,
0.789297,,Segment,6,3,1,100000001,510000001229,
0.930066,,Segment,5,2,1,100000001,510000001264,
0.997593,,Segment,4,2,1,100000001,510000001266,
0.955166,,Segment,3,2,1,100000001,510000001287,
0.981772,,Segment,2,2,1,100000001,510000001296,
0.992808,,Segment,1,1,1,100000001,510000001303,
0.991925,,Segment,0,1,1,100000001,510000001331,
0.979488,,Segment,7,3,1,100000001,510000001336,
0.806425,,Segment,8,4,1,100000003,510000001377,
0.770312,,Segment,11,5,1,100000003,510000001400,
0.991077,,Segment,8,2,1,100000003,510000001405,
0.930461,,Segment,12,6,1,100000003,510000001424,
0.992998,,Segment,11,5,1,100000003,510000001428,
0.837196,,Segment,10,5,1,100000003,510000001457,
0.859676,,Segment,4,3,1,100000001,510000001483,
0.986979,,Segment,3,3,1,100000001,510000001497,
0.925574,,Segment,2,2,1,100000001,510000001515,
0.985518,,Segment,1,1,1,100000001,510000001523,
0.908779,,Segment,0,1,1,100000001,510000001566,
0.934438,,Segment,4,4,1,100000001,510000001575,
0.652623,,Segment,3,2,1,100000000,510000001609,
0.811,,Segment,2,2,1,100000000,510000001645,
0.971382,,Segment,1,1,1,100000000,510000001654,
0.991567,,Segment,0,1,1,100000000,510000001709,
0.536177,,Segment,13,6,1,100000001,510000001729,
0.975768,,Segment,12,5,1,100000001,510000001743,
0.922418,,Segment,11,4,1,100000001,510000001752,
0.975586,,Segment,10,3,1,100000001,510000001763,
0.916831,,Segment,9,2,1,100000001,510000001771,
0.837383,,Segment,8,2,1,100000001,510000001813,
0.992616,,Segment,7,1,1,100000001,510000001817,
0.926175,,Segment,6,1,1,100000001,510000001853,
0.996386,,Segment,5,1,1,100000001,510000001863,
0.990805,,Segment,4,1,1,100000001,510000001865,
0.976977,,Segment,3,1,1,100000001,510000001881,
0.976236,,Segment,2,1,1,100000001,510000001891,
0.995447,,Segment,1,1,1,100000001,510000001899,
0.977741,,Segment,0,1,1,100000001,510000001921,
0.956042,,Segment,13,5,1,100000001,510000001950,
0.955503,,Segment,12,5,1,100000003,510000001957,
0.992595,,Segment,11,6,1,100000003,510000001959,
0.974012,,Segment,4,5,1,100000000,510000001971,
0.994861,,Segment,3,4,1,100000000,510000001982,
0.956237,,Segment,2,3,1,100000000,510000001994,
0.993539,,Segment,1,2,1,100000000,510000002000,
0.958372,,Segment,0,1,1,100000000,510000002012,
0.814703,,Segment,11,6,1,100000003,510000002041,
0.991341,,Segment,10,5,1,100000003,510000002045,
0.950411,,Segment,9,4,1,100000003,510000002060,
0.985753,,Segment,11,5,1,100000003,510000002076,
0.97204,,Segment,10,4,1,100000003,510000002088,
