
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.214794,,Soma,1,100000000,800000000,
0.61535,,Soma,1,100000001,800000001,
0.491229,,Soma,1,100000002,800000002,
0.285784,,Soma,1,100000003,800000003,
