
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,4,3,1,100000001,610000008017,
0.416667,µm,Spine,4,3,1,100000001,610000008033,
0.416667,µm,Spine,3,2,1,100000000,610000008048,
0.416667,µm,Spine,3,3,1,100000002,610000008059,
0.416667,µm,Spine,3,3,1,100000002,610000008068,
0.416667,µm,Spine,3,3,1,100000002,610000008075,
0.416667,µm,Spine,2,1,1,100000000,610000008086,
0.416667,µm,Spine,5,3,1,100000003,610000008093,
0.416667,µm,Spine,5,2,1,100000003,610000008101,
0.43035,µm,Spine,9,4,1,100000003,610000008103,
0.416667,µm,Spine,1,1,1,100000002,610000008108,
0.416667,µm,Spine,6,1,1,100000003,610000008113,
0.416667,µm,Spine,1,1,1,100000001,610000008116,
0.416667,µm,Spine,3,3,1,100000002,610000008121,
0.416667,µm,Spine,3,3,1,100000002,610000008125,
0.454915,µm,Spine,4,3,1,100000003,610000008132,
0.416667,µm,Spine,1,1,1,100000001,610000008140,
0.416667,µm,Spine,13,6,1,100000001,610000008144,
0.416667,µm,Spine,13,6,1,100000001,610000008147,
0.574588,µm,Spine,2,1,1,100000000,610000008154,
0.416667,µm,Spine,1,1,1,100000002,610000008158,
0.416667,µm,Spine,12,6,1,100000003,610000008162,
0.574588,µm,Spine,2,1,1,100000000,610000008168,
0.574588,µm,Spine,2,1,1,100000000,610000008173,
0.625,µm,Spine,4,3,1,100000000,610000008186,
0.574588,µm,Spine,2,1,1,100000000,610000008192,
0.574588,µm,Spine,2,1,1,100000000,610000008197,
0.574588,µm,Spine,2,1,1,100000000,610000008201,
0.574588,µm,Spine,2,1,1,100000000,610000008205,
0.69414,µm,Spine,9,3,1,100000001,610000008218,
0.611976,µm,Spine,0,1,1,100000000,610000008223,
0.69414,µm,Spine,9,3,1,100000001,610000008233,
0.617302,µm,Spine,0,1,1,100000000,610000008238,
0.69414,µm,Spine,9,3,1,100000001,610000008250,
0.551649,µm,Spine,14,6,1,100000003,610000008254,
0.645174,µm,Spine,4,2,1,100000003,610000008259,
0.69414,µm,Spine,9,3,1,100000001,610000008268,
0.625,µm,Spine,12,4,1,100000001,610000008273,
0.617302,µm,Spine,0,1,1,100000000,610000008276,
0.625,µm,Spine,12,4,1,100000001,610000008281,
0.493749,µm,Spine,4,2,1,100000000,610000008284,
0.561381,µm,Spine,2,3,1,100000000,610000008286,
0.718643,µm,Spine,5,2,1,100000003,610000008291,
0.625,µm,Spine,10,2,1,100000003,610000008298,
0.718643,µm,Spine,5,2,1,100000003,610000008303,
0.600948,µm,Spine,10,2,1,100000001,610000008305,
0.625,µm,Spine,10,2,1,100000003,610000008311,
0.81635,µm,Spine,8,3,1,100000003,610000008319,
0.416667,µm,Spine,1,2,1,100000000,610000008321,
0.660594,µm,Spine,2,3,1,100000001,610000008323,
0.60575,µm,Spine,1,1,1,100000000,610000008326,
0.810263,µm,Spine,1,2,1,100000000,610000008328,
0.709071,µm,Spine,8,3,1,100000003,610000008335,
0.625,µm,Spine,12,4,1,100000001,610000008338,
0.715354,µm,Spine,8,4,1,100000003,610000008340,
0.625,µm,Spine,0,1,1,100000001,610000008346,
0.442708,µm,Spine,5,3,1,100000003,610000008349,
0.688455,µm,Spine,8,3,1,100000003,610000008354,
0.416667,µm,Spine,0,1,1,100000001,610000008359,
0.60145,µm,Spine,9,3,1,100000001,610000008361,
0.416667,µm,Spine,8,3,1,100000003,610000008363,
0.511722,µm,Spine,10,4,1,100000003,610000008365,
0.833333,µm,Spine,10,6,1,100000003,610000008368,
0.602463,µm,Spine,10,2,1,100000003,610000008372,
0.816399,µm,Spine,7,3,1,100000000,610000008374,
0.625,µm,Spine,10,4,1,100000003,610000008379,
0.494792,µm,Spine,10,4,1,100000001,610000008384,
0.416667,µm,Spine,0,1,1,100000001,610000008389,
0.621745,µm,Spine,2,2,1,100000000,610000008392,
0.416667,µm,Spine,0,1,1,100000001,610000008401,
0.661792,µm,Spine,5,1,1,100000001,610000008404,
1.21986,µm,Spine,0,1,1,100000000,610000008411,
0.802951,µm,Spine,7,3,1,100000001,610000008415,
0.501579,µm,Spine,0,1,1,100000000,610000008419,
0.860305,µm,Spine,0,1,1,100000000,610000008423,
0.892081,µm,Spine,0,1,1,100000000,610000008429,
0.883483,µm,Spine,8,3,1,100000003,610000008433,
0.689437,µm,Spine,0,1,1,100000000,610000008436,
0.658644,µm,Spine,11,3,1,100000003,610000008439,
0.802847,µm,Spine,7,3,1,100000001,610000008442,
0.449761,µm,Spine,5,5,1,100000001,610000008446,
0.46875,µm,Spine,4,3,1,100000001,610000008449,
0.598958,µm,Spine,1,1,1,100000002,610000008452,
0.638021,µm,Spine,0,1,1,100000001,610000008456,
0.486212,µm,Spine,3,2,1,100000002,610000008459,
0.638021,µm,Spine,8,2,1,100000001,610000008461,
0.626148,µm,Spine,1,2,1,100000000,610000008463,
0.417163,µm,Spine,0,1,1,100000001,610000008468,
0.833333,µm,Spine,4,1,1,100000001,610000008472,
0.416667,µm,Spine,0,1,1,100000000,610000008478,
0.673406,µm,Spine,3,1,1,100000000,610000008483,
0.699787,µm,Spine,2,1,1,100000001,610000008486,
0.670397,µm,Spine,1,1,1,100000001,610000008489,
0.653605,µm,Spine,0,1,1,100000001,610000008493,
0.416667,µm,Spine,10,4,1,100000003,610000008495,
0.758284,µm,Spine,3,2,1,100000000,610000008500,
0.87607,µm,Spine,8,3,1,100000003,610000008502,
0.510728,µm,Spine,0,1,1,100000001,610000008507,
0.908083,µm,Spine,3,1,1,100000000,610000008511,
1.12249,µm,Spine,2,1,1,100000001,610000008518,
0.823858,µm,Spine,12,5,1,100000001,610000008520,
0.896971,µm,Spine,8,3,1,100000003,610000008522,
0.689005,µm,Spine,7,3,1,100000003,610000008525,
0.950607,µm,Spine,9,5,1,100000003,610000008529,
0.691737,µm,Spine,0,1,1,100000000,610000008535,
0.813401,µm,Spine,4,3,1,100000001,610000008538,
0.820312,µm,Spine,2,1,1,100000002,610000008541,
