
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
39.5586,°,Segment,3,3,1,100000000,510000000012,
18.5087,°,Segment,2,2,1,100000000,510000000015,
27.5517,°,Segment,1,2,1,100000000,510000000040,
0,°,Segment,0,1,1,100000000,510000000064,
47.4866,°,Segment,3,2,1,100000000,510000000079,
66.3666,°,Segment,2,3,1,100000000,510000000085,
23.8021,°,Segment,8,3,1,100000003,510000000160,
46.0282,°,Segment,7,2,1,100000003,510000000175,
2.51769,°,Segment,6,1,1,100000003,510000000197,
16.0192,°,Segment,5,1,1,100000003,510000000213,
23.6869,°,Segment,4,1,1,100000003,510000000216,
23.7402,°,Segment,3,1,1,100000003,510000000226,
4.2415,°,Segment,2,1,1,100000003,510000000233,
9.07201,°,Segment,1,1,1,100000003,510000000247,
0,°,Segment,0,1,1,100000003,510000000278,
1.9881,°,Segment,1,1,1,100000002,510000000297,
0,°,Segment,0,1,1,100000002,510000000308,
11.5354,°,Segment,15,6,1,100000003,510000000328,
43.0247,°,Segment,14,6,1,100000003,510000000343,
20.921,°,Segment,13,5,1,100000003,510000000370,
55.9401,°,Segment,12,4,1,100000003,510000000394,
4.50063,°,Segment,11,4,1,100000003,510000000416,
19.9149,°,Segment,10,4,1,100000003,510000000421,
27.418,°,Segment,9,3,1,100000003,510000000448,
13.7275,°,Segment,8,3,1,100000003,510000000464,
10.8624,°,Segment,6,2,1,100000003,510000000473,
7.48412,°,Segment,5,2,1,100000003,510000000480,
41.6338,°,Segment,4,2,1,100000003,510000000525,
80.84,°,Segment,15,7,1,100000003,510000000529,
10.5042,°,Segment,1,2,1,100000003,510000000590,
0,°,Segment,0,1,1,100000003,510000000611,
17.5511,°,Segment,9,5,1,100000003,510000000673,
36.4882,°,Segment,8,4,1,100000003,510000000683,
2.5821,°,Segment,6,3,1,100000003,510000000693,
12.7918,°,Segment,5,3,1,100000003,510000000712,
16.6747,°,Segment,4,3,1,100000003,510000000725,
88.7438,°,Segment,3,2,1,100000003,510000000734,
36.8497,°,Segment,14,4,1,100000003,510000000759,
19.3282,°,Segment,13,3,1,100000003,510000000766,
15.3817,°,Segment,12,3,1,100000003,510000000775,
15.1384,°,Segment,11,3,1,100000003,510000000788,
7.49017,°,Segment,10,3,1,100000003,510000000791,
44.7989,°,Segment,9,2,1,100000003,510000000829,
15.6881,°,Segment,8,1,1,100000003,510000000865,
83.4546,°,Segment,7,1,1,100000003,510000000886,
21.7314,°,Segment,12,5,1,100000003,510000000929,
17.6133,°,Segment,11,4,1,100000003,510000000941,
14.0181,°,Segment,10,3,1,100000003,510000000944,
5.27143,°,Segment,9,3,1,100000003,510000000964,
3.87646,°,Segment,8,3,1,100000003,510000000977,
97.8845,°,Segment,7,3,1,100000003,510000000986,
27.9394,°,Segment,2,3,1,100000000,510000001049,
28.6267,°,Segment,1,2,1,100000000,510000001128,
0,°,Segment,0,1,1,100000000,510000001151,
38.909,°,Segment,7,4,1,100000001,510000001185,
24.9858,°,Segment,6,3,1,100000001,510000001229,
5.40048,°,Segment,5,2,1,100000001,510000001264,
8.08663,°,Segment,4,2,1,100000001,510000001266,
13.3754,°,Segment,3,2,1,100000001,510000001287,
23.2152,°,Segment,2,2,1,100000001,510000001296,
9.3566,°,Segment,1,1,1,100000001,510000001303,
0,°,Segment,0,1,1,100000001,510000001331,
84.3009,°,Segment,7,3,1,100000001,510000001336,
107.681,°,Segment,8,4,1,100000003,510000001377,
87.5451,°,Segment,11,5,1,100000003,510000001400,
64.0144,°,Segment,8,2,1,100000003,510000001405,
19.6974,°,Segment,12,6,1,100000003,510000001424,
3.57528,°,Segment,11,5,1,100000003,510000001428,
31.1237,°,Segment,10,5,1,100000003,510000001457,
8.0533,°,Segment,4,3,1,100000001,510000001483,
25.5446,°,Segment,3,3,1,100000001,510000001497,
14.8971,°,Segment,2,2,1,100000001,510000001515,
17.0217,°,Segment,1,1,1,100000001,510000001523,
0,°,Segment,0,1,1,100000001,510000001566,
87.2502,°,Segment,4,4,1,100000001,510000001575,
29.1693,°,Segment,3,2,1,100000000,510000001609,
27.6861,°,Segment,2,2,1,100000000,510000001645,
30.7782,°,Segment,1,1,1,100000000,510000001654,
0,°,Segment,0,1,1,100000000,510000001709,
18.6303,°,Segment,13,6,1,100000001,510000001729,
36.0247,°,Segment,12,5,1,100000001,510000001743,
27.085,°,Segment,11,4,1,100000001,510000001752,
14.3167,°,Segment,10,3,1,100000001,510000001763,
