
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
7.03648,µm^2,Spine,4,3,1,100000001,610000008017,
6.16075,µm^2,Spine,4,3,1,100000001,610000008033,
7.6612,µm^2,Spine,3,2,1,100000000,610000008048,
8.14656,µm^2,Spine,3,3,1,100000002,610000008059,
6.93719,µm^2,Spine,3,3,1,100000002,610000008068,
6.36734,µm^2,Spine,3,3,1,100000002,610000008075,
7.54492,µm^2,Spine,2,1,1,100000000,610000008086,
5.23817,µm^2,Spine,5,3,1,100000003,610000008093,
6.20773,µm^2,Spine,5,2,1,100000003,610000008101,
2.23627,µm^2,Spine,9,4,1,100000003,610000008103,
3.68761,µm^2,Spine,1,1,1,100000002,610000008108,
7.77808,µm^2,Spine,6,1,1,100000003,610000008113,
2.25754,µm^2,Spine,1,1,1,100000001,610000008116,
4.96516,µm^2,Spine,3,3,1,100000002,610000008121,
4.33234,µm^2,Spine,3,3,1,100000002,610000008125,
5.90472,µm^2,Spine,4,3,1,100000003,610000008132,
6.68076,µm^2,Spine,1,1,1,100000001,610000008140,
11.6862,µm^2,Spine,13,6,1,100000001,610000008144,
8.98157,µm^2,Spine,13,6,1,100000001,610000008147,
10.738,µm^2,Spine,2,1,1,100000000,610000008154,
5.25734,µm^2,Spine,1,1,1,100000002,610000008158,
6.44764,µm^2,Spine,12,6,1,100000003,610000008162,
10.659,µm^2,Spine,2,1,1,100000000,610000008168,
9.47536,µm^2,Spine,2,1,1,100000000,610000008173,
11.6053,µm^2,Spine,4,3,1,100000000,610000008186,
9.31832,µm^2,Spine,2,1,1,100000000,610000008192,
7.88301,µm^2,Spine,2,1,1,100000000,610000008197,
6.94659,µm^2,Spine,2,1,1,100000000,610000008201,
8.11803,µm^2,Spine,2,1,1,100000000,610000008205,
14.6043,µm^2,Spine,9,3,1,100000001,610000008218,
6.66706,µm^2,Spine,0,1,1,100000000,610000008223,
12.7271,µm^2,Spine,9,3,1,100000001,610000008233,
5.50845,µm^2,Spine,0,1,1,100000000,610000008238,
13.3126,µm^2,Spine,9,3,1,100000001,610000008250,
5.45858,µm^2,Spine,14,6,1,100000003,610000008254,
4.96552,µm^2,Spine,4,2,1,100000003,610000008259,
10.8038,µm^2,Spine,9,3,1,100000001,610000008268,
6.78203,µm^2,Spine,12,4,1,100000001,610000008273,
4.61661,µm^2,Spine,0,1,1,100000000,610000008276,
6.06114,µm^2,Spine,12,4,1,100000001,610000008281,
6.06606,µm^2,Spine,4,2,1,100000000,610000008284,
3.21203,µm^2,Spine,2,3,1,100000000,610000008286,
8.70341,µm^2,Spine,5,2,1,100000003,610000008291,
6.99919,µm^2,Spine,10,2,1,100000003,610000008298,
7.57823,µm^2,Spine,5,2,1,100000003,610000008303,
2.71678,µm^2,Spine,10,2,1,100000001,610000008305,
5.6857,µm^2,Spine,10,2,1,100000003,610000008311,
8.67569,µm^2,Spine,8,3,1,100000003,610000008319,
1.98073,µm^2,Spine,1,2,1,100000000,610000008321,
4.10537,µm^2,Spine,2,3,1,100000001,610000008323,
6.15001,µm^2,Spine,1,1,1,100000000,610000008326,
4.33125,µm^2,Spine,1,2,1,100000000,610000008328,
15.5105,µm^2,Spine,8,3,1,100000003,610000008335,
4.17155,µm^2,Spine,12,4,1,100000001,610000008338,
