
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
7.51633,,Surface,1,Image 1,1,0,
8.65574,,Surface,1,Image 1,1,1,
4.67169,,Surface,1,Image 1,1,2,
5.34906,,Surface,1,Image 1,1,3,
