
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,3,3,1,100000000,510000000012,
0,s,Segment,2,2,1,100000000,510000000015,
0,s,Segment,1,2,1,100000000,510000000040,
0,s,Segment,0,1,1,100000000,510000000064,
0,s,Segment,3,2,1,100000000,510000000079,
0,s,Segment,2,3,1,100000000,510000000085,
0,s,Segment,8,3,1,100000003,510000000160,
0,s,Segment,7,2,1,100000003,510000000175,
0,s,Segment,6,1,1,100000003,510000000197,
0,s,Segment,5,1,1,100000003,510000000213,
0,s,Segment,4,1,1,100000003,510000000216,
0,s,Segment,3,1,1,100000003,510000000226,
0,s,Segment,2,1,1,100000003,510000000233,
0,s,Segment,1,1,1,100000003,510000000247,
0,s,Segment,0,1,1,100000003,510000000278,
0,s,Segment,1,1,1,100000002,510000000297,
0,s,Segment,0,1,1,100000002,510000000308,
0,s,Segment,15,6,1,100000003,510000000328,
0,s,Segment,14,6,1,100000003,510000000343,
0,s,Segment,13,5,1,100000003,510000000370,
0,s,Segment,12,4,1,100000003,510000000394,
0,s,Segment,11,4,1,100000003,510000000416,
0,s,Segment,10,4,1,100000003,510000000421,
0,s,Segment,9,3,1,100000003,510000000448,
0,s,Segment,8,3,1,100000003,510000000464,
0,s,Segment,6,2,1,100000003,510000000473,
0,s,Segment,5,2,1,100000003,510000000480,
0,s,Segment,4,2,1,100000003,510000000525,
0,s,Segment,15,7,1,100000003,510000000529,
0,s,Segment,1,2,1,100000003,510000000590,
0,s,Segment,0,1,1,100000003,510000000611,
0,s,Segment,9,5,1,100000003,510000000673,
0,s,Segment,8,4,1,100000003,510000000683,
0,s,Segment,6,3,1,100000003,510000000693,
0,s,Segment,5,3,1,100000003,510000000712,
0,s,Segment,4,3,1,100000003,510000000725,
0,s,Segment,3,2,1,100000003,510000000734,
0,s,Segment,14,4,1,100000003,510000000759,
0,s,Segment,13,3,1,100000003,510000000766,
0,s,Segment,12,3,1,100000003,510000000775,
0,s,Segment,11,3,1,100000003,510000000788,
0,s,Segment,10,3,1,100000003,510000000791,
0,s,Segment,9,2,1,100000003,510000000829,
0,s,Segment,8,1,1,100000003,510000000865,
0,s,Segment,7,1,1,100000003,510000000886,
0,s,Segment,12,5,1,100000003,510000000929,
0,s,Segment,11,4,1,100000003,510000000941,
0,s,Segment,10,3,1,100000003,510000000944,
0,s,Segment,9,3,1,100000003,510000000964,
0,s,Segment,8,3,1,100000003,510000000977,
0,s,Segment,7,3,1,100000003,510000000986,
0,s,Segment,2,3,1,100000000,510000001049,
0,s,Segment,1,2,1,100000000,510000001128,
0,s,Segment,0,1,1,100000000,510000001151,
0,s,Segment,7,4,1,100000001,510000001185,
0,s,Segment,6,3,1,100000001,510000001229,
0,s,Segment,5,2,1,100000001,510000001264,
0,s,Segment,4,2,1,100000001,510000001266,
0,s,Segment,3,2,1,100000001,510000001287,
0,s,Segment,2,2,1,100000001,510000001296,
0,s,Segment,1,1,1,100000001,510000001303,
0,s,Segment,0,1,1,100000001,510000001331,
0,s,Segment,7,3,1,100000001,510000001336,
0,s,Segment,8,4,1,100000003,510000001377,
0,s,Segment,11,5,1,100000003,510000001400,
0,s,Segment,8,2,1,100000003,510000001405,
0,s,Segment,12,6,1,100000003,510000001424,
0,s,Segment,11,5,1,100000003,510000001428,
0,s,Segment,10,5,1,100000003,510000001457,
0,s,Segment,4,3,1,100000001,510000001483,
0,s,Segment,3,3,1,100000001,510000001497,
0,s,Segment,2,2,1,100000001,510000001515,
0,s,Segment,1,1,1,100000001,510000001523,
0,s,Segment,0,1,1,100000001,510000001566,
0,s,Segment,4,4,1,100000001,510000001575,
0,s,Segment,3,2,1,100000000,510000001609,
0,s,Segment,2,2,1,100000000,510000001645,
0,s,Segment,1,1,1,100000000,510000001654,
0,s,Segment,0,1,1,100000000,510000001709,
0,s,Segment,13,6,1,100000001,510000001729,
0,s,Segment,12,5,1,100000001,510000001743,
0,s,Segment,11,4,1,100000001,510000001752,
0,s,Segment,10,3,1,100000001,510000001763,
0,s,Segment,9,2,1,100000001,510000001771,
0,s,Segment,8,2,1,100000001,510000001813,
0,s,Segment,7,1,1,100000001,510000001817,
0,s,Segment,6,1,1,100000001,510000001853,
0,s,Segment,5,1,1,100000001,510000001863,
0,s,Segment,4,1,1,100000001,510000001865,
0,s,Segment,3,1,1,100000001,510000001881,
0,s,Segment,2,1,1,100000001,510000001891,
0,s,Segment,1,1,1,100000001,510000001899,
0,s,Segment,0,1,1,100000001,510000001921,
0,s,Segment,13,5,1,100000001,510000001950,
0,s,Segment,12,5,1,100000003,510000001957,
0,s,Segment,11,6,1,100000003,510000001959,
0,s,Segment,4,5,1,100000000,510000001971,
0,s,Segment,3,4,1,100000000,510000001982,
0,s,Segment,2,3,1,100000000,510000001994,
0,s,Segment,1,2,1,100000000,510000002000,
0,s,Segment,0,1,1,100000000,510000002012,
0,s,Segment,11,6,1,100000003,510000002041,
0,s,Segment,10,5,1,100000003,510000002045,
0,s,Segment,9,4,1,100000003,510000002060,
0,s,Segment,11,5,1,100000003,510000002076,
0,s,Segment,10,4,1,100000003,510000002088,
0,s,Segment,5,2,1,100000002,510000002122,
0,s,Segment,4,1,1,100000002,510000002131,
0,s,Segment,3,1,1,100000002,510000002134,
0,s,Segment,2,1,1,100000002,510000002151,
0,s,Segment,1,1,1,100000002,510000002188,
0,s,Segment,0,1,1,100000002,510000002198,
0,s,Segment,6,3,1,100000001,510000002246,
0,s,Segment,5,2,1,100000001,510000002277,
0,s,Segment,4,1,1,100000001,510000002295,
0,s,Segment,3,1,1,100000001,510000002298,
0,s,Segment,2,1,1,100000001,510000002303,
0,s,Segment,13,5,1,100000001,510000002312,
0,s,Segment,12,5,1,100000001,510000002318,
0,s,Segment,11,5,1,100000001,510000002333,
0,s,Segment,10,5,1,100000001,510000002337,
0,s,Segment,9,4,1,100000001,510000002350,
0,s,Segment,8,3,1,100000001,510000002362,
0,s,Segment,7,3,1,100000001,510000002369,
0,s,Segment,5,2,1,100000001,510000002375,
0,s,Segment,13,6,1,100000001,510000002377,
0,s,Segment,12,6,1,100000001,510000002381,
0,s,Segment,14,5,1,100000003,510000002393,
0,s,Segment,9,4,1,100000003,510000002407,
0,s,Segment,2,3,1,100000001,510000002431,
0,s,Segment,1,2,1,100000001,510000002538,
0,s,Segment,0,1,1,100000001,510000002544,
0,s,Segment,12,6,1,100000003,510000002549,
0,s,Segment,12,5,1,100000003,510000002553,
0,s,Segment,3,3,1,100000002,510000002587,
0,s,Segment,2,2,1,100000002,510000002619,
0,s,Segment,1,2,1,100000002,510000002622,
0,s,Segment,0,1,1,100000002,510000002641,
0,s,Segment,2,2,1,100000000,510000002666,
0,s,Segment,1,1,1,100000000,510000002684,
0,s,Segment,12,5,1,100000003,510000002724,
0,s,Segment,13,4,1,100000003,510000002734,
0,s,Segment,11,4,1,100000003,510000002740,
0,s,Segment,12,4,1,100000001,510000002828,
0,s,Segment,12,3,1,100000001,510000002843,
0,s,Segment,11,3,1,100000001,510000002845,
0,s,Segment,12,4,1,100000001,510000002854,
0,s,Segment,12,4,1,100000003,510000002880,
0,s,Segment,14,3,1,100000003,510000002898,
0,s,Segment,13,4,1,100000003,510000002908,
0,s,Segment,3,3,1,100000000,510000002933,
0,s,Segment,11,4,1,100000003,510000002954,
0,s,Segment,10,2,1,100000003,510000002958,
0,s,Segment,6,2,1,100000001,510000002976,
0,s,Segment,2,3,1,100000001,510000003052,
0,s,Segment,1,2,1,100000001,510000003114,
0,s,Segment,0,1,1,100000001,510000003131,
0,s,Segment,13,5,1,100000001,510000003140,
0,s,Segment,12,5,1,100000001,510000003161,
0,s,Segment,11,5,1,100000001,510000003175,
0,s,Segment,10,4,1,100000001,510000003186,
0,s,Segment,9,3,1,100000001,510000003197,
0,s,Segment,13,6,1,100000001,510000003203,
0,s,Segment,12,6,1,100000001,510000003207,
0,s,Segment,11,4,1,100000001,510000003211,
0,s,Segment,5,3,1,100000003,510000003225,
0,s,Segment,11,3,1,100000003,510000003244,
0,s,Segment,0,1,1,100000003,510000003304,
0,s,Segment,4,3,1,100000001,510000003351,
0,s,Segment,1,2,1,100000003,510000003377,
0,s,Segment,12,4,1,100000003,510000003380,
0,s,Segment,10,4,1,100000003,510000003387,
0,s,Segment,10,3,1,100000003,510000003393,
0,s,Segment,1,2,1,100000001,510000003431,
0,s,Segment,0,1,1,100000001,510000003447,
0,s,Segment,6,3,1,100000003,510000003481,
0,s,Segment,10,4,1,100000003,510000003483,
0,s,Segment,8,2,1,100000003,510000003487,
0,s,Segment,10,2,1,100000003,510000003505,
0,s,Segment,9,2,1,100000003,510000003514,
0,s,Segment,8,2,1,100000003,510000003527,
0,s,Segment,10,3,1,100000003,510000003529,
0,s,Segment,9,3,1,100000003,510000003541,
0,s,Segment,4,3,1,100000001,510000003576,
0,s,Segment,2,1,1,100000000,510000003588,
0,s,Segment,0,1,1,100000002,510000003627,
0,s,Segment,4,2,1,100000001,510000003647,
0,s,Segment,3,2,1,100000001,510000003662,
0,s,Segment,4,3,1,100000001,510000003665,
0,s,Segment,2,2,1,100000002,510000003718,
0,s,Segment,1,1,1,100000002,510000003721,
0,s,Segment,3,2,1,100000002,510000003761,
0,s,Segment,2,1,1,100000002,510000003775,
0,s,Segment,1,1,1,100000002,510000003779,
0,s,Segment,0,1,1,100000002,510000003785,
0,s,Segment,2,2,1,100000001,510000003809,
0,s,Segment,2,3,1,100000001,510000003813,
0,s,Segment,3,3,1,100000000,510000003831,
0,s,Segment,2,2,1,100000000,510000003865,
0,s,Segment,1,1,1,100000000,510000003871,
0,s,Segment,0,1,1,100000000,510000003882,
0,s,Segment,3,2,1,100000000,510000003884,
0,s,Segment,1,1,1,100000003,510000003892,
0,s,Segment,2,2,1,100000000,510000003903,
0,s,Segment,8,4,1,100000001,510000003939,
0,s,Segment,11,3,1,100000001,510000003965,
0,s,Segment,10,2,1,100000001,510000003995,
0,s,Segment,11,2,1,100000001,510000004002,
0,s,Segment,4,4,1,100000002,510000004069,
0,s,Segment,3,3,1,100000002,510000004082,
0,s,Segment,2,2,1,100000002,510000004123,
0,s,Segment,8,5,1,100000001,510000004154,
0,s,Segment,7,4,1,100000001,510000004167,
0,s,Segment,5,3,1,100000001,510000004192,
0,s,Segment,4,2,1,100000001,510000004225,
0,s,Segment,3,2,1,100000001,510000004239,
0,s,Segment,2,2,1,100000001,510000004245,
0,s,Segment,1,2,1,100000001,510000004260,
0,s,Segment,8,4,1,100000001,510000004265,
0,s,Segment,10,4,1,100000001,510000004274,
0,s,Segment,11,6,1,100000001,510000004276,
0,s,Segment,4,3,1,100000002,510000004310,
0,s,Segment,3,2,1,100000002,510000004314,
0,s,Segment,2,2,1,100000002,510000004322,
0,s,Segment,1,1,1,100000002,510000004334,
0,s,Segment,0,1,1,100000002,510000004371,
0,s,Segment,2,1,1,100000002,510000004386,
0,s,Segment,7,3,1,100000003,510000004402,
0,s,Segment,6,2,1,100000003,510000004405,
0,s,Segment,5,2,1,100000003,510000004429,
0,s,Segment,7,2,1,100000003,510000004439,
0,s,Segment,6,2,1,100000003,510000004442,
0,s,Segment,5,2,1,100000003,510000004451,
0,s,Segment,4,2,1,100000003,510000004456,
0,s,Segment,12,5,1,100000003,510000004487,
0,s,Segment,11,4,1,100000003,510000004498,
0,s,Segment,10,4,1,100000003,510000004508,
0,s,Segment,9,4,1,100000003,510000004510,
0,s,Segment,8,4,1,100000003,510000004512,
0,s,Segment,7,3,1,100000003,510000004565,
0,s,Segment,1,2,1,100000002,510000004579,
0,s,Segment,10,4,1,100000003,510000004622,
0,s,Segment,9,3,1,100000003,510000004628,
0,s,Segment,8,2,1,100000003,510000004632,
0,s,Segment,10,3,1,100000003,510000004635,
0,s,Segment,8,4,1,100000003,510000004664,
0,s,Segment,7,3,1,100000003,510000004666,
0,s,Segment,6,3,1,100000003,510000004705,
0,s,Segment,2,2,1,100000001,510000004715,
0,s,Segment,3,2,1,100000000,510000004729,
0,s,Segment,2,1,1,100000000,510000004746,
0,s,Segment,1,1,1,100000000,510000004754,
0,s,Segment,0,1,1,100000000,510000004762,
0,s,Segment,8,5,1,100000001,510000004775,
0,s,Segment,7,5,1,100000001,510000004779,
0,s,Segment,6,4,1,100000001,510000004783,
0,s,Segment,5,4,1,100000001,510000004797,
0,s,Segment,4,3,1,100000001,510000004812,
0,s,Segment,3,3,1,100000001,510000004821,
0,s,Segment,7,4,1,100000001,510000004830,
0,s,Segment,8,6,1,100000001,510000004832,
0,s,Segment,3,3,1,100000000,510000004858,
0,s,Segment,2,2,1,100000000,510000004889,
0,s,Segment,1,1,1,100000000,510000004922,
0,s,Segment,14,5,1,100000003,510000004935,
0,s,Segment,13,5,1,100000003,510000004953,
0,s,Segment,14,6,1,100000003,510000004968,
0,s,Segment,13,4,1,100000003,510000004981,
0,s,Segment,9,6,1,100000001,510000004990,
0,s,Segment,8,5,1,100000001,510000005019,
0,s,Segment,6,5,1,100000001,510000005048,
0,s,Segment,5,5,1,100000001,510000005140,
0,s,Segment,4,4,1,100000001,510000005150,
0,s,Segment,3,3,1,100000001,510000005157,
0,s,Segment,10,6,1,100000003,510000005165,
0,s,Segment,9,5,1,100000003,510000005168,
0,s,Segment,11,5,1,100000003,510000005178,
0,s,Segment,10,5,1,100000003,510000005182,
0,s,Segment,10,5,1,100000003,510000005193,
0,s,Segment,10,6,1,100000003,510000005196,
0,s,Segment,8,3,1,100000003,510000005217,
0,s,Segment,5,5,1,100000001,510000005248,
0,s,Segment,4,4,1,100000001,510000005276,
0,s,Segment,9,1,1,100000003,510000005280,
0,s,Segment,5,4,1,100000001,510000005285,
0,s,Segment,5,3,1,100000001,510000005291,
0,s,Segment,8,1,1,100000001,510000005342,
0,s,Segment,9,5,1,100000001,510000005354,
0,s,Segment,7,6,1,100000001,510000005359,
0,s,Segment,6,6,1,100000001,510000005379,
0,s,Segment,7,7,1,100000001,510000005385,
0,s,Segment,7,6,1,100000001,510000005387,
0,s,Segment,8,6,1,100000001,510000005389,
0,s,Segment,5,4,1,100000001,510000005397,
0,s,Segment,6,3,1,100000001,510000005401,
0,s,Segment,5,3,1,100000001,510000005403,
0,s,Segment,4,3,1,100000001,510000005405,
0,s,Segment,5,4,1,100000001,510000005408,
0,s,Segment,10,4,1,100000003,510000005424,
0,s,Segment,9,4,1,100000003,510000005431,
0,s,Segment,8,3,1,100000003,510000005453,
0,s,Segment,11,4,1,100000003,510000005460,
0,s,Segment,10,3,1,100000003,510000005465,
0,s,Segment,9,3,1,100000003,510000005467,
0,s,Segment,8,3,1,100000003,510000005470,
0,s,Segment,9,3,1,100000003,510000005473,
0,s,Segment,11,5,1,100000003,510000005481,
0,s,Segment,10,4,1,100000003,510000005483,
