
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.15229,µm,Segment,3,3,1,100000000,510000000012,
1.28566,µm,Segment,2,2,1,100000000,510000000015,
0.916392,µm,Segment,1,2,1,100000000,510000000040,
0.941806,µm,Segment,0,1,1,100000000,510000000064,
1.15651,µm,Segment,3,2,1,100000000,510000000079,
0.920262,µm,Segment,2,3,1,100000000,510000000085,
0.617087,µm,Segment,8,3,1,100000003,510000000160,
0.623668,µm,Segment,7,2,1,100000003,510000000175,
1.07186,µm,Segment,6,1,1,100000003,510000000197,
1.0586,µm,Segment,5,1,1,100000003,510000000213,
1.45674,µm,Segment,4,1,1,100000003,510000000216,
1.3987,µm,Segment,3,1,1,100000003,510000000226,
1.77288,µm,Segment,2,1,1,100000003,510000000233,
1.31069,µm,Segment,1,1,1,100000003,510000000247,
1.06959,µm,Segment,0,1,1,100000003,510000000278,
0.852113,µm,Segment,1,1,1,100000002,510000000297,
0.824923,µm,Segment,0,1,1,100000002,510000000308,
0.886381,µm,Segment,15,6,1,100000003,510000000328,
0.503312,µm,Segment,14,6,1,100000003,510000000343,
0.725617,µm,Segment,13,5,1,100000003,510000000370,
1.04043,µm,Segment,12,4,1,100000003,510000000394,
0.775643,µm,Segment,11,4,1,100000003,510000000416,
0.932408,µm,Segment,10,4,1,100000003,510000000421,
0.91694,µm,Segment,9,3,1,100000003,510000000448,
0.968211,µm,Segment,8,3,1,100000003,510000000464,
1.09273,µm,Segment,6,2,1,100000003,510000000473,
1.22949,µm,Segment,5,2,1,100000003,510000000480,
0.91973,µm,Segment,4,2,1,100000003,510000000525,
0.854079,µm,Segment,15,7,1,100000003,510000000529,
0.652542,µm,Segment,1,2,1,100000003,510000000590,
0.584,µm,Segment,0,1,1,100000003,510000000611,
0.740608,µm,Segment,9,5,1,100000003,510000000673,
0.56124,µm,Segment,8,4,1,100000003,510000000683,
0.937315,µm,Segment,6,3,1,100000003,510000000693,
0.905671,µm,Segment,5,3,1,100000003,510000000712,
1.09694,µm,Segment,4,3,1,100000003,510000000725,
1.11114,µm,Segment,3,2,1,100000003,510000000734,
0.737489,µm,Segment,14,4,1,100000003,510000000759,
1.04212,µm,Segment,13,3,1,100000003,510000000766,
1.11034,µm,Segment,12,3,1,100000003,510000000775,
1.1805,µm,Segment,11,3,1,100000003,510000000788,
1.2244,µm,Segment,10,3,1,100000003,510000000791,
0.712457,µm,Segment,9,2,1,100000003,510000000829,
0.757044,µm,Segment,8,1,1,100000003,510000000865,
0.901348,µm,Segment,7,1,1,100000003,510000000886,
0.629496,µm,Segment,12,5,1,100000003,510000000929,
0.891609,µm,Segment,11,4,1,100000003,510000000941,
0.836318,µm,Segment,10,3,1,100000003,510000000944,
0.843545,µm,Segment,9,3,1,100000003,510000000964,
0.829782,µm,Segment,8,3,1,100000003,510000000977,
0.928515,µm,Segment,7,3,1,100000003,510000000986,
0.64551,µm,Segment,2,3,1,100000000,510000001049,
0.876517,µm,Segment,1,2,1,100000000,510000001128,
1.60701,µm,Segment,0,1,1,100000000,510000001151,
0.889175,µm,Segment,7,4,1,100000001,510000001185,
0.551068,µm,Segment,6,3,1,100000001,510000001229,
0.823444,µm,Segment,5,2,1,100000001,510000001264,
1.20071,µm,Segment,4,2,1,100000001,510000001266,
0.969091,µm,Segment,3,2,1,100000001,510000001287,
1.40144,µm,Segment,2,2,1,100000001,510000001296,
1.85983,µm,Segment,1,1,1,100000001,510000001303,
1.56489,µm,Segment,0,1,1,100000001,510000001331,
1.05681,µm,Segment,7,3,1,100000001,510000001336,
0.724225,µm,Segment,8,4,1,100000003,510000001377,
0.578693,µm,Segment,11,5,1,100000003,510000001400,
1.06996,µm,Segment,8,2,1,100000003,510000001405,
0.846142,µm,Segment,12,6,1,100000003,510000001424,
0.922529,µm,Segment,11,5,1,100000003,510000001428,
0.654878,µm,Segment,10,5,1,100000003,510000001457,
0.872105,µm,Segment,4,3,1,100000001,510000001483,
0.550913,µm,Segment,3,3,1,100000001,510000001497,
0.756657,µm,Segment,2,2,1,100000001,510000001515,
0.872764,µm,Segment,1,1,1,100000001,510000001523,
1.00475,µm,Segment,0,1,1,100000001,510000001566,
0.854976,µm,Segment,4,4,1,100000001,510000001575,
1.04385,µm,Segment,3,2,1,100000000,510000001609,
0.820151,µm,Segment,2,2,1,100000000,510000001645,
1.35705,µm,Segment,1,1,1,100000000,510000001654,
1.16838,µm,Segment,0,1,1,100000000,510000001709,
0.850355,µm,Segment,13,6,1,100000001,510000001729,
0.711018,µm,Segment,12,5,1,100000001,510000001743,
0.808298,µm,Segment,11,4,1,100000001,510000001752,
0.707875,µm,Segment,10,3,1,100000001,510000001763,
1.07992,µm,Segment,9,2,1,100000001,510000001771,
0.879144,µm,Segment,8,2,1,100000001,510000001813,
0.86026,µm,Segment,7,1,1,100000001,510000001817,
1.02183,µm,Segment,6,1,1,100000001,510000001853,
1.14477,µm,Segment,5,1,1,100000001,510000001863,
1.34301,µm,Segment,4,1,1,100000001,510000001865,
1.18157,µm,Segment,3,1,1,100000001,510000001881,
0.986007,µm,Segment,2,1,1,100000001,510000001891,
1.36159,µm,Segment,1,1,1,100000001,510000001899,
1.21322,µm,Segment,0,1,1,100000001,510000001921,
0.991323,µm,Segment,13,5,1,100000001,510000001950,
0.847635,µm,Segment,12,5,1,100000003,510000001957,
0.856328,µm,Segment,11,6,1,100000003,510000001959,
0.514511,µm,Segment,4,5,1,100000000,510000001971,
0.576196,µm,Segment,3,4,1,100000000,510000001982,
0.865111,µm,Segment,2,3,1,100000000,510000001994,
0.702661,µm,Segment,1,2,1,100000000,510000002000,
0.835152,µm,Segment,0,1,1,100000000,510000002012,
0.598036,µm,Segment,11,6,1,100000003,510000002041,
0.624975,µm,Segment,10,5,1,100000003,510000002045,
0.800893,µm,Segment,9,4,1,100000003,510000002060,
0.614326,µm,Segment,11,5,1,100000003,510000002076,
0.891293,µm,Segment,10,4,1,100000003,510000002088,
0.668634,µm,Segment,5,2,1,100000002,510000002122,
0.85126,µm,Segment,4,1,1,100000002,510000002131,
0.886779,µm,Segment,3,1,1,100000002,510000002134,
0.944322,µm,Segment,2,1,1,100000002,510000002151,
1.20746,µm,Segment,1,1,1,100000002,510000002188,
1.83427,µm,Segment,0,1,1,100000002,510000002198,
0.772675,µm,Segment,6,3,1,100000001,510000002246,
0.737704,µm,Segment,5,2,1,100000001,510000002277,
1.27669,µm,Segment,4,1,1,100000001,510000002295,
1.70294,µm,Segment,3,1,1,100000001,510000002298,
1.56442,µm,Segment,2,1,1,100000001,510000002303,
