
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.93137,,Spine,4,3,1,100000001,610000008017,
0.931502,,Spine,4,3,1,100000001,610000008033,
0.964439,,Spine,3,2,1,100000000,610000008048,
0.974457,,Spine,3,3,1,100000002,610000008059,
0.992764,,Spine,3,3,1,100000002,610000008068,
0.988995,,Spine,3,3,1,100000002,610000008075,
0.939956,,Spine,2,1,1,100000000,610000008086,
0.976511,,Spine,5,3,1,100000003,610000008093,
0.993307,,Spine,5,2,1,100000003,610000008101,
0.97832,,Spine,9,4,1,100000003,610000008103,
0.990952,,Spine,1,1,1,100000002,610000008108,
0.984284,,Spine,6,1,1,100000003,610000008113,
0.998595,,Spine,1,1,1,100000001,610000008116,
0.987579,,Spine,3,3,1,100000002,610000008121,
0.956396,,Spine,3,3,1,100000002,610000008125,
0.94371,,Spine,4,3,1,100000003,610000008132,
0.959558,,Spine,1,1,1,100000001,610000008140,
0.99339,,Spine,13,6,1,100000001,610000008144,
0.992526,,Spine,13,6,1,100000001,610000008147,
0.685953,,Spine,2,1,1,100000000,610000008154,
0.997736,,Spine,1,1,1,100000002,610000008158,
0.995391,,Spine,12,6,1,100000003,610000008162,
0.860412,,Spine,2,1,1,100000000,610000008168,
0.889318,,Spine,2,1,1,100000000,610000008173,
0.939314,,Spine,4,3,1,100000000,610000008186,
0.89774,,Spine,2,1,1,100000000,610000008192,
0.971633,,Spine,2,1,1,100000000,610000008197,
0.843027,,Spine,2,1,1,100000000,610000008201,
0.975984,,Spine,2,1,1,100000000,610000008205,
0.830046,,Spine,9,3,1,100000001,610000008218,
0.851483,,Spine,0,1,1,100000000,610000008223,
0.837343,,Spine,9,3,1,100000001,610000008233,
0.895135,,Spine,0,1,1,100000000,610000008238,
0.9239,,Spine,9,3,1,100000001,610000008250,
0.92959,,Spine,14,6,1,100000003,610000008254,
0.952267,,Spine,4,2,1,100000003,610000008259,
0.981959,,Spine,9,3,1,100000001,610000008268,
0.796772,,Spine,12,4,1,100000001,610000008273,
0.968925,,Spine,0,1,1,100000000,610000008276,
0.836169,,Spine,12,4,1,100000001,610000008281,
0.976982,,Spine,4,2,1,100000000,610000008284,
0.999506,,Spine,2,3,1,100000000,610000008286,
0.951952,,Spine,5,2,1,100000003,610000008291,
0.975639,,Spine,10,2,1,100000003,610000008298,
0.957176,,Spine,5,2,1,100000003,610000008303,
0.994185,,Spine,10,2,1,100000001,610000008305,
0.985794,,Spine,10,2,1,100000003,610000008311,
0.97974,,Spine,8,3,1,100000003,610000008319,
0.986949,,Spine,1,2,1,100000000,610000008321,
0.998515,,Spine,2,3,1,100000001,610000008323,
0.996423,,Spine,1,1,1,100000000,610000008326,
0.978022,,Spine,1,2,1,100000000,610000008328,
0.976029,,Spine,8,3,1,100000003,610000008335,
0.990686,,Spine,12,4,1,100000001,610000008338,
0.97605,,Spine,8,4,1,100000003,610000008340,
0.877014,,Spine,0,1,1,100000001,610000008346,
0.987098,,Spine,5,3,1,100000003,610000008349,
0.988072,,Spine,8,3,1,100000003,610000008354,
0.973177,,Spine,0,1,1,100000001,610000008359,
0.983664,,Spine,9,3,1,100000001,610000008361,
0.998702,,Spine,8,3,1,100000003,610000008363,
0.995808,,Spine,10,4,1,100000003,610000008365,
0.982796,,Spine,10,6,1,100000003,610000008368,
0.961807,,Spine,10,2,1,100000003,610000008372,
0.997255,,Spine,7,3,1,100000000,610000008374,
0.997945,,Spine,10,4,1,100000003,610000008379,
0.998754,,Spine,10,4,1,100000001,610000008384,
0.98493,,Spine,0,1,1,100000001,610000008389,
0.992526,,Spine,2,2,1,100000000,610000008392,
0.879666,,Spine,0,1,1,100000001,610000008401,
0.998285,,Spine,5,1,1,100000001,610000008404,
0.979869,,Spine,0,1,1,100000000,610000008411,
0.981021,,Spine,7,3,1,100000001,610000008415,
0.995422,,Spine,0,1,1,100000000,610000008419,
0.999129,,Spine,0,1,1,100000000,610000008423,
0.986204,,Spine,0,1,1,100000000,610000008429,
0.974938,,Spine,8,3,1,100000003,610000008433,
0.926009,,Spine,0,1,1,100000000,610000008436,
0.990377,,Spine,11,3,1,100000003,610000008439,
0.992345,,Spine,7,3,1,100000001,610000008442,
0.999261,,Spine,5,5,1,100000001,610000008446,
0.997512,,Spine,4,3,1,100000001,610000008449,
0.988872,,Spine,1,1,1,100000002,610000008452,
0.989417,,Spine,0,1,1,100000001,610000008456,
0.993456,,Spine,3,2,1,100000002,610000008459,
0.997364,,Spine,8,2,1,100000001,610000008461,
0.992654,,Spine,1,2,1,100000000,610000008463,
0.953377,,Spine,0,1,1,100000001,610000008468,
0.979397,,Spine,4,1,1,100000001,610000008472,
0.992848,,Spine,0,1,1,100000000,610000008478,
0.909317,,Spine,3,1,1,100000000,610000008483,
0.987331,,Spine,2,1,1,100000001,610000008486,
0.993776,,Spine,1,1,1,100000001,610000008489,
0.867594,,Spine,0,1,1,100000001,610000008493,
0.998561,,Spine,10,4,1,100000003,610000008495,
0.912276,,Spine,3,2,1,100000000,610000008500,
1,,Spine,8,3,1,100000003,610000008502,
0.930622,,Spine,0,1,1,100000001,610000008507,
0.955136,,Spine,3,1,1,100000000,610000008511,
0.998175,,Spine,2,1,1,100000001,610000008518,
0.991395,,Spine,12,5,1,100000001,610000008520,
0.997722,,Spine,8,3,1,100000003,610000008522,
0.998533,,Spine,7,3,1,100000003,610000008525,
0.999608,,Spine,9,5,1,100000003,610000008529,
0.997332,,Spine,0,1,1,100000000,610000008535,
0.997076,,Spine,4,3,1,100000001,610000008538,
