
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
273,,Segment,3,3,Image 1,3,1,100000000,510000000012,
160,,Segment,3,2,Image 1,2,1,100000000,510000000015,
496,,Segment,3,1,Image 1,2,1,100000000,510000000040,
131,,Segment,3,0,Image 1,1,1,100000000,510000000064,
252,,Segment,3,3,Image 1,2,1,100000000,510000000079,
142,,Segment,3,2,Image 1,3,1,100000000,510000000085,
537,,Segment,3,8,Image 1,3,1,100000003,510000000160,
195,,Segment,3,7,Image 1,2,1,100000003,510000000175,
677,,Segment,3,6,Image 1,1,1,100000003,510000000197,
407,,Segment,3,5,Image 1,1,1,100000003,510000000213,
261,,Segment,3,4,Image 1,1,1,100000003,510000000216,
590,,Segment,3,3,Image 1,1,1,100000003,510000000226,
647,,Segment,3,2,Image 1,1,1,100000003,510000000233,
289,,Segment,3,1,Image 1,1,1,100000003,510000000247,
85,,Segment,3,0,Image 1,1,1,100000003,510000000278,
305,,Segment,3,1,Image 1,1,1,100000002,510000000297,
41,,Segment,3,0,Image 1,1,1,100000002,510000000308,
227,,Segment,3,15,Image 1,6,1,100000003,510000000328,
112,,Segment,3,14,Image 1,6,1,100000003,510000000343,
230,,Segment,3,13,Image 1,5,1,100000003,510000000370,
398,,Segment,3,12,Image 1,4,1,100000003,510000000394,
298,,Segment,3,11,Image 1,4,1,100000003,510000000416,
108,,Segment,3,10,Image 1,4,1,100000003,510000000421,
411,,Segment,3,9,Image 1,3,1,100000003,510000000448,
325,,Segment,3,8,Image 1,3,1,100000003,510000000464,
261,,Segment,3,6,Image 1,2,1,100000003,510000000473,
281,,Segment,3,5,Image 1,2,1,100000003,510000000480,
713,,Segment,3,4,Image 1,2,1,100000003,510000000525,
93,,Segment,3,15,Image 1,7,1,100000003,510000000529,
560,,Segment,3,1,Image 1,2,1,100000003,510000000590,
89,,Segment,3,0,Image 1,1,1,100000003,510000000611,
530,,Segment,3,9,Image 1,5,1,100000003,510000000673,
94,,Segment,3,8,Image 1,4,1,100000003,510000000683,
249,,Segment,3,6,Image 1,3,1,100000003,510000000693,
330,,Segment,3,5,Image 1,3,1,100000003,510000000712,
528,,Segment,3,4,Image 1,3,1,100000003,510000000725,
528,,Segment,3,3,Image 1,2,1,100000003,510000000734,
451,,Segment,3,14,Image 1,4,1,100000003,510000000759,
219,,Segment,3,13,Image 1,3,1,100000003,510000000766,
304,,Segment,3,12,Image 1,3,1,100000003,510000000775,
473,,Segment,3,11,Image 1,3,1,100000003,510000000788,
148,,Segment,3,10,Image 1,3,1,100000003,510000000791,
338,,Segment,3,9,Image 1,2,1,100000003,510000000829,
375,,Segment,3,8,Image 1,1,1,100000003,510000000865,
463,,Segment,3,7,Image 1,1,1,100000003,510000000886,
321,,Segment,3,12,Image 1,5,1,100000003,510000000929,
249,,Segment,3,11,Image 1,4,1,100000003,510000000941,
64,,Segment,3,10,Image 1,3,1,100000003,510000000944,
355,,Segment,3,9,Image 1,3,1,100000003,510000000964,
217,,Segment,3,8,Image 1,3,1,100000003,510000000977,
315,,Segment,3,7,Image 1,3,1,100000003,510000000986,
475,,Segment,3,2,Image 1,3,1,100000000,510000001049,
1150,,Segment,3,1,Image 1,2,1,100000000,510000001128,
1025,,Segment,3,0,Image 1,1,1,100000000,510000001151,
87,,Segment,3,7,Image 1,4,1,100000001,510000001185,
300,,Segment,3,6,Image 1,3,1,100000001,510000001229,
398,,Segment,3,5,Image 1,2,1,100000001,510000001264,
120,,Segment,3,4,Image 1,2,1,100000001,510000001266,
453,,Segment,3,3,Image 1,2,1,100000001,510000001287,
662,,Segment,3,2,Image 1,2,1,100000001,510000001296,
991,,Segment,3,1,Image 1,1,1,100000001,510000001303,
343,,Segment,3,0,Image 1,1,1,100000001,510000001331,
125,,Segment,3,7,Image 1,3,1,100000001,510000001336,
575,,Segment,3,8,Image 1,4,1,100000003,510000001377,
184,,Segment,3,11,Image 1,5,1,100000003,510000001400,
143,,Segment,3,8,Image 1,2,1,100000003,510000001405,
334,,Segment,3,12,Image 1,6,1,100000003,510000001424,
114,,Segment,3,11,Image 1,5,1,100000003,510000001428,
348,,Segment,3,10,Image 1,5,1,100000003,510000001457,
479,,Segment,3,4,Image 1,3,1,100000001,510000001483,
151,,Segment,3,3,Image 1,3,1,100000001,510000001497,
238,,Segment,3,2,Image 1,2,1,100000001,510000001515,
