
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.784888,,Soma,1,100000000,800000000,
0.833605,,Soma,1,100000001,800000001,
0.887878,,Soma,1,100000002,800000002,
0.755019,,Soma,1,100000003,800000003,
