
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3.74713,,Surface,4,Image 1,1,0,
3.06315,,Surface,4,Image 1,1,1,
3.58444,,Surface,4,Image 1,1,2,
4.28516,,Surface,4,Image 1,1,3,
135.667,,Surface,4,Image 1,1,4,
