
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21797.1,µm,Spine,Spine Attachment Pt Position,9,6,1,100000000,610000007214,
21822.4,µm,Spine,Spine Attachment Pt Position,6,6,1,100000003,610000007229,
21826.7,µm,Spine,Spine Attachment Pt Position,6,2,1,100000002,610000007238,
21799.3,µm,Spine,Spine Attachment Pt Position,16,8,1,100000000,610000007266,
21854.2,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000007277,
21831.3,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000007293,
21816.2,µm,Spine,Spine Attachment Pt Position,10,6,1,100000000,610000007305,
21746.6,µm,Spine,Spine Attachment Pt Position,11,3,1,100000001,610000007318,
21845.5,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000007336,
21744.4,µm,Spine,Spine Attachment Pt Position,4,4,1,100000001,610000007342,
21776,µm,Spine,Spine Attachment Pt Position,2,2,1,100000003,610000007349,
21828.8,µm,Spine,Spine Attachment Pt Position,5,2,1,100000002,610000007354,
21831.4,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000007361,
21744.8,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000007387,
21811.1,µm,Spine,Spine Attachment Pt Position,4,3,1,100000003,610000007398,
21828.6,µm,Spine,Spine Attachment Pt Position,5,2,1,100000002,610000007413,
21805.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000007435,
21744.7,µm,Spine,Spine Attachment Pt Position,3,4,1,100000001,610000007448,
21810.4,µm,Spine,Spine Attachment Pt Position,8,5,1,100000000,610000007452,
21829.7,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000007458,
21845.4,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000007474,
21799.6,µm,Spine,Spine Attachment Pt Position,12,7,1,100000000,610000007484,
21809.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000007491,
21857.9,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000007499,
21749.6,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000007503,
21806,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000007517,
21753.2,µm,Spine,Spine Attachment Pt Position,5,4,1,100000001,610000007519,
21853.7,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000007522,
21750.8,µm,Spine,Spine Attachment Pt Position,5,4,1,100000001,610000007525,
21803.3,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000007527,
21800.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000007534,
21743.6,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000007538,
21815.6,µm,Spine,Spine Attachment Pt Position,10,6,1,100000000,610000007556,
21810.5,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000007579,
21794.8,µm,Spine,Spine Attachment Pt Position,8,3,1,100000003,610000007585,
21770.8,µm,Spine,Spine Attachment Pt Position,16,6,1,100000001,610000007619,
21798.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000007629,
21857.8,µm,Spine,Spine Attachment Pt Position,5,2,1,100000002,610000007634,
21808.8,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000007644,
21858.3,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000007650,
21805.9,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000007659,
21813.8,µm,Spine,Spine Attachment Pt Position,15,7,1,100000000,610000007664,
21808,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000007681,
21811.8,µm,Spine,Spine Attachment Pt Position,16,7,1,100000000,610000007690,
21792.9,µm,Spine,Spine Attachment Pt Position,17,7,1,100000000,610000007707,
21810.5,µm,Spine,Spine Attachment Pt Position,17,9,1,100000000,610000007749,
21808.3,µm,Spine,Spine Attachment Pt Position,1,2,1,100000003,610000007761,
21813.3,µm,Spine,Spine Attachment Pt Position,5,2,1,100000003,610000007768,
21845.7,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007920,
21805,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000007920,
21808.6,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000007920,
21744.8,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000007920,
21845.6,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007921,
21811.7,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007921,
21808.7,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000007921,
21744.9,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000007921,
21809,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007922,
21819.9,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000007922,
21750.5,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007922,
21808,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007923,
21744.3,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007923,
21814.1,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000007923,
