
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.814823,,Soma,1,100000000,800000000,
0.721682,,Soma,1,100000001,800000001,
0.903671,,Soma,1,100000002,800000002,
0.834532,,Soma,1,100000003,800000003,
