
Soma Intensity Sum Ch=4 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.86991e+06,,Soma,4,Image 1,1,100000000,800000000,
2.29298e+06,,Soma,4,Image 1,1,100000001,800000001,
1.51892e+06,,Soma,4,Image 1,1,100000002,800000002,
596599,,Soma,4,Image 1,1,100000003,800000003,
626633,,Soma,4,Image 1,1,100000004,800000004,
