
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.0115262,µm^3,Spine,2,2,1,100000001,610000005273,
0.0491735,µm^3,Spine,2,2,1,100000001,610000005276,
0.0571451,µm^3,Spine,23,6,1,100000002,610000005281,
0.0318097,µm^3,Spine,4,2,1,100000001,610000005283,
0.0298281,µm^3,Spine,0,1,1,100000000,610000005287,
0.0115853,µm^3,Spine,8,3,1,100000002,610000005293,
0.00941053,µm^3,Spine,1,1,1,100000000,610000005296,
0.0159749,µm^3,Spine,2,2,1,100000000,610000005300,
0.0196164,µm^3,Spine,4,2,1,100000003,610000005303,
0.0390586,µm^3,Spine,1,1,1,100000001,610000005306,
0.0502842,µm^3,Spine,0,1,1,100000004,610000005309,
0.010866,µm^3,Spine,3,2,1,100000003,610000005311,
0.0157578,µm^3,Spine,3,2,1,100000004,610000005314,
0.0270774,µm^3,Spine,0,1,1,100000003,610000005323,
0.05051,µm^3,Spine,6,1,1,100000001,610000005327,
0.0135394,µm^3,Spine,15,7,1,100000002,610000005330,
0.0174768,µm^3,Spine,0,1,1,100000002,610000005337,
0.0269767,µm^3,Spine,0,1,1,100000004,610000005340,
0.0171703,µm^3,Spine,0,1,1,100000002,610000005348,
0.0269575,µm^3,Spine,0,1,1,100000002,610000005355,
0.0402679,µm^3,Spine,0,1,1,100000002,610000005363,
0.0598696,µm^3,Spine,1,2,1,100000000,610000005369,
0.0146645,µm^3,Spine,4,3,1,100000004,610000005371,
0.0280861,µm^3,Spine,1,1,1,100000000,610000005374,
0.0625607,µm^3,Spine,1,2,1,100000000,610000005379,
0.0116108,µm^3,Spine,0,1,1,100000002,610000005383,
0.0225712,µm^3,Spine,0,1,1,100000002,610000005388,
0.0289155,µm^3,Spine,13,5,1,100000002,610000005391,
0.0330938,µm^3,Spine,0,1,1,100000000,610000005394,
0.0360553,µm^3,Spine,6,2,1,100000000,610000005401,
0.258475,µm^3,Spine,4,1,1,100000001,610000005404,
0.0165771,µm^3,Spine,1,2,1,100000004,610000005406,
0.0131515,µm^3,Spine,17,6,1,100000002,610000005409,
0.0108785,µm^3,Spine,0,1,1,100000001,610000005412,
0.03119,µm^3,Spine,13,6,1,100000002,610000005414,
0.0180285,µm^3,Spine,17,7,1,100000002,610000005416,
0.0444356,µm^3,Spine,0,1,1,100000003,610000005420,
0.0310086,µm^3,Spine,3,1,1,100000004,610000005423,
0.0608364,µm^3,Spine,9,4,1,100000002,610000005425,
0.221298,µm^3,Spine,0,1,1,100000002,610000005432,
0.0428967,µm^3,Spine,4,1,1,100000001,610000005434,
0.0325458,µm^3,Spine,0,1,1,100000002,610000005440,
0.053811,µm^3,Spine,0,1,1,100000003,610000005443,
0.00906677,µm^3,Spine,0,1,1,100000002,610000005445,
0.02407,µm^3,Spine,5,2,1,100000001,610000005447,
0.0201778,µm^3,Spine,3,1,1,100000004,610000005449,
0.0231492,µm^3,Spine,20,5,1,100000002,610000005454,
0.017507,µm^3,Spine,0,1,1,100000000,610000005457,
0.0363075,µm^3,Spine,17,9,1,100000002,610000005460,
0.0738289,µm^3,Spine,14,6,1,100000002,610000005464,
0.0163745,µm^3,Spine,3,1,1,100000004,610000005466,
0.0369945,µm^3,Spine,0,1,1,100000002,610000005471,
0.0169764,µm^3,Spine,5,3,1,100000001,610000005474,
0.012541,µm^3,Spine,8,3,1,100000001,610000005476,
0.0639755,µm^3,Spine,0,1,1,100000003,610000005480,
0.0200316,µm^3,Spine,3,3,1,100000001,610000005483,
0.0136281,µm^3,Spine,0,1,1,100000004,610000005486,
0.0474077,µm^3,Spine,1,1,1,100000002,610000005488,
0.577134,µm^3,Spine,1,2,1,100000000,610000005492,
0.00688717,µm^3,Spine,3,2,1,100000001,610000005496,
0.0210239,µm^3,Spine,8,4,1,100000002,610000005499,
0.0223856,µm^3,Spine,1,1,1,100000000,610000005502,
0.0902828,µm^3,Spine,0,1,1,100000002,610000005507,
0.0758438,µm^3,Spine,1,2,1,100000000,610000005511,
0.0121992,µm^3,Spine,0,1,1,100000003,610000005515,
0.0229952,µm^3,Spine,16,7,1,100000002,610000005517,
0.0171652,µm^3,Spine,3,2,1,100000001,610000005519,
0.00896255,µm^3,Spine,0,1,1,100000003,610000005523,
0.0276277,µm^3,Spine,0,1,1,100000002,610000005527,
0.0504093,µm^3,Spine,12,6,1,100000002,610000005529,
0.0193444,µm^3,Spine,16,6,1,100000002,610000005533,
0.00301732,µm^3,Spine,4,1,1,100000001,610000005535,
0.00767557,µm^3,Spine,1,2,1,100000000,610000005538,
0.0310336,µm^3,Spine,7,2,1,100000003,610000005540,
0.0221666,µm^3,Spine,0,1,1,100000002,610000005547,
0.019259,µm^3,Spine,1,2,1,100000000,610000005551,
0.0274197,µm^3,Spine,0,1,1,100000002,610000005555,
0.0187152,µm^3,Spine,0,1,1,100000003,610000005557,
0.00726707,µm^3,Spine,0,1,1,100000002,610000005561,
0.0866294,µm^3,Spine,0,1,1,100000001,610000005566,
0.0352556,µm^3,Spine,1,2,1,100000000,610000005571,
0.0242997,µm^3,Spine,12,6,1,100000002,610000005574,
0.0417927,µm^3,Spine,1,2,1,100000000,610000005578,
0.0361577,µm^3,Spine,17,9,1,100000002,610000005581,
0.0312198,µm^3,Spine,12,6,1,100000002,610000005584,
0.0103607,µm^3,Spine,0,1,1,100000003,610000005586,
0.0184651,µm^3,Spine,0,1,1,100000002,610000005588,
