
Spine Intensity Min Ch=4 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,9,Image 1,6,1,100000000,610000007214,
0,,Spine,4,6,Image 1,6,1,100000003,610000007229,
0,,Spine,4,6,Image 1,2,1,100000002,610000007238,
0,,Spine,4,4,Image 1,4,1,100000001,610000007254,
0,,Spine,4,16,Image 1,8,1,100000000,610000007266,
0,,Spine,4,3,Image 1,2,1,100000002,610000007277,
0,,Spine,4,4,Image 1,2,1,100000002,610000007293,
0,,Spine,4,10,Image 1,6,1,100000000,610000007305,
0,,Spine,4,11,Image 1,3,1,100000001,610000007318,
0,,Spine,4,1,Image 1,2,1,100000002,610000007327,
0,,Spine,4,1,Image 1,2,1,100000002,610000007336,
0,,Spine,4,4,Image 1,4,1,100000001,610000007342,
0,,Spine,4,2,Image 1,2,1,100000003,610000007349,
0,,Spine,4,5,Image 1,2,1,100000002,610000007354,
0,,Spine,4,4,Image 1,2,1,100000002,610000007361,
0,,Spine,4,1,Image 1,1,1,100000003,610000007379,
0,,Spine,4,2,Image 1,3,1,100000001,610000007387,
0,,Spine,4,3,Image 1,2,1,100000000,610000007393,
0,,Spine,4,4,Image 1,3,1,100000003,610000007398,
0,,Spine,4,5,Image 1,2,1,100000002,610000007406,
0,,Spine,4,5,Image 1,2,1,100000002,610000007413,
0,,Spine,4,1,Image 1,1,1,100000003,610000007421,
0,,Spine,4,1,Image 1,1,1,100000003,610000007429,
0,,Spine,4,1,Image 1,1,1,100000003,610000007435,
0,,Spine,4,3,Image 1,4,1,100000001,610000007442,
0,,Spine,4,3,Image 1,4,1,100000001,610000007448,
0,,Spine,4,8,Image 1,5,1,100000000,610000007452,
0,,Spine,4,12,Image 1,6,1,100000000,610000007455,
0,,Spine,4,5,Image 1,3,1,100000002,610000007458,
0,,Spine,4,1,Image 1,2,1,100000002,610000007469,
0,,Spine,4,1,Image 1,2,1,100000002,610000007474,
0,,Spine,4,23,Image 1,8,1,100000000,610000007481,
0,,Spine,4,12,Image 1,7,1,100000000,610000007484,
0,,Spine,4,1,Image 1,1,1,100000003,610000007488,
