
Segment Center Intensity Sum Ch=4 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
266,,Segment,4,29,Image 1,11,1,100000002,510000000023,
1093,,Segment,4,28,Image 1,10,1,100000002,510000000034,
341,,Segment,4,27,Image 1,9,1,100000002,510000000038,
515,,Segment,4,26,Image 1,9,1,100000002,510000000061,
3242,,Segment,4,25,Image 1,8,1,100000002,510000000108,
1280,,Segment,4,24,Image 1,7,1,100000002,510000000136,
1843,,Segment,4,23,Image 1,6,1,100000002,510000000152,
463,,Segment,4,22,Image 1,6,1,100000002,510000000173,
334,,Segment,4,21,Image 1,6,1,100000002,510000000179,
1837,,Segment,4,20,Image 1,5,1,100000002,510000000201,
262,,Segment,4,19,Image 1,5,1,100000002,510000000205,
962,,Segment,4,16,Image 1,5,1,100000002,510000000214,
814,,Segment,4,15,Image 1,5,1,100000002,510000000220,
2929,,Segment,4,14,Image 1,5,1,100000002,510000000237,
2265,,Segment,4,13,Image 1,5,1,100000002,510000000252,
3357,,Segment,4,12,Image 1,5,1,100000002,510000000272,
1214,,Segment,4,11,Image 1,5,1,100000002,510000000288,
285,,Segment,4,10,Image 1,4,1,100000002,510000000290,
3877,,Segment,4,9,Image 1,4,1,100000002,510000000315,
1526,,Segment,4,8,Image 1,4,1,100000002,510000000335,
2251,,Segment,4,7,Image 1,3,1,100000002,510000000346,
1810,,Segment,4,6,Image 1,2,1,100000002,510000000360,
1067,,Segment,4,5,Image 1,2,1,100000002,510000000366,
1339,,Segment,4,3,Image 1,1,1,100000002,510000000382,
660,,Segment,4,2,Image 1,1,1,100000002,510000000385,
2322,,Segment,4,1,Image 1,1,1,100000002,510000000402,
634,,Segment,4,0,Image 1,1,1,100000002,510000000423,
1278,,Segment,4,29,Image 1,10,1,100000002,510000000453,
810,,Segment,4,27,Image 1,10,1,100000002,510000000467,
858,,Segment,4,17,Image 1,8,1,100000002,510000000485,
4513,,Segment,4,16,Image 1,7,1,100000002,510000000513,
1373,,Segment,4,15,Image 1,7,1,100000002,510000000523,
1664,,Segment,4,13,Image 1,6,1,100000002,510000000542,
1663,,Segment,4,12,Image 1,6,1,100000002,510000000570,
4445,,Segment,4,11,Image 1,5,1,100000002,510000000603,
3152,,Segment,4,10,Image 1,5,1,100000002,510000000631,
4178,,Segment,4,17,Image 1,7,1,100000002,510000000668,
1396,,Segment,4,17,Image 1,8,1,100000002,510000000682,
1409,,Segment,4,16,Image 1,8,1,100000002,510000000690,
633,,Segment,4,15,Image 1,7,1,100000002,510000000698,
4604,,Segment,4,14,Image 1,6,1,100000002,510000000724,
1398,,Segment,4,17,Image 1,9,1,100000002,510000000740,
1156,,Segment,4,15,Image 1,6,1,100000002,510000000749,
902,,Segment,4,15,Image 1,8,1,100000002,510000000755,
167,,Segment,4,13,Image 1,7,1,100000002,510000000759,
2372,,Segment,4,26,Image 1,8,1,100000002,510000000797,
677,,Segment,4,25,Image 1,7,1,100000002,510000000801,
1529,,Segment,4,25,Image 1,8,1,100000002,510000000815,
1728,,Segment,4,24,Image 1,7,1,100000002,510000000827,
1414,,Segment,4,23,Image 1,7,1,100000002,510000000839,
1035,,Segment,4,25,Image 1,7,1,100000002,510000000845,
