
Soma Ellipsoid Axis A X
 ==================== 
Soma Ellipsoid Axis A X,Unit,Category,Collection,Time,FilamentID,ID,
0.132237,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
-0.0472814,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
-0.639474,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
-0.330783,µm,Soma,Soma Ellipsoid Axis A,1,100000003,800000003,
-0.0960339,µm,Soma,Soma Ellipsoid Axis A,1,100000004,800000004,
