
Soma Intensity Max Ch=5 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
62,,Soma,5,Image 1,1,100000000,800000000,
40,,Soma,5,Image 1,1,100000001,800000001,
60,,Soma,5,Image 1,1,100000002,800000002,
33,,Soma,5,Image 1,1,100000003,800000003,
49,,Soma,5,Image 1,1,100000004,800000004,
