
Segment Center Intensity StdDev Ch=1 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.748331,,Segment,1,29,Image 1,11,1,100000002,510000000023,
1.03749,,Segment,1,28,Image 1,10,1,100000002,510000000034,
1.62481,,Segment,1,27,Image 1,9,1,100000002,510000000038,
1.15395,,Segment,1,26,Image 1,9,1,100000002,510000000061,
1.60511,,Segment,1,25,Image 1,8,1,100000002,510000000108,
1.66948,,Segment,1,24,Image 1,7,1,100000002,510000000136,
1.73305,,Segment,1,23,Image 1,6,1,100000002,510000000152,
6.13434,,Segment,1,22,Image 1,6,1,100000002,510000000173,
2.71804,,Segment,1,21,Image 1,6,1,100000002,510000000179,
1.52236,,Segment,1,20,Image 1,5,1,100000002,510000000201,
0.748331,,Segment,1,19,Image 1,5,1,100000002,510000000205,
1.78536,,Segment,1,16,Image 1,5,1,100000002,510000000214,
2.91373,,Segment,1,15,Image 1,5,1,100000002,510000000220,
1.33911,,Segment,1,14,Image 1,5,1,100000002,510000000237,
2.61904,,Segment,1,13,Image 1,5,1,100000002,510000000252,
1.81578,,Segment,1,12,Image 1,5,1,100000002,510000000272,
1.51578,,Segment,1,11,Image 1,5,1,100000002,510000000288,
1.24722,,Segment,1,10,Image 1,4,1,100000002,510000000290,
1.84976,,Segment,1,9,Image 1,4,1,100000002,510000000315,
43.0137,,Segment,1,8,Image 1,4,1,100000002,510000000335,
3.27766,,Segment,1,7,Image 1,3,1,100000002,510000000346,
1.56915,,Segment,1,6,Image 1,2,1,100000002,510000000360,
1.76126,,Segment,1,5,Image 1,2,1,100000002,510000000366,
1.16592,,Segment,1,3,Image 1,1,1,100000002,510000000382,
0.433013,,Segment,1,2,Image 1,1,1,100000002,510000000385,
1.12902,,Segment,1,1,Image 1,1,1,100000002,510000000402,
1.87083,,Segment,1,0,Image 1,1,1,100000002,510000000423,
1.81353,,Segment,1,29,Image 1,10,1,100000002,510000000453,
1.32665,,Segment,1,27,Image 1,10,1,100000002,510000000467,
1.32521,,Segment,1,17,Image 1,8,1,100000002,510000000485,
1.80961,,Segment,1,16,Image 1,7,1,100000002,510000000513,
2.70598,,Segment,1,15,Image 1,7,1,100000002,510000000523,
2.66089,,Segment,1,13,Image 1,6,1,100000002,510000000542,
1.90562,,Segment,1,12,Image 1,6,1,100000002,510000000570,
2.0309,,Segment,1,11,Image 1,5,1,100000002,510000000603,
3.24395,,Segment,1,10,Image 1,5,1,100000002,510000000631,
1.61301,,Segment,1,17,Image 1,7,1,100000002,510000000668,
1.64114,,Segment,1,17,Image 1,8,1,100000002,510000000682,
3.1427,,Segment,1,16,Image 1,8,1,100000002,510000000690,
5.2915,,Segment,1,15,Image 1,7,1,100000002,510000000698,
3.59011,,Segment,1,14,Image 1,6,1,100000002,510000000724,
2.78155,,Segment,1,17,Image 1,9,1,100000002,510000000740,
50.1858,,Segment,1,15,Image 1,6,1,100000002,510000000749,
1.57791,,Segment,1,15,Image 1,8,1,100000002,510000000755,
1.85472,,Segment,1,13,Image 1,7,1,100000002,510000000759,
1.82502,,Segment,1,26,Image 1,8,1,100000002,510000000797,
2.15407,,Segment,1,25,Image 1,7,1,100000002,510000000801,
1.96186,,Segment,1,25,Image 1,8,1,100000002,510000000815,
1.77424,,Segment,1,24,Image 1,7,1,100000002,510000000827,
2.39822,,Segment,1,23,Image 1,7,1,100000002,510000000839,
2.06032,,Segment,1,25,Image 1,7,1,100000002,510000000845,
52.7115,,Segment,1,24,Image 1,8,1,100000002,510000000848,
0.4,,Segment,1,24,Image 1,6,1,100000002,510000000852,
1.35526,,Segment,1,4,Image 1,4,1,100000000,510000000858,
1.07347,,Segment,1,3,Image 1,3,1,100000000,510000000873,
1.64141,,Segment,1,2,Image 1,3,1,100000000,510000000883,
1.84961,,Segment,1,1,Image 1,2,1,100000000,510000000950,
1.39284,,Segment,1,0,Image 1,1,1,100000000,510000000987,
1.68523,,Segment,1,4,Image 1,3,1,100000000,510000001002,
1.31391,,Segment,1,2,Image 1,2,1,100000000,510000001034,
3.26917,,Segment,1,3,Image 1,4,1,100000000,510000001037,
1.59631,,Segment,1,4,Image 1,3,1,100000001,510000001083,
1.11355,,Segment,1,3,Image 1,2,1,100000001,510000001092,
1.72047,,Segment,1,2,Image 1,1,1,100000001,510000001121,
1.58321,,Segment,1,0,Image 1,1,1,100000001,510000001153,
1.52662,,Segment,1,5,Image 1,5,1,100000001,510000001187,
1.61466,,Segment,1,4,Image 1,4,1,100000001,510000001214,
1.67498,,Segment,1,3,Image 1,3,1,100000001,510000001225,
1.69031,,Segment,1,2,Image 1,2,1,100000001,510000001231,
0.992157,,Segment,1,5,Image 1,4,1,100000001,510000001238,
1.1767,,Segment,1,5,Image 1,3,1,100000001,510000001250,
2.0016,,Segment,1,4,Image 1,2,1,100000001,510000001274,
2.59793,,Segment,1,3,Image 1,2,1,100000001,510000001309,
0.829156,,Segment,1,5,Image 1,2,1,100000001,510000001312,
1.25786,,Segment,1,4,Image 1,2,1,100000001,510000001326,
0.942809,,Segment,1,5,Image 1,3,1,100000001,510000001328,
1.58794,,Segment,1,5,Image 1,2,1,100000001,510000001348,
1.99407,,Segment,1,4,Image 1,3,1,100000001,510000001373,
1.23718,,Segment,1,4,Image 1,1,1,100000001,510000001386,
1.49666,,Segment,1,3,Image 1,1,1,100000001,510000001390,
2.03038,,Segment,1,2,Image 1,2,1,100000001,510000001396,
1.69604,,Segment,1,1,Image 1,2,1,100000001,510000001413,
1.77639,,Segment,1,2,Image 1,3,1,100000001,510000001427,
0.829156,,Segment,1,4,Image 1,2,1,100000001,510000001430,
1.53603,,Segment,1,5,Image 1,4,1,100000001,510000001445,
1.41421,,Segment,1,4,Image 1,3,1,100000001,510000001447,
5.06073,,Segment,1,3,Image 1,2,1,100000002,510000001473,
1.73805,,Segment,1,2,Image 1,2,1,100000002,510000001484,
2.17945,,Segment,1,1,Image 1,2,1,100000002,510000001487,
1.21125,,Segment,1,0,Image 1,1,1,100000002,510000001512,
2.35702,,Segment,1,4,Image 1,3,1,100000002,510000001540,
1.36666,,Segment,1,3,Image 1,3,1,100000002,510000001550,
1.69967,,Segment,1,2,Image 1,3,1,100000002,510000001553,
0.5,,Segment,1,1,Image 1,1,1,100000002,510000001556,
1.58114,,Segment,1,2,Image 1,2,1,100000000,510000001571,
1.84116,,Segment,1,1,Image 1,1,1,100000000,510000001616,
2.39466,,Segment,1,3,Image 1,1,1,100000000,510000001623,
1.47902,,Segment,1,2,Image 1,1,1,100000000,510000001626,
0.748331,,Segment,1,3,Image 1,2,1,100000000,510000001630,
1.49478,,Segment,1,5,Image 1,2,1,100000004,510000001637,
1.69967,,Segment,1,4,Image 1,2,1,100000004,510000001639,
1.86663,,Segment,1,3,Image 1,2,1,100000004,510000001675,
1.52027,,Segment,1,2,Image 1,1,1,100000004,510000001688,
0.816497,,Segment,1,1,Image 1,1,1,100000004,510000001690,
1.62788,,Segment,1,0,Image 1,1,1,100000004,510000001704,
1.11433,,Segment,1,4,Image 1,3,1,100000004,510000001738,
1.59861,,Segment,1,5,Image 1,3,1,100000004,510000001743,
0.707107,,Segment,1,3,Image 1,1,1,100000004,510000001746,
35.089,,Segment,1,13,Image 1,5,1,100000002,510000001753,
1.05327,,Segment,1,12,Image 1,5,1,100000002,510000001760,
2.04527,,Segment,1,11,Image 1,4,1,100000002,510000001790,
10.395,,Segment,1,12,Image 1,4,1,100000002,510000001801,
2.3094,,Segment,1,13,Image 1,6,1,100000002,510000001806,
1.77169,,Segment,1,22,Image 1,6,1,100000002,510000001811,
2.98758,,Segment,1,21,Image 1,5,1,100000002,510000001821,
2.32993,,Segment,1,22,Image 1,5,1,100000002,510000001827,
1.71828,,Segment,1,20,Image 1,6,1,100000002,510000001870,
1.63299,,Segment,1,22,Image 1,7,1,100000002,510000001872,
1.62861,,Segment,1,17,Image 1,7,1,100000002,510000001897,
1.81382,,Segment,1,16,Image 1,6,1,100000002,510000001909,
1.9081,,Segment,1,15,Image 1,6,1,100000002,510000001931,
2.15407,,Segment,1,15,Image 1,7,1,100000002,510000001940,
1.82574,,Segment,1,14,Image 1,7,1,100000002,510000001945,
1.61536,,Segment,1,13,Image 1,6,1,100000002,510000001968,
1.62447,,Segment,1,12,Image 1,6,1,100000002,510000001979,
1.6178,,Segment,1,15,Image 1,8,1,100000002,510000001987,
1.69967,,Segment,1,18,Image 1,6,1,100000002,510000001989,
61.9042,,Segment,1,14,Image 1,6,1,100000002,510000002004,
1.38505,,Segment,1,17,Image 1,6,1,100000002,510000002010,
54.5292,,Segment,1,16,Image 1,6,1,100000002,510000002017,
2.03443,,Segment,1,19,Image 1,6,1,100000002,510000002022,
1.63299,,Segment,1,17,Image 1,6,1,100000002,510000002024,
0.5,,Segment,1,13,Image 1,7,1,100000002,510000002028,
7.97401,,Segment,1,12,Image 1,6,1,100000002,510000002044,
5.67098,,Segment,1,11,Image 1,6,1,100000002,510000002053,
12.7769,,Segment,1,10,Image 1,5,1,100000002,510000002062,
1.95394,,Segment,1,9,Image 1,5,1,100000002,510000002099,
1.09545,,Segment,1,15,Image 1,6,1,100000002,510000002103,
1.92029,,Segment,1,14,Image 1,6,1,100000002,510000002106,
4.39191,,Segment,1,13,Image 1,6,1,100000002,510000002120,
1.63936,,Segment,1,12,Image 1,5,1,100000002,510000002123,
62.9146,,Segment,1,12,Image 1,7,1,100000002,510000002126,
2.62467,,Segment,1,10,Image 1,6,1,100000002,510000002131,
79.2633,,Segment,1,11,Image 1,5,1,100000002,510000002133,
1.32665,,Segment,1,11,Image 1,6,1,100000002,510000002137,
1.29904,,Segment,1,12,Image 1,6,1,100000002,510000002140,
1.58114,,Segment,1,8,Image 1,3,1,100000002,510000002143,
1.55233,,Segment,1,7,Image 1,2,1,100000002,510000002154,
2.03961,,Segment,1,5,Image 1,1,1,100000002,510000002158,
0.471405,,Segment,1,6,Image 1,3,1,100000002,510000002160,
1.24722,,Segment,1,4,Image 1,2,1,100000002,510000002162,
5.92368,,Segment,1,3,Image 1,3,1,100000001,510000002171,
1.18743,,Segment,1,2,Image 1,2,1,100000001,510000002180,
1.69967,,Segment,1,1,Image 1,1,1,100000001,510000002185,
1.15708,,Segment,1,0,Image 1,1,1,100000001,510000002196,
0.5,,Segment,1,3,Image 1,2,1,100000001,510000002213,
1.33991,,Segment,1,2,Image 1,2,1,100000001,510000002253,
3.75333,,Segment,1,1,Image 1,2,1,100000001,510000002272,
2.06155,,Segment,1,3,Image 1,4,1,100000001,510000002276,
1.63936,,Segment,1,2,Image 1,3,1,100000001,510000002283,
1.73717,,Segment,1,3,Image 1,2,1,100000001,510000002309,
1.67498,,Segment,1,3,Image 1,3,1,100000001,510000002314,
