
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5,,Segment,3,29,Image 1,11,1,100000002,510000000023,
12,,Segment,3,28,Image 1,10,1,100000002,510000000034,
5,,Segment,3,27,Image 1,9,1,100000002,510000000038,
24,,Segment,3,26,Image 1,9,1,100000002,510000000061,
48,,Segment,3,25,Image 1,8,1,100000002,510000000108,
29,,Segment,3,24,Image 1,7,1,100000002,510000000136,
17,,Segment,3,23,Image 1,6,1,100000002,510000000152,
22,,Segment,3,22,Image 1,6,1,100000002,510000000173,
7,,Segment,3,21,Image 1,6,1,100000002,510000000179,
23,,Segment,3,20,Image 1,5,1,100000002,510000000201,
5,,Segment,3,19,Image 1,5,1,100000002,510000000205,
8,,Segment,3,16,Image 1,5,1,100000002,510000000214,
7,,Segment,3,15,Image 1,5,1,100000002,510000000220,
18,,Segment,3,14,Image 1,5,1,100000002,510000000237,
16,,Segment,3,13,Image 1,5,1,100000002,510000000252,
21,,Segment,3,12,Image 1,5,1,100000002,510000000272,
17,,Segment,3,11,Image 1,5,1,100000002,510000000288,
3,,Segment,3,10,Image 1,4,1,100000002,510000000290,
26,,Segment,3,9,Image 1,4,1,100000002,510000000315,
21,,Segment,3,8,Image 1,4,1,100000002,510000000335,
12,,Segment,3,7,Image 1,3,1,100000002,510000000346,
15,,Segment,3,6,Image 1,2,1,100000002,510000000360,
7,,Segment,3,5,Image 1,2,1,100000002,510000000366,
16,,Segment,3,3,Image 1,1,1,100000002,510000000382,
4,,Segment,3,2,Image 1,1,1,100000002,510000000385,
18,,Segment,3,1,Image 1,1,1,100000002,510000000402,
12,,Segment,3,0,Image 1,1,1,100000002,510000000423,
15,,Segment,3,29,Image 1,10,1,100000002,510000000453,
15,,Segment,3,27,Image 1,10,1,100000002,510000000467,
18,,Segment,3,17,Image 1,8,1,100000002,510000000485,
29,,Segment,3,16,Image 1,7,1,100000002,510000000513,
11,,Segment,3,15,Image 1,7,1,100000002,510000000523,
19,,Segment,3,13,Image 1,6,1,100000002,510000000542,
29,,Segment,3,12,Image 1,6,1,100000002,510000000570,
34,,Segment,3,11,Image 1,5,1,100000002,510000000603,
29,,Segment,3,10,Image 1,5,1,100000002,510000000631,
38,,Segment,3,17,Image 1,7,1,100000002,510000000668,
15,,Segment,3,17,Image 1,8,1,100000002,510000000682,
9,,Segment,3,16,Image 1,8,1,100000002,510000000690,
9,,Segment,3,15,Image 1,7,1,100000002,510000000698,
27,,Segment,3,14,Image 1,6,1,100000002,510000000724,
17,,Segment,3,17,Image 1,9,1,100000002,510000000740,
10,,Segment,3,15,Image 1,6,1,100000002,510000000749,
7,,Segment,3,15,Image 1,8,1,100000002,510000000755,
5,,Segment,3,13,Image 1,7,1,100000002,510000000759,
39,,Segment,3,26,Image 1,8,1,100000002,510000000797,
5,,Segment,3,25,Image 1,7,1,100000002,510000000801,
15,,Segment,3,25,Image 1,8,1,100000002,510000000815,
13,,Segment,3,24,Image 1,7,1,100000002,510000000827,
13,,Segment,3,23,Image 1,7,1,100000002,510000000839,
7,,Segment,3,25,Image 1,7,1,100000002,510000000845,
4,,Segment,3,24,Image 1,8,1,100000002,510000000848,
5,,Segment,3,24,Image 1,6,1,100000002,510000000852,
7,,Segment,3,4,Image 1,4,1,100000000,510000000858,
16,,Segment,3,3,Image 1,3,1,100000000,510000000873,
11,,Segment,3,2,Image 1,3,1,100000000,510000000883,
68,,Segment,3,1,Image 1,2,1,100000000,510000000950,
20,,Segment,3,0,Image 1,1,1,100000000,510000000987,
10,,Segment,3,4,Image 1,3,1,100000000,510000001002,
33,,Segment,3,2,Image 1,2,1,100000000,510000001034,
4,,Segment,3,3,Image 1,4,1,100000000,510000001037,
46,,Segment,3,4,Image 1,3,1,100000001,510000001083,
10,,Segment,3,3,Image 1,2,1,100000001,510000001092,
30,,Segment,3,2,Image 1,1,1,100000001,510000001121,
29,,Segment,3,0,Image 1,1,1,100000001,510000001153,
11,,Segment,3,5,Image 1,5,1,100000001,510000001187,
28,,Segment,3,4,Image 1,4,1,100000001,510000001214,
12,,Segment,3,3,Image 1,3,1,100000001,510000001225,
7,,Segment,3,2,Image 1,2,1,100000001,510000001231,
8,,Segment,3,5,Image 1,4,1,100000001,510000001238,
13,,Segment,3,5,Image 1,3,1,100000001,510000001250,
25,,Segment,3,4,Image 1,2,1,100000001,510000001274,
36,,Segment,3,3,Image 1,2,1,100000001,510000001309,
