
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21813.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000005706,
21813.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000002,610000005715,
21817.3,µm,Spine,Spine Attachment Pt Distance from Origin,14,6,1,100000002,610000005719,
21805,µm,Spine,Spine Attachment Pt Distance from Origin,16,6,1,100000002,610000005737,
21826.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000005950,
21788.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005950,
21815.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000005950,
21813.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000005950,
21834.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005951,
21814.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000005951,
21827.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000005951,
21825,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000005952,
21833.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005952,
21813.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000005952,
21792.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000005952,
21814.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000005952,
21815.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000005953,
21825,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000005953,
21813.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000005953,
21830.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005953,
21792.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000005953,
21792,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000005954,
21834.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000005954,
21812.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005954,
21825.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000005954,
21813.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000005954,
21812.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000005955,
21812.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005955,
21825.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000005955,
21816.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000005956,
21834.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000005956,
21791.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000005956,
21812.9,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000005956,
21815.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000005957,
21789.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000005957,
21812.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000005957,
21824.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000005957,
21832.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,4,1,,610000005957,
21830,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005958,
21823.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005958,
21812,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000005958,
21787.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000005958,
21798.5,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000005958,
21787.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000005959,
21829.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000005959,
21816.5,µm,Spine,Spine Attachment Pt Distance from Origin,12,6,1,,610000005959,
21798.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000005960,
21828.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005960,
21812,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,,610000005960,
21826.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005961,
21814.8,µm,Spine,Spine Attachment Pt Distance from Origin,16,7,1,,610000005961,
21827.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005962,
21800.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000005962,
21817.6,µm,Spine,Spine Attachment Pt Distance from Origin,15,7,1,,610000005962,
21811.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005963,
21827.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005963,
21816.7,µm,Spine,Spine Attachment Pt Distance from Origin,13,6,1,,610000005963,
21811.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000005964,
21826.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000005964,
21820.5,µm,Spine,Spine Attachment Pt Distance from Origin,15,7,1,,610000005964,
21826.8,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000005965,
21809,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000005965,
21821.1,µm,Spine,Spine Attachment Pt Distance from Origin,15,8,1,,610000005965,
21809.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000005966,
21817.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000005966,
21809.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000005967,
21815.5,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000005967,
21809.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,,610000005968,
21814.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,5,1,,610000005968,
21812.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,5,1,,610000005969,
21809,µm,Spine,Spine Attachment Pt Distance from Origin,13,5,1,,610000005970,
21807.3,µm,Spine,Spine Attachment Pt Distance from Origin,14,5,1,,610000005971,
21804.8,µm,Spine,Spine Attachment Pt Distance from Origin,17,6,1,,610000005972,
21804.9,µm,Spine,Spine Attachment Pt Distance from Origin,17,6,1,,610000005974,
21805,µm,Spine,Spine Attachment Pt Distance from Origin,16,6,1,,610000005975,
21806.5,µm,Spine,Spine Attachment Pt Distance from Origin,16,6,1,,610000005976,
21805.9,µm,Spine,Spine Attachment Pt Distance from Origin,16,5,1,,610000005977,
21807,µm,Spine,Spine Attachment Pt Distance from Origin,20,5,1,,610000005978,
21807.5,µm,Spine,Spine Attachment Pt Distance from Origin,21,6,1,,610000005980,
21808.1,µm,Spine,Spine Attachment Pt Distance from Origin,22,6,1,,610000005981,
21808.1,µm,Spine,Spine Attachment Pt Distance from Origin,22,6,1,,610000005982,
21809.7,µm,Spine,Spine Attachment Pt Distance from Origin,23,6,1,,610000005983,
21818.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000005984,
