
Soma Intensity Sum of Square Ch=5 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
385404,,Soma,5,Image 1,1,100000000,800000000,
200374,,Soma,5,Image 1,1,100000001,800000001,
346995,,Soma,5,Image 1,1,100000002,800000002,
6377,,Soma,5,Image 1,1,100000003,800000003,
240915,,Soma,5,Image 1,1,100000004,800000004,
