
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
23.1704,°,Segment,21,8,1,100000001,510000000024,
-77.6569,°,Segment,20,7,1,100000001,510000000027,
-115.767,°,Segment,19,6,1,100000001,510000000030,
-60.0836,°,Segment,17,6,1,100000001,510000000034,
-147.265,°,Segment,16,6,1,100000001,510000000038,
176.146,°,Segment,15,6,1,100000001,510000000041,
-159.439,°,Segment,14,6,1,100000001,510000000044,
156.996,°,Segment,13,6,1,100000001,510000000048,
83.7404,°,Segment,11,6,1,100000001,510000000058,
89.3156,°,Segment,10,6,1,100000001,510000000065,
81.6055,°,Segment,9,6,1,100000001,510000000078,
77.0252,°,Segment,8,5,1,100000001,510000000089,
120.412,°,Segment,7,5,1,100000001,510000000114,
89.7904,°,Segment,6,4,1,100000001,510000000118,
64.9319,°,Segment,5,4,1,100000001,510000000133,
112.187,°,Segment,4,3,1,100000001,510000000168,
143.216,°,Segment,3,3,1,100000001,510000000177,
127.594,°,Segment,2,2,1,100000001,510000000185,
103.874,°,Segment,1,2,1,100000001,510000000187,
103.865,°,Segment,0,1,1,100000001,510000000192,
-2.63564,°,Segment,24,10,1,100000000,510000000208,
-21.8537,°,Segment,23,10,1,100000000,510000000243,
24.4893,°,Segment,22,9,1,100000000,510000000266,
-13.6341,°,Segment,21,8,1,100000000,510000000276,
-10.9689,°,Segment,20,8,1,100000000,510000000290,
-75.1651,°,Segment,19,8,1,100000000,510000000310,
-102.603,°,Segment,17,7,1,100000000,510000000338,
-101.443,°,Segment,16,7,1,100000000,510000000341,
-116,°,Segment,15,7,1,100000000,510000000349,
-38.0401,°,Segment,14,7,1,100000000,510000000367,
-109.155,°,Segment,13,6,1,100000000,510000000372,
179.379,°,Segment,12,5,1,100000000,510000000398,
169.655,°,Segment,10,4,1,100000000,510000000405,
-175.976,°,Segment,9,4,1,100000000,510000000407,
-164.214,°,Segment,8,4,1,100000000,510000000419,
-177.474,°,Segment,7,4,1,100000000,510000000433,
170.753,°,Segment,6,3,1,100000000,510000000435,
-134.009,°,Segment,5,3,1,100000000,510000000440,
-122.61,°,Segment,4,2,1,100000000,510000000455,
-135.945,°,Segment,3,2,1,100000000,510000000459,
-149.5,°,Segment,2,2,1,100000000,510000000484,
-127.413,°,Segment,1,1,1,100000000,510000000493,
-96.8168,°,Segment,0,1,1,100000000,510000000514,
-38.9898,°,Segment,11,6,1,100000000,510000000541,
-62.6347,°,Segment,9,5,1,100000000,510000000573,
-93.7419,°,Segment,8,4,1,100000000,510000000597,
-66.4491,°,Segment,7,4,1,100000000,510000000605,
-88.2082,°,Segment,6,4,1,100000000,510000000616,
-144.183,°,Segment,11,5,1,100000000,510000000619,
27.5721,°,Segment,23,9,1,100000000,510000000641,
117.658,°,Segment,3,2,1,100000003,510000000646,
118.493,°,Segment,2,2,1,100000003,510000000719,
128.016,°,Segment,1,2,1,100000003,510000000771,
38.6625,°,Segment,0,1,1,100000003,510000000793,
-115.795,°,Segment,3,3,1,100000003,510000000799,
-56.2531,°,Segment,9,6,1,100000000,510000000821,
20.6283,°,Segment,8,5,1,100000000,510000000824,
-179.456,°,Segment,9,4,1,100000000,510000000831,
-159.162,°,Segment,6,5,1,100000001,510000000856,
128.135,°,Segment,5,4,1,100000001,510000000863,
15.5719,°,Segment,4,3,1,100000001,510000000868,
31.505,°,Segment,3,3,1,100000001,510000000891,
33.5818,°,Segment,2,3,1,100000001,510000000941,
-88.4177,°,Segment,4,5,1,100000001,510000000954,
-54.4422,°,Segment,3,4,1,100000001,510000001003,
34.2546,°,Segment,4,4,1,100000001,510000001015,
107.041,°,Segment,5,2,1,100000000,510000001044,
78.0114,°,Segment,4,2,1,100000000,510000001071,
-161.848,°,Segment,3,1,1,100000000,510000001183,
-112.999,°,Segment,2,1,1,100000000,510000001185,
-63.9115,°,Segment,10,5,1,100000000,510000001203,
157.207,°,Segment,6,4,1,100000000,510000001214,
41.988,°,Segment,5,3,1,100000000,510000001276,
27.7056,°,Segment,6,3,1,100000000,510000001286,
149.264,°,Segment,5,5,1,100000001,510000001308,
-142.263,°,Segment,4,4,1,100000001,510000001318,
89.5405,°,Segment,4,4,1,100000001,510000001350,
113.749,°,Segment,7,2,1,100000002,510000001373,
-0.699952,°,Segment,6,1,1,100000002,510000001378,
-72.7356,°,Segment,5,1,1,100000002,510000001403,
-90.3015,°,Segment,4,1,1,100000002,510000001416,
-49.0065,°,Segment,2,1,1,100000002,510000001422,
1.6843,°,Segment,1,1,1,100000002,510000001427,
7.60665,°,Segment,0,1,1,100000002,510000001483,
153.545,°,Segment,12,7,1,100000000,510000001512,
-130.843,°,Segment,11,7,1,100000000,510000001515,
-110.977,°,Segment,10,6,1,100000000,510000001519,
-63.9717,°,Segment,9,5,1,100000000,510000001537,
17.3726,°,Segment,6,5,1,100000003,510000001569,
75.7427,°,Segment,5,4,1,100000003,510000001575,
107.505,°,Segment,4,3,1,100000003,510000001583,
162.695,°,Segment,3,2,1,100000003,510000001614,
114.4,°,Segment,1,2,1,100000003,510000001632,
131.682,°,Segment,0,1,1,100000003,510000001639,
-68.2448,°,Segment,8,4,1,100000003,510000001678,
33.0857,°,Segment,7,3,1,100000003,510000001714,
86.9141,°,Segment,6,2,1,100000003,510000001718,
