
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
72.0874,°,Spine,2,2,1,100000001,610000005273,
67.7611,°,Spine,2,2,1,100000001,610000005276,
75.6688,°,Spine,23,6,1,100000002,610000005281,
78.3788,°,Spine,4,2,1,100000001,610000005283,
69.5054,°,Spine,0,1,1,100000000,610000005287,
94.0951,°,Spine,1,1,1,100000000,610000005296,
75.7695,°,Spine,2,2,1,100000000,610000005300,
76.8365,°,Spine,1,1,1,100000001,610000005306,
86.5091,°,Spine,0,1,1,100000004,610000005309,
86.3552,°,Spine,3,2,1,100000004,610000005314,
96.7661,°,Spine,6,1,1,100000001,610000005327,
82.5276,°,Spine,15,7,1,100000002,610000005330,
86.55,°,Spine,0,1,1,100000004,610000005340,
90.3031,°,Spine,4,3,1,100000004,610000005371,
73.0757,°,Spine,1,1,1,100000000,610000005374,
75.3363,°,Spine,13,5,1,100000002,610000005391,
102.832,°,Spine,0,1,1,100000000,610000005394,
95.5329,°,Spine,1,2,1,100000004,610000005406,
100.082,°,Spine,17,6,1,100000002,610000005409,
82.9428,°,Spine,0,1,1,100000001,610000005412,
68.0028,°,Spine,13,6,1,100000002,610000005414,
78.883,°,Spine,17,7,1,100000002,610000005416,
86.6744,°,Spine,3,1,1,100000004,610000005423,
78.5698,°,Spine,9,4,1,100000002,610000005425,
64.7598,°,Spine,4,1,1,100000001,610000005434,
82.3782,°,Spine,0,1,1,100000002,610000005445,
76.0083,°,Spine,17,9,1,100000002,610000005460,
83.7875,°,Spine,3,1,1,100000004,610000005466,
63.1484,°,Spine,5,3,1,100000001,610000005474,
99.8827,°,Spine,8,3,1,100000001,610000005476,
79.9032,°,Spine,0,1,1,100000004,610000005486,
86.6806,°,Spine,1,1,1,100000002,610000005488,
85.4421,°,Spine,3,2,1,100000001,610000005496,
90.8041,°,Spine,8,4,1,100000002,610000005499,
87.8256,°,Spine,1,1,1,100000000,610000005502,
78.1643,°,Spine,3,2,1,100000001,610000005519,
86.3909,°,Spine,16,6,1,100000002,610000005533,
73.0606,°,Spine,17,9,1,100000002,610000005581,
73.452,°,Spine,12,6,1,100000002,610000005584,
68.6367,°,Spine,1,1,1,100000000,610000005638,
66.271,°,Spine,14,6,1,100000002,610000005642,
77.7601,°,Spine,3,1,1,100000002,610000005664,
89.0679,°,Spine,2,1,1,100000001,610000005684,
87.0674,°,Spine,3,1,1,100000002,610000005715,
76.5331,°,Spine,16,6,1,100000002,610000005737,
64.3201,°,Spine,2,2,1,100000000,610000005779,
57.5953,°,Spine,2,2,1,100000000,610000005780,
88.8419,°,Spine,0,1,1,100000000,610000005785,
77.1366,°,Spine,1,2,1,100000000,610000005788,
92.1261,°,Spine,0,1,1,100000000,610000005790,
44.2015,°,Spine,4,3,1,100000000,610000005793,
67.8717,°,Spine,2,2,1,100000000,610000005794,
70.2245,°,Spine,3,4,1,100000000,610000005798,
66.1105,°,Spine,0,1,1,100000000,610000005799,
80.9229,°,Spine,0,1,1,100000000,610000005801,
92.6394,°,Spine,5,3,1,100000001,610000005802,
89.8787,°,Spine,5,2,1,100000001,610000005803,
92.152,°,Spine,5,2,1,100000001,610000005804,
80.1505,°,Spine,3,2,1,100000001,610000005805,
89.372,°,Spine,4,1,1,100000001,610000005812,
77.2383,°,Spine,5,2,1,100000001,610000005814,
85.6087,°,Spine,5,3,1,100000001,610000005815,
71.5105,°,Spine,2,2,1,100000001,610000005816,
76.748,°,Spine,2,2,1,100000001,610000005817,
65.8644,°,Spine,3,2,1,100000001,610000005824,
85.178,°,Spine,3,2,1,100000001,610000005825,
73.4729,°,Spine,2,2,1,100000001,610000005826,
53.3768,°,Spine,2,2,1,100000001,610000005827,
71.789,°,Spine,4,2,1,100000001,610000005829,
64.6568,°,Spine,8,4,1,100000001,610000005830,
85.1624,°,Spine,6,3,1,100000001,610000005832,
89.4008,°,Spine,23,6,1,100000002,610000005843,
95.9674,°,Spine,22,6,1,100000002,610000005844,
93.0331,°,Spine,22,6,1,100000002,610000005845,
77.3135,°,Spine,21,6,1,100000002,610000005846,
90.5406,°,Spine,16,5,1,100000002,610000005849,
58.1618,°,Spine,16,6,1,100000002,610000005850,
81.9213,°,Spine,17,6,1,100000002,610000005851,
97.0882,°,Spine,16,6,1,100000002,610000005854,
63.387,°,Spine,14,5,1,100000002,610000005855,
87.056,°,Spine,13,5,1,100000002,610000005856,
95.984,°,Spine,13,6,1,100000002,610000005859,
78.6412,°,Spine,15,7,1,100000002,610000005860,
76.8925,°,Spine,15,8,1,100000002,610000005861,
93.2516,°,Spine,11,5,1,100000002,610000005862,
80.8697,°,Spine,11,5,1,100000002,610000005863,
65.3285,°,Spine,10,5,1,100000002,610000005864,
90.5701,°,Spine,10,5,1,100000002,610000005865,
49.3771,°,Spine,9,4,1,100000002,610000005866,
76.7616,°,Spine,12,6,1,100000002,610000005867,
69.0341,°,Spine,7,3,1,100000002,610000005868,
80.9842,°,Spine,7,3,1,100000002,610000005869,
74.4038,°,Spine,7,2,1,100000002,610000005870,
83.4039,°,Spine,5,2,1,100000002,610000005872,
70.2467,°,Spine,3,1,1,100000002,610000005873,
76.8484,°,Spine,3,1,1,100000002,610000005874,
94.2558,°,Spine,2,2,1,100000002,610000005875,
79.5169,°,Spine,1,1,1,100000002,610000005876,
70.9399,°,Spine,0,1,1,100000002,610000005883,
82.7455,°,Spine,7,2,1,100000003,610000005886,
94.51,°,Spine,7,3,1,100000003,610000005888,
92.5564,°,Spine,7,3,1,100000003,610000005889,
77.2033,°,Spine,6,2,1,100000003,610000005890,
81.8661,°,Spine,6,2,1,100000003,610000005891,
75.7163,°,Spine,0,1,1,100000003,610000005894,
74.0954,°,Spine,0,1,1,100000004,610000005902,
82.7222,°,Spine,5,2,1,100000004,610000005903,
65.3757,°,Spine,5,2,1,100000004,610000005904,
71.8674,°,Spine,6,4,1,100000004,610000005905,
88.9852,°,Spine,1,2,1,100000004,610000005910,
83.1279,°,Spine,3,2,1,100000004,610000005911,
