
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
69,,Segment,3,29,Image 1,11,1,100000002,510000000023,
391,,Segment,3,28,Image 1,10,1,100000002,510000000034,
333,,Segment,3,27,Image 1,9,1,100000002,510000000038,
383,,Segment,3,26,Image 1,9,1,100000002,510000000061,
676,,Segment,3,25,Image 1,8,1,100000002,510000000108,
405,,Segment,3,24,Image 1,7,1,100000002,510000000136,
623,,Segment,3,23,Image 1,6,1,100000002,510000000152,
450,,Segment,3,22,Image 1,6,1,100000002,510000000173,
203,,Segment,3,21,Image 1,6,1,100000002,510000000179,
553,,Segment,3,20,Image 1,5,1,100000002,510000000201,
120,,Segment,3,19,Image 1,5,1,100000002,510000000205,
193,,Segment,3,16,Image 1,5,1,100000002,510000000214,
237,,Segment,3,15,Image 1,5,1,100000002,510000000220,
594,,Segment,3,14,Image 1,5,1,100000002,510000000237,
587,,Segment,3,13,Image 1,5,1,100000002,510000000252,
847,,Segment,3,12,Image 1,5,1,100000002,510000000272,
297,,Segment,3,11,Image 1,5,1,100000002,510000000288,
137,,Segment,3,10,Image 1,4,1,100000002,510000000290,
1107,,Segment,3,9,Image 1,4,1,100000002,510000000315,
493,,Segment,3,8,Image 1,4,1,100000002,510000000335,
542,,Segment,3,7,Image 1,3,1,100000002,510000000346,
396,,Segment,3,6,Image 1,2,1,100000002,510000000360,
266,,Segment,3,5,Image 1,2,1,100000002,510000000366,
567,,Segment,3,3,Image 1,1,1,100000002,510000000382,
368,,Segment,3,2,Image 1,1,1,100000002,510000000385,
1231,,Segment,3,1,Image 1,1,1,100000002,510000000402,
311,,Segment,3,0,Image 1,1,1,100000002,510000000423,
339,,Segment,3,29,Image 1,10,1,100000002,510000000453,
386,,Segment,3,27,Image 1,10,1,100000002,510000000467,
244,,Segment,3,17,Image 1,8,1,100000002,510000000485,
909,,Segment,3,16,Image 1,7,1,100000002,510000000513,
499,,Segment,3,15,Image 1,7,1,100000002,510000000523,
277,,Segment,3,13,Image 1,6,1,100000002,510000000542,
310,,Segment,3,12,Image 1,6,1,100000002,510000000570,
832,,Segment,3,11,Image 1,5,1,100000002,510000000603,
784,,Segment,3,10,Image 1,5,1,100000002,510000000631,
614,,Segment,3,17,Image 1,7,1,100000002,510000000668,
386,,Segment,3,17,Image 1,8,1,100000002,510000000682,
378,,Segment,3,16,Image 1,8,1,100000002,510000000690,
120,,Segment,3,15,Image 1,7,1,100000002,510000000698,
934,,Segment,3,14,Image 1,6,1,100000002,510000000724,
431,,Segment,3,17,Image 1,9,1,100000002,510000000740,
