
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
8.94531,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
3.05664,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
8.76074,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
10.3374,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
