
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.850005,µm,Segment,21,8,1,100000001,510000000024,
1.06398,µm,Segment,20,7,1,100000001,510000000027,
1.0474,µm,Segment,19,6,1,100000001,510000000030,
1.0731,µm,Segment,17,6,1,100000001,510000000034,
1.44271,µm,Segment,16,6,1,100000001,510000000038,
1.10222,µm,Segment,15,6,1,100000001,510000000041,
1.18108,µm,Segment,14,6,1,100000001,510000000044,
0.988036,µm,Segment,13,6,1,100000001,510000000048,
1.1524,µm,Segment,11,6,1,100000001,510000000058,
1.21263,µm,Segment,10,6,1,100000001,510000000065,
0.929246,µm,Segment,9,6,1,100000001,510000000078,
1.26258,µm,Segment,8,5,1,100000001,510000000089,
0.676025,µm,Segment,7,5,1,100000001,510000000114,
0.770471,µm,Segment,6,4,1,100000001,510000000118,
1.20401,µm,Segment,5,4,1,100000001,510000000133,
1.49131,µm,Segment,4,3,1,100000001,510000000168,
0.875714,µm,Segment,3,3,1,100000001,510000000177,
1.0174,µm,Segment,2,2,1,100000001,510000000185,
0.818827,µm,Segment,1,2,1,100000001,510000000187,
0.432388,µm,Segment,0,1,1,100000001,510000000192,
0.880426,µm,Segment,24,10,1,100000000,510000000208,
0.473212,µm,Segment,23,10,1,100000000,510000000243,
0.568329,µm,Segment,22,9,1,100000000,510000000266,
0.869159,µm,Segment,21,8,1,100000000,510000000276,
1.06251,µm,Segment,20,8,1,100000000,510000000290,
0.87013,µm,Segment,19,8,1,100000000,510000000310,
1.18152,µm,Segment,17,7,1,100000000,510000000338,
1.43544,µm,Segment,16,7,1,100000000,510000000341,
1.38631,µm,Segment,15,7,1,100000000,510000000349,
0.677274,µm,Segment,14,7,1,100000000,510000000367,
0.878603,µm,Segment,13,6,1,100000000,510000000372,
0.976455,µm,Segment,12,5,1,100000000,510000000398,
1.66684,µm,Segment,10,4,1,100000000,510000000405,
1.5481,µm,Segment,9,4,1,100000000,510000000407,
1.39534,µm,Segment,8,4,1,100000000,510000000419,
0.896944,µm,Segment,7,4,1,100000000,510000000433,
1.28958,µm,Segment,6,3,1,100000000,510000000435,
1.45143,µm,Segment,5,3,1,100000000,510000000440,
1.00507,µm,Segment,4,2,1,100000000,510000000455,
1.33638,µm,Segment,3,2,1,100000000,510000000459,
0.779657,µm,Segment,2,2,1,100000000,510000000484,
1.67778,µm,Segment,1,1,1,100000000,510000000493,
1.0692,µm,Segment,0,1,1,100000000,510000000514,
0.760804,µm,Segment,11,6,1,100000000,510000000541,
0.536369,µm,Segment,9,5,1,100000000,510000000573,
0.821761,µm,Segment,8,4,1,100000000,510000000597,
0.73669,µm,Segment,7,4,1,100000000,510000000605,
0.702671,µm,Segment,6,4,1,100000000,510000000616,
0.991658,µm,Segment,11,5,1,100000000,510000000619,
0.518497,µm,Segment,23,9,1,100000000,510000000641,
1.00802,µm,Segment,3,2,1,100000003,510000000646,
0.651573,µm,Segment,2,2,1,100000003,510000000719,
0.837692,µm,Segment,1,2,1,100000003,510000000771,
0.690299,µm,Segment,0,1,1,100000003,510000000793,
0.953164,µm,Segment,3,3,1,100000003,510000000799,
0.607174,µm,Segment,9,6,1,100000000,510000000821,
0.614068,µm,Segment,8,5,1,100000000,510000000824,
0.564518,µm,Segment,9,4,1,100000000,510000000831,
0.633812,µm,Segment,6,5,1,100000001,510000000856,
0.669816,µm,Segment,5,4,1,100000001,510000000863,
0.864929,µm,Segment,4,3,1,100000001,510000000868,
0.766681,µm,Segment,3,3,1,100000001,510000000891,
0.797459,µm,Segment,2,3,1,100000001,510000000941,
0.662475,µm,Segment,4,5,1,100000001,510000000954,
0.73754,µm,Segment,3,4,1,100000001,510000001003,
0.817432,µm,Segment,4,4,1,100000001,510000001015,
0.81821,µm,Segment,5,2,1,100000000,510000001044,
0.744169,µm,Segment,4,2,1,100000000,510000001071,
0.905407,µm,Segment,3,1,1,100000000,510000001183,
1.73155,µm,Segment,2,1,1,100000000,510000001185,
0.678289,µm,Segment,10,5,1,100000000,510000001203,
0.829353,µm,Segment,6,4,1,100000000,510000001214,
0.810372,µm,Segment,5,3,1,100000000,510000001276,
0.837641,µm,Segment,6,3,1,100000000,510000001286,
0.709938,µm,Segment,5,5,1,100000001,510000001308,
1.07819,µm,Segment,4,4,1,100000001,510000001318,
0.682096,µm,Segment,4,4,1,100000001,510000001350,
0.56242,µm,Segment,7,2,1,100000002,510000001373,
1.0847,µm,Segment,6,1,1,100000002,510000001378,
0.482992,µm,Segment,5,1,1,100000002,510000001403,
0.858224,µm,Segment,4,1,1,100000002,510000001416,
0.859907,µm,Segment,2,1,1,100000002,510000001422,
0.901938,µm,Segment,1,1,1,100000002,510000001427,
1.10751,µm,Segment,0,1,1,100000002,510000001483,
0.809049,µm,Segment,12,7,1,100000000,510000001512,
0.771036,µm,Segment,11,7,1,100000000,510000001515,
0.898747,µm,Segment,10,6,1,100000000,510000001519,
0.670494,µm,Segment,9,5,1,100000000,510000001537,
0.555681,µm,Segment,6,5,1,100000003,510000001569,
0.948704,µm,Segment,5,4,1,100000003,510000001575,
1.28504,µm,Segment,4,3,1,100000003,510000001583,
1.85443,µm,Segment,3,2,1,100000003,510000001614,
0.745722,µm,Segment,1,2,1,100000003,510000001632,
1.46809,µm,Segment,0,1,1,100000003,510000001639,
0.932685,µm,Segment,8,4,1,100000003,510000001678,
0.724727,µm,Segment,7,3,1,100000003,510000001714,
0.847493,µm,Segment,6,2,1,100000003,510000001718,
0.726514,µm,Segment,5,2,1,100000003,510000001732,
0.827561,µm,Segment,4,2,1,100000003,510000001762,
1.00661,µm,Segment,3,1,1,100000003,510000001764,
1.27886,µm,Segment,2,1,1,100000003,510000001774,
1.1377,µm,Segment,1,1,1,100000003,510000001793,
1.37091,µm,Segment,0,1,1,100000003,510000001805,
0.623067,µm,Segment,11,6,1,100000000,510000001816,
1.19405,µm,Segment,10,5,1,100000000,510000001822,
0.986564,µm,Segment,9,5,1,100000000,510000001830,
0.80535,µm,Segment,8,5,1,100000000,510000001854,
0.67834,µm,Segment,20,9,1,100000000,510000001868,
0.946052,µm,Segment,19,8,1,100000000,510000001873,
1.08087,µm,Segment,18,8,1,100000000,510000001878,
1.00255,µm,Segment,5,4,1,100000001,510000001886,
0.819947,µm,Segment,6,4,1,100000003,510000001949,
0.801856,µm,Segment,5,3,1,100000003,510000001951,
0.763041,µm,Segment,4,3,1,100000003,510000001954,
0.84433,µm,Segment,3,3,1,100000003,510000001958,
0.563217,µm,Segment,2,2,1,100000003,510000001993,
0.982989,µm,Segment,1,1,1,100000003,510000002009,
1.05654,µm,Segment,0,1,1,100000003,510000002116,
0.94058,µm,Segment,3,2,1,100000003,510000002156,
0.841788,µm,Segment,6,3,1,100000003,510000002158,
0.893302,µm,Segment,7,5,1,100000001,510000002239,
0.506358,µm,Segment,2,3,1,100000003,510000002269,
0.568907,µm,Segment,7,4,1,100000003,510000002296,
1.04426,µm,Segment,5,3,1,100000003,510000002317,
1.14973,µm,Segment,4,3,1,100000003,510000002353,
1.60823,µm,Segment,3,3,1,100000003,510000002362,
0.55583,µm,Segment,0,1,1,100000002,510000002409,
0.958308,µm,Segment,9,3,1,100000003,510000002435,
1.05724,µm,Segment,8,3,1,100000003,510000002481,
0.816369,µm,Segment,9,4,1,100000003,510000002486,
0.814915,µm,Segment,12,6,1,100000000,510000002489,
0.895675,µm,Segment,11,6,1,100000000,510000002491,
0.701843,µm,Segment,12,7,1,100000000,510000002493,
1.0139,µm,Segment,10,5,1,100000000,510000002496,
0.510746,µm,Segment,0,1,1,100000003,510000002506,
0.87898,µm,Segment,23,8,1,100000000,510000002535,
0.976923,µm,Segment,22,8,1,100000000,510000002551,
0.93955,µm,Segment,21,8,1,100000000,510000002554,
0.708195,µm,Segment,6,6,1,100000003,510000002600,
0.750248,µm,Segment,5,5,1,100000003,510000002604,
1.06584,µm,Segment,4,4,1,100000003,510000002611,
1.09699,µm,Segment,7,4,1,100000001,510000002614,
0.76384,µm,Segment,6,4,1,100000001,510000002625,
1.01631,µm,Segment,8,4,1,100000001,510000002673,
0.677285,µm,Segment,7,4,1,100000001,510000002736,
0.818072,µm,Segment,8,5,1,100000001,510000002740,
0.529363,µm,Segment,9,6,1,100000000,510000002751,
0.504946,µm,Segment,4,3,1,100000000,510000002768,
0.832554,µm,Segment,17,8,1,100000000,510000002787,
1.26005,µm,Segment,16,7,1,100000000,510000002826,
1.34969,µm,Segment,15,7,1,100000000,510000002835,
0.820477,µm,Segment,14,6,1,100000000,510000002875,
1.05623,µm,Segment,12,5,1,100000000,510000002904,
1.07985,µm,Segment,11,5,1,100000000,510000002926,
0.979451,µm,Segment,17,7,1,100000000,510000002930,
1.01518,µm,Segment,17,9,1,100000000,510000002955,
1.14204,µm,Segment,16,8,1,100000000,510000002960,
1.09075,µm,Segment,17,8,1,100000000,510000002967,
1.42321,µm,Segment,15,6,1,100000000,510000002989,
0.835237,µm,Segment,22,9,1,100000000,510000003029,
0.71851,µm,Segment,22,8,1,100000000,510000003036,
0.747325,µm,Segment,23,9,1,100000000,510000003039,
0.814179,µm,Segment,21,9,1,100000000,510000003047,
0.842638,µm,Segment,21,9,1,100000000,510000003049,
0.810279,µm,Segment,19,9,1,100000000,510000003053,
0.819418,µm,Segment,20,9,1,100000000,510000003055,
0.918899,µm,Segment,19,7,1,100000000,510000003057,
0.987037,µm,Segment,16,8,1,100000000,510000003071,
0.791923,µm,Segment,17,8,1,100000000,510000003073,
1.03765,µm,Segment,15,8,1,100000000,510000003080,
0.617345,µm,Segment,0,1,1,100000000,510000003121,
0.976854,µm,Segment,8,3,1,100000000,510000003136,
1.54698,µm,Segment,7,2,1,100000000,510000003146,
1.19009,µm,Segment,6,2,1,100000000,510000003177,
0.777212,µm,Segment,5,2,1,100000000,510000003199,
0.83491,µm,Segment,4,1,1,100000000,510000003240,
1.104,µm,Segment,8,2,1,100000000,510000003244,
1.20745,µm,Segment,7,3,1,100000000,510000003246,
1.1375,µm,Segment,6,3,1,100000000,510000003249,
0.445997,µm,Segment,0,1,1,100000003,510000003286,
0.528105,µm,Segment,11,5,1,100000001,510000003321,
0.872622,µm,Segment,10,4,1,100000001,510000003337,
1.10737,µm,Segment,9,3,1,100000001,510000003345,
1.34884,µm,Segment,8,3,1,100000001,510000003350,
1.19565,µm,Segment,7,3,1,100000001,510000003368,
1.35438,µm,Segment,6,3,1,100000001,510000003373,
0.961325,µm,Segment,6,2,1,100000002,510000003396,
0.624555,µm,Segment,5,2,1,100000002,510000003430,
0.777722,µm,Segment,4,2,1,100000002,510000003444,
0.948019,µm,Segment,3,2,1,100000002,510000003446,
0.793185,µm,Segment,2,2,1,100000002,510000003480,
1.45419,µm,Segment,1,1,1,100000002,510000003489,
1.53959,µm,Segment,0,1,1,100000002,510000003516,
0.789695,µm,Segment,6,3,1,100000002,510000003548,
0.764103,µm,Segment,5,3,1,100000001,510000003555,
0.848975,µm,Segment,13,7,1,100000001,510000003580,
0.618689,µm,Segment,3,3,1,100000002,510000003590,
1.35362,µm,Segment,1,2,1,100000002,510000003632,
0.878093,µm,Segment,23,7,1,100000001,510000003657,
0.879834,µm,Segment,22,7,1,100000001,510000003669,
1.06446,µm,Segment,21,7,1,100000001,510000003692,
0.843575,µm,Segment,23,8,1,100000001,510000003696,
0.911576,µm,Segment,12,7,1,100000001,510000003737,
1.24473,µm,Segment,20,6,1,100000001,510000003745,
0.892117,µm,Segment,19,7,1,100000001,510000003755,
0.89975,µm,Segment,16,7,1,100000001,510000003762,
0.986263,µm,Segment,9,5,1,100000001,510000003844,
0.888747,µm,Segment,18,7,1,100000001,510000003846,
1.00565,µm,Segment,17,7,1,100000001,510000003849,
0.854028,µm,Segment,14,7,1,100000001,510000003858,
0.85154,µm,Segment,15,7,1,100000001,510000003863,
0.849281,µm,Segment,11,7,1,100000001,510000003888,
