
Soma Center of Homogeneous Mass X
 ==================== 
Soma Center of Homogeneous Mass X,Unit,Category,Collection,Time,FilamentID,ID,
-72.869,µm,Soma,Soma Center of Homogeneous Mass,1,100000000,800000000,
-102.023,µm,Soma,Soma Center of Homogeneous Mass,1,100000001,800000001,
-62.4413,µm,Soma,Soma Center of Homogeneous Mass,1,100000002,800000002,
-98.0741,µm,Soma,Soma Center of Homogeneous Mass,1,100000003,800000003,
-70.5308,µm,Soma,Soma Center of Homogeneous Mass,1,100000004,800000004,
