
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,9,6,1,100000000,610000007214,
1,,Spine,6,6,1,100000003,610000007229,
1,,Spine,6,2,1,100000002,610000007238,
1,,Spine,16,8,1,100000000,610000007266,
1,,Spine,3,2,1,100000002,610000007277,
1,,Spine,4,2,1,100000002,610000007293,
1,,Spine,10,6,1,100000000,610000007305,
1,,Spine,11,3,1,100000001,610000007318,
1,,Spine,1,2,1,100000002,610000007336,
1,,Spine,4,4,1,100000001,610000007342,
1,,Spine,2,2,1,100000003,610000007349,
1,,Spine,5,2,1,100000002,610000007354,
1,,Spine,4,2,1,100000002,610000007361,
1,,Spine,2,3,1,100000001,610000007387,
1,,Spine,4,3,1,100000003,610000007398,
1,,Spine,5,2,1,100000002,610000007413,
1,,Spine,1,1,1,100000003,610000007435,
1,,Spine,3,4,1,100000001,610000007448,
1,,Spine,8,5,1,100000000,610000007452,
1,,Spine,5,3,1,100000002,610000007458,
1,,Spine,1,2,1,100000002,610000007474,
1,,Spine,12,7,1,100000000,610000007484,
1,,Spine,1,1,1,100000003,610000007491,
1,,Spine,3,3,1,100000002,610000007499,
1,,Spine,2,3,1,100000001,610000007503,
1,,Spine,4,2,1,100000000,610000007517,
1,,Spine,5,4,1,100000001,610000007519,
1,,Spine,3,3,1,100000002,610000007522,
1,,Spine,5,4,1,100000001,610000007525,
1,,Spine,3,2,1,100000000,610000007527,
1,,Spine,0,1,1,100000003,610000007534,
1,,Spine,3,3,1,100000001,610000007538,
1,,Spine,10,6,1,100000000,610000007556,
1,,Spine,1,1,1,100000000,610000007579,
1,,Spine,8,3,1,100000003,610000007585,
1,,Spine,16,6,1,100000001,610000007619,
1,,Spine,0,1,1,100000003,610000007629,
1,,Spine,5,2,1,100000002,610000007634,
1,,Spine,2,2,1,100000000,610000007644,
1,,Spine,3,1,1,100000002,610000007650,
1,,Spine,4,2,1,100000000,610000007659,
1,,Spine,15,7,1,100000000,610000007664,
1,,Spine,1,1,1,100000003,610000007681,
1,,Spine,16,7,1,100000000,610000007690,
1,,Spine,17,7,1,100000000,610000007707,
1,,Spine,17,9,1,100000000,610000007749,
1,,Spine,1,2,1,100000003,610000007761,
1,,Spine,5,2,1,100000003,610000007768,
1,,Spine,0,1,1,,610000007920,
1,,Spine,2,1,1,,610000007920,
1,,Spine,3,1,1,,610000007920,
1,,Spine,3,4,1,,610000007920,
1,,Spine,3,2,1,,610000007921,
1,,Spine,2,3,1,,610000007921,
1,,Spine,3,1,1,,610000007921,
1,,Spine,3,4,1,,610000007921,
1,,Spine,2,2,1,,610000007922,
1,,Spine,7,4,1,,610000007922,
1,,Spine,2,3,1,,610000007922,
1,,Spine,3,2,1,,610000007923,
1,,Spine,3,3,1,,610000007923,
1,,Spine,7,3,1,,610000007923,
1,,Spine,6,1,1,,610000007923,
1,,Spine,11,5,1,,610000007924,
1,,Spine,4,3,1,,610000007924,
1,,Spine,0,1,1,,610000007924,
1,,Spine,3,2,1,,610000007924,
1,,Spine,5,2,1,,610000007925,
1,,Spine,3,2,1,,610000007925,
1,,Spine,11,6,1,,610000007925,
1,,Spine,5,2,1,,610000007926,
1,,Spine,6,4,1,,610000007926,
1,,Spine,4,3,1,,610000007926,
1,,Spine,8,4,1,,610000007926,
1,,Spine,4,2,1,,610000007927,
1,,Spine,3,1,1,,610000007927,
1,,Spine,8,4,1,,610000007927,
1,,Spine,7,2,1,,610000007928,
1,,Spine,9,6,1,,610000007928,
1,,Spine,17,6,1,,610000007928,
1,,Spine,6,4,1,,610000007929,
1,,Spine,2,2,1,,610000007929,
1,,Spine,7,3,1,,610000007929,
1,,Spine,20,6,1,,610000007929,
1,,Spine,7,4,1,,610000007930,
1,,Spine,1,2,1,,610000007930,
1,,Spine,8,4,1,,610000007930,
1,,Spine,20,6,1,,610000007930,
1,,Spine,12,6,1,,610000007931,
1,,Spine,0,1,1,,610000007931,
1,,Spine,21,7,1,,610000007931,
1,,Spine,5,4,1,,610000007932,
1,,Spine,12,6,1,,610000007932,
1,,Spine,,,1,,610000007932,
1,,Spine,9,5,1,,610000007933,
1,,Spine,9,6,1,,610000007933,
1,,Spine,0,1,1,,610000007934,
1,,Spine,8,5,1,,610000007934,
1,,Spine,8,4,1,,610000007935,
1,,Spine,12,7,1,,610000007936,
1,,Spine,12,6,1,,610000007937,
1,,Spine,10,5,1,,610000007939,
1,,Spine,9,5,1,,610000007942,
1,,Spine,15,6,1,,610000007943,
1,,Spine,15,6,1,,610000007945,
1,,Spine,14,6,1,,610000007946,
1,,Spine,12,5,1,,610000007947,
1,,Spine,12,5,1,,610000007948,
1,,Spine,12,5,1,,610000007949,
1,,Spine,12,4,1,,610000007950,
1,,Spine,12,5,1,,610000007951,
1,,Spine,15,8,1,,610000007952,
1,,Spine,15,8,1,,610000007953,
1,,Spine,23,8,1,,610000007954,
1,,Spine,23,8,1,,610000007955,
1,,Spine,19,9,1,,610000007956,
1,,Spine,20,8,1,,610000007957,
1,,Spine,20,8,1,,610000007958,
1,,Spine,21,9,1,,610000007959,
1,,Spine,21,9,1,,610000007960,
1,,Spine,24,10,1,,610000007961,
1,,Spine,0,1,1,,610000007962,
