
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21815,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000001,610000005273,
21813,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000001,610000005276,
21808.4,µm,Spine,Spine Terminal Pt Distance from Origin,23,6,1,100000002,610000005281,
21815.5,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000001,610000005283,
21829.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000005287,
21811.4,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000002,610000005293,
21828.8,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000005296,
21834.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000005300,
21827.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000003,610000005303,
21804.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000005306,
21791.1,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000004,610000005309,
21826.9,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000003,610000005311,
21790,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000004,610000005314,
21829.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000005316,
21811.2,µm,Spine,Spine Terminal Pt Distance from Origin,6,1,1,100000001,610000005327,
21815.4,µm,Spine,Spine Terminal Pt Distance from Origin,15,7,1,100000002,610000005330,
21791,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000004,610000005340,
21816.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000005350,
21817.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000005357,
21826.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000005366,
21791.4,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000004,610000005371,
21828.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000005374,
21826.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000005376,
21817.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000005381,
21809.6,µm,Spine,Spine Terminal Pt Distance from Origin,13,5,1,100000002,610000005391,
21829.1,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000005394,
21833.4,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000005401,
21813.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000005403,
21793.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000004,610000005406,
