
Soma BoundingBoxAA Length Y
 ==================== 
Soma BoundingBoxAA Length Y,Unit,Category,Collection,Time,FilamentID,ID,
2.66602,µm,Soma,Soma BoundingBoxAA Length,1,100000000,800000000,
4.22266,µm,Soma,Soma BoundingBoxAA Length,1,100000001,800000001,
3.31445,µm,Soma,Soma BoundingBoxAA Length,1,100000002,800000002,
4.93945,µm,Soma,Soma BoundingBoxAA Length,1,100000003,800000003,
2.46875,µm,Soma,Soma BoundingBoxAA Length,1,100000004,800000004,
