
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21860.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000007925,
21882.8,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000007925,
21802.3,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,,610000007925,
21835.3,µm,Spine,Spine Terminal Pt Distance from Origin,11,6,1,,610000007925,
21844.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000007926,
21904.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000007926,
21802.6,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,,610000007926,
21841.6,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,,610000007926,
21842.9,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,,610000007927,
21843,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000007927,
21888.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000007927,
21816.6,µm,Spine,Spine Terminal Pt Distance from Origin,11,6,1,,610000007927,
21837.3,µm,Spine,Spine Terminal Pt Distance from Origin,7,2,1,,610000007928,
21888.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000007928,
21847,µm,Spine,Spine Terminal Pt Distance from Origin,9,6,1,,610000007928,
21816.8,µm,Spine,Spine Terminal Pt Distance from Origin,17,6,1,,610000007928,
21849.7,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,,610000007929,
21891.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000007929,
21840.8,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,,610000007929,
21814.7,µm,Spine,Spine Terminal Pt Distance from Origin,20,6,1,,610000007929,
21898.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000007930,
21838.7,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,,610000007930,
21850.9,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000007930,
21814.6,µm,Spine,Spine Terminal Pt Distance from Origin,20,6,1,,610000007930,
21892.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000007931,
21848.5,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000007931,
21861.8,µm,Spine,Spine Terminal Pt Distance from Origin,12,6,1,,610000007931,
21813.5,µm,Spine,Spine Terminal Pt Distance from Origin,21,7,1,,610000007931,
21788.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000007932,
21814.9,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,,610000007932,
21863.2,µm,Spine,Spine Terminal Pt Distance from Origin,12,6,1,,610000007932,
21828.8,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,,610000007933,
21858.9,µm,Spine,Spine Terminal Pt Distance from Origin,9,6,1,,610000007933,
21851.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000007934,
21857.8,µm,Spine,Spine Terminal Pt Distance from Origin,8,5,1,,610000007934,
21850.8,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,,610000007935,
21844.5,µm,Spine,Spine Terminal Pt Distance from Origin,12,7,1,,610000007936,
21844.7,µm,Spine,Spine Terminal Pt Distance from Origin,12,6,1,,610000007937,
21844.6,µm,Spine,Spine Terminal Pt Distance from Origin,10,5,1,,610000007938,
21845.2,µm,Spine,Spine Terminal Pt Distance from Origin,10,5,1,,610000007939,
21845.5,µm,Spine,Spine Terminal Pt Distance from Origin,10,5,1,,610000007940,
21847.4,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,,610000007941,
21846.4,µm,Spine,Spine Terminal Pt Distance from Origin,9,5,1,,610000007942,
21864.8,µm,Spine,Spine Terminal Pt Distance from Origin,15,6,1,,610000007943,
21865.6,µm,Spine,Spine Terminal Pt Distance from Origin,15,6,1,,610000007944,
21864.9,µm,Spine,Spine Terminal Pt Distance from Origin,15,6,1,,610000007945,
21861.2,µm,Spine,Spine Terminal Pt Distance from Origin,14,6,1,,610000007946,
21862.2,µm,Spine,Spine Terminal Pt Distance from Origin,12,5,1,,610000007947,
21860.1,µm,Spine,Spine Terminal Pt Distance from Origin,12,5,1,,610000007948,
21859.4,µm,Spine,Spine Terminal Pt Distance from Origin,12,5,1,,610000007949,
21850.4,µm,Spine,Spine Terminal Pt Distance from Origin,12,4,1,,610000007950,
21851.8,µm,Spine,Spine Terminal Pt Distance from Origin,12,5,1,,610000007951,
21849.6,µm,Spine,Spine Terminal Pt Distance from Origin,15,8,1,,610000007952,
21850,µm,Spine,Spine Terminal Pt Distance from Origin,15,8,1,,610000007953,
21841.9,µm,Spine,Spine Terminal Pt Distance from Origin,23,8,1,,610000007954,
21838.8,µm,Spine,Spine Terminal Pt Distance from Origin,23,8,1,,610000007955,
21837.4,µm,Spine,Spine Terminal Pt Distance from Origin,19,9,1,,610000007956,
21832.7,µm,Spine,Spine Terminal Pt Distance from Origin,20,8,1,,610000007957,
21832.7,µm,Spine,Spine Terminal Pt Distance from Origin,20,8,1,,610000007958,
21833.6,µm,Spine,Spine Terminal Pt Distance from Origin,21,9,1,,610000007959,
21834,µm,Spine,Spine Terminal Pt Distance from Origin,21,9,1,,610000007960,
21830.9,µm,Spine,Spine Terminal Pt Distance from Origin,24,10,1,,610000007961,
21868.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000007962,
21861.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000007965,
