
Filament Segment Volume (sum)
 ==================== 
Filament Segment Volume (sum),Unit,Category,Time,ID,
414.918,µm^3,Filament,1,100000000,
310.061,µm^3,Filament,1,100000001,
327.117,µm^3,Filament,1,100000002,
352.113,µm^3,Filament,1,100000003,
