
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-99.6425,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000005273,
-97.5837,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000005276,
-76.1775,µm,Spine,Spine Terminal Pt Position,23,6,1,100000002,610000005281,
-108.511,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000005283,
-71.6275,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000005287,
-64.6075,µm,Spine,Spine Terminal Pt Position,8,3,1,100000002,610000005293,
-79.2325,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000005296,
-77.2175,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000005300,
-101.397,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000005303,
-98.5375,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000005306,
-72.8625,µm,Spine,Spine Terminal Pt Position,0,1,1,100000004,610000005309,
-98.2775,µm,Spine,Spine Terminal Pt Position,3,2,1,100000003,610000005311,
-68.4425,µm,Spine,Spine Terminal Pt Position,3,2,1,100000004,610000005314,
-98.3425,µm,Spine,Spine Terminal Pt Position,,,1,,610000005316,
-102.521,µm,Spine,Spine Terminal Pt Position,6,1,1,100000001,610000005327,
-73.3825,µm,Spine,Spine Terminal Pt Position,15,7,1,100000002,610000005330,
-72.5375,µm,Spine,Spine Terminal Pt Position,0,1,1,100000004,610000005340,
-62.0725,µm,Spine,Spine Terminal Pt Position,,,1,,610000005350,
-62.0075,µm,Spine,Spine Terminal Pt Position,,,1,,610000005357,
-72.5375,µm,Spine,Spine Terminal Pt Position,,,1,,610000005366,
-66.2975,µm,Spine,Spine Terminal Pt Position,4,3,1,100000004,610000005371,
-65.4525,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000005374,
-72.6025,µm,Spine,Spine Terminal Pt Position,,,1,,610000005376,
-61.8775,µm,Spine,Spine Terminal Pt Position,,,1,,610000005381,
-70.8475,µm,Spine,Spine Terminal Pt Position,13,5,1,100000002,610000005391,
-66.3625,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000005394,
-64.6075,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000005401,
-102.567,µm,Spine,Spine Terminal Pt Position,,,1,,610000005403,
-71.6925,µm,Spine,Spine Terminal Pt Position,1,2,1,100000004,610000005406,
-70.6525,µm,Spine,Spine Terminal Pt Position,17,6,1,100000002,610000005409,
-100.617,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005412,
-71.4325,µm,Spine,Spine Terminal Pt Position,13,6,1,100000002,610000005414,
-77.5425,µm,Spine,Spine Terminal Pt Position,17,7,1,100000002,610000005416,
-100.227,µm,Spine,Spine Terminal Pt Position,,,1,,610000005418,
-70.4463,µm,Spine,Spine Terminal Pt Position,3,1,1,100000004,610000005423,
-66.8825,µm,Spine,Spine Terminal Pt Position,9,4,1,100000002,610000005425,
-110.367,µm,Spine,Spine Terminal Pt Position,4,1,1,100000001,610000005434,
-61.8125,µm,Spine,Spine Terminal Pt Position,,,1,,610000005437,
-96.0675,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005443,
-62.0075,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005445,
-108.807,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000005447,
-75.0725,µm,Spine,Spine Terminal Pt Position,20,5,1,100000002,610000005454,
-66.6225,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000005457,
-75.0725,µm,Spine,Spine Terminal Pt Position,17,9,1,100000002,610000005460,
-73.3039,µm,Spine,Spine Terminal Pt Position,14,6,1,100000002,610000005464,
-69.8075,µm,Spine,Spine Terminal Pt Position,3,1,1,100000004,610000005466,
-98.9275,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000005474,
-103.737,µm,Spine,Spine Terminal Pt Position,8,3,1,100000001,610000005476,
-98.4075,µm,Spine,Spine Terminal Pt Position,,,1,,610000005478,
-98.2775,µm,Spine,Spine Terminal Pt Position,3,3,1,100000001,610000005483,
-69.8725,µm,Spine,Spine Terminal Pt Position,0,1,1,100000004,610000005486,
-62.2858,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000005488,
-106.922,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000005496,
-64.9975,µm,Spine,Spine Terminal Pt Position,8,4,1,100000002,610000005499,
-65.6475,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000005502,
-72.8625,µm,Spine,Spine Terminal Pt Position,,,1,,610000005509,
-75.1375,µm,Spine,Spine Terminal Pt Position,16,7,1,100000002,610000005517,
-107.897,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000005519,
-61.8125,µm,Spine,Spine Terminal Pt Position,,,1,,610000005525,
-66.6875,µm,Spine,Spine Terminal Pt Position,12,6,1,100000002,610000005529,
-70.5225,µm,Spine,Spine Terminal Pt Position,16,6,1,100000002,610000005533,
-73.3175,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000005538,
-95.2225,µm,Spine,Spine Terminal Pt Position,7,2,1,100000003,610000005540,
-105.037,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005566,
-66.3625,µm,Spine,Spine Terminal Pt Position,12,6,1,100000002,610000005574,
-74.8087,µm,Spine,Spine Terminal Pt Position,17,9,1,100000002,610000005581,
