
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.27362,µm,Spine,2,2,1,100000001,610000005273,
4.70695,µm,Spine,2,2,1,100000001,610000005276,
27.7289,µm,Spine,23,6,1,100000002,610000005281,
7.64193,µm,Spine,4,2,1,100000001,610000005283,
0.542281,µm,Spine,0,1,1,100000000,610000005287,
8.5211,µm,Spine,8,3,1,100000002,610000005293,
4.85047,µm,Spine,1,1,1,100000000,610000005296,
8.60596,µm,Spine,2,2,1,100000000,610000005300,
2.68233,µm,Spine,4,2,1,100000003,610000005303,
8.14397,µm,Spine,1,1,1,100000001,610000005306,
2.2998,µm,Spine,0,1,1,100000004,610000005309,
1.58756,µm,Spine,3,2,1,100000003,610000005311,
3.21229,µm,Spine,3,2,1,100000004,610000005314,
8.82886,µm,Spine,6,1,1,100000001,610000005327,
23.5771,µm,Spine,15,7,1,100000002,610000005330,
1.95355,µm,Spine,0,1,1,100000004,610000005340,
5.96833,µm,Spine,4,3,1,100000004,610000005371,
5.8467,µm,Spine,1,1,1,100000000,610000005374,
16.5937,µm,Spine,13,5,1,100000002,610000005391,
5.099,µm,Spine,0,1,1,100000000,610000005394,
10.867,µm,Spine,6,2,1,100000000,610000005401,
5.03124,µm,Spine,1,2,1,100000004,610000005406,
23.2538,µm,Spine,17,6,1,100000002,610000005409,
0.205678,µm,Spine,0,1,1,100000001,610000005412,
16.6884,µm,Spine,13,6,1,100000002,610000005414,
27.9962,µm,Spine,17,7,1,100000002,610000005416,
4.40099,µm,Spine,3,1,1,100000004,610000005423,
10.9078,µm,Spine,9,4,1,100000002,610000005425,
7.81908,µm,Spine,4,1,1,100000001,610000005434,
1.52781,µm,Spine,0,1,1,100000003,610000005443,
1.93443,µm,Spine,0,1,1,100000002,610000005445,
7.01182,µm,Spine,5,2,1,100000001,610000005447,
23.9793,µm,Spine,20,5,1,100000002,610000005454,
5.20168,µm,Spine,0,1,1,100000000,610000005457,
25.5092,µm,Spine,17,9,1,100000002,610000005460,
23.9065,µm,Spine,14,6,1,100000002,610000005464,
4.33058,µm,Spine,3,1,1,100000004,610000005466,
14.4555,µm,Spine,5,3,1,100000001,610000005474,
17.7302,µm,Spine,8,3,1,100000001,610000005476,
3.64282,µm,Spine,3,3,1,100000001,610000005483,
0.657968,µm,Spine,0,1,1,100000004,610000005486,
2.0995,µm,Spine,1,1,1,100000002,610000005488,
5.57009,µm,Spine,3,2,1,100000001,610000005496,
8.6906,µm,Spine,8,4,1,100000002,610000005499,
5.9379,µm,Spine,1,1,1,100000000,610000005502,
25.6687,µm,Spine,16,7,1,100000002,610000005517,
6.34087,µm,Spine,3,2,1,100000001,610000005519,
16.1448,µm,Spine,12,6,1,100000002,610000005529,
22.4446,µm,Spine,16,6,1,100000002,610000005533,
0.911562,µm,Spine,1,2,1,100000000,610000005538,
