
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21765.8,µm,Segment,Segment Position,29,11,1,100000002,510000000023,
21766.1,µm,Segment,Segment Position,28,10,1,100000002,510000000034,
21766.1,µm,Segment,Segment Position,27,9,1,100000002,510000000038,
21765.1,µm,Segment,Segment Position,26,9,1,100000002,510000000061,
21763.8,µm,Segment,Segment Position,25,8,1,100000002,510000000108,
21763.7,µm,Segment,Segment Position,24,7,1,100000002,510000000136,
21762.3,µm,Segment,Segment Position,23,6,1,100000002,510000000152,
21761.5,µm,Segment,Segment Position,22,6,1,100000002,510000000173,
21760.8,µm,Segment,Segment Position,21,6,1,100000002,510000000179,
21759.8,µm,Segment,Segment Position,20,5,1,100000002,510000000201,
21759.1,µm,Segment,Segment Position,19,5,1,100000002,510000000205,
21759.4,µm,Segment,Segment Position,16,5,1,100000002,510000000214,
21760,µm,Segment,Segment Position,15,5,1,100000002,510000000220,
21761.1,µm,Segment,Segment Position,14,5,1,100000002,510000000237,
21762.8,µm,Segment,Segment Position,13,5,1,100000002,510000000252,
21764.2,µm,Segment,Segment Position,12,5,1,100000002,510000000272,
21765,µm,Segment,Segment Position,11,5,1,100000002,510000000288,
21765.4,µm,Segment,Segment Position,10,4,1,100000002,510000000290,
21765.3,µm,Segment,Segment Position,9,4,1,100000002,510000000315,
21765.4,µm,Segment,Segment Position,8,4,1,100000002,510000000335,
21765.7,µm,Segment,Segment Position,7,3,1,100000002,510000000346,
21766,µm,Segment,Segment Position,6,2,1,100000002,510000000360,
21766.6,µm,Segment,Segment Position,5,2,1,100000002,510000000366,
21766.9,µm,Segment,Segment Position,3,1,1,100000002,510000000382,
21767,µm,Segment,Segment Position,2,1,1,100000002,510000000385,
21767.8,µm,Segment,Segment Position,1,1,1,100000002,510000000402,
21769.1,µm,Segment,Segment Position,0,1,1,100000002,510000000423,
21766.5,µm,Segment,Segment Position,29,10,1,100000002,510000000453,
21766.3,µm,Segment,Segment Position,27,10,1,100000002,510000000467,
21769,µm,Segment,Segment Position,17,8,1,100000002,510000000485,
21768.3,µm,Segment,Segment Position,16,7,1,100000002,510000000513,
21769.1,µm,Segment,Segment Position,15,7,1,100000002,510000000523,
21770.2,µm,Segment,Segment Position,13,6,1,100000002,510000000542,
21770.6,µm,Segment,Segment Position,12,6,1,100000002,510000000570,
21769.4,µm,Segment,Segment Position,11,5,1,100000002,510000000603,
21766.8,µm,Segment,Segment Position,10,5,1,100000002,510000000631,
21767.6,µm,Segment,Segment Position,17,7,1,100000002,510000000668,
21767.4,µm,Segment,Segment Position,17,8,1,100000002,510000000682,
21768.2,µm,Segment,Segment Position,16,8,1,100000002,510000000690,
21771.1,µm,Segment,Segment Position,15,7,1,100000002,510000000698,
21770.6,µm,Segment,Segment Position,14,6,1,100000002,510000000724,
21767.3,µm,Segment,Segment Position,17,9,1,100000002,510000000740,
21771.3,µm,Segment,Segment Position,15,6,1,100000002,510000000749,
21769.4,µm,Segment,Segment Position,15,8,1,100000002,510000000755,
21770.9,µm,Segment,Segment Position,13,7,1,100000002,510000000759,
21764.1,µm,Segment,Segment Position,26,8,1,100000002,510000000797,
21763.4,µm,Segment,Segment Position,25,7,1,100000002,510000000801,
21761,µm,Segment,Segment Position,25,8,1,100000002,510000000815,
21760.8,µm,Segment,Segment Position,24,7,1,100000002,510000000827,
21761.2,µm,Segment,Segment Position,23,7,1,100000002,510000000839,
21760.5,µm,Segment,Segment Position,25,7,1,100000002,510000000845,
21760.7,µm,Segment,Segment Position,24,8,1,100000002,510000000848,
21763.2,µm,Segment,Segment Position,24,6,1,100000002,510000000852,
21786.5,µm,Segment,Segment Position,4,4,1,100000000,510000000858,
21786.8,µm,Segment,Segment Position,3,3,1,100000000,510000000873,
21786.6,µm,Segment,Segment Position,2,3,1,100000000,510000000883,
21784.4,µm,Segment,Segment Position,1,2,1,100000000,510000000950,
21781.6,µm,Segment,Segment Position,0,1,1,100000000,510000000987,
21786.7,µm,Segment,Segment Position,4,3,1,100000000,510000001002,
21787.3,µm,Segment,Segment Position,2,2,1,100000000,510000001034,
21786.6,µm,Segment,Segment Position,3,4,1,100000000,510000001037,
21771.4,µm,Segment,Segment Position,4,3,1,100000001,510000001083,
21769.3,µm,Segment,Segment Position,3,2,1,100000001,510000001092,
21768.4,µm,Segment,Segment Position,2,1,1,100000001,510000001121,
21767,µm,Segment,Segment Position,0,1,1,100000001,510000001153,
21771.4,µm,Segment,Segment Position,5,5,1,100000001,510000001187,
21770.5,µm,Segment,Segment Position,4,4,1,100000001,510000001214,
21769,µm,Segment,Segment Position,3,3,1,100000001,510000001225,
21768.3,µm,Segment,Segment Position,2,2,1,100000001,510000001231,
21771,µm,Segment,Segment Position,5,4,1,100000001,510000001238,
21769.2,µm,Segment,Segment Position,5,3,1,100000001,510000001250,
21769.2,µm,Segment,Segment Position,4,2,1,100000001,510000001274,
21768.2,µm,Segment,Segment Position,3,2,1,100000001,510000001309,
21769.3,µm,Segment,Segment Position,5,2,1,100000001,510000001312,
21769.5,µm,Segment,Segment Position,4,2,1,100000001,510000001326,
21769.4,µm,Segment,Segment Position,5,3,1,100000001,510000001328,
21768.3,µm,Segment,Segment Position,5,2,1,100000001,510000001348,
21767.8,µm,Segment,Segment Position,4,3,1,100000001,510000001373,
21768.8,µm,Segment,Segment Position,4,1,1,100000001,510000001386,
21768.9,µm,Segment,Segment Position,3,1,1,100000001,510000001390,
21768.9,µm,Segment,Segment Position,2,2,1,100000001,510000001396,
21768.4,µm,Segment,Segment Position,1,2,1,100000001,510000001413,
21769.6,µm,Segment,Segment Position,2,3,1,100000001,510000001427,
21768.8,µm,Segment,Segment Position,4,2,1,100000001,510000001430,
21769.1,µm,Segment,Segment Position,5,4,1,100000001,510000001445,
21769.5,µm,Segment,Segment Position,4,3,1,100000001,510000001447,
21775.4,µm,Segment,Segment Position,3,2,1,100000002,510000001473,
21774.9,µm,Segment,Segment Position,2,2,1,100000002,510000001484,
21774.3,µm,Segment,Segment Position,1,2,1,100000002,510000001487,
21773.2,µm,Segment,Segment Position,0,1,1,100000002,510000001512,
21776.1,µm,Segment,Segment Position,4,3,1,100000002,510000001540,
21775.9,µm,Segment,Segment Position,3,3,1,100000002,510000001550,
21774.5,µm,Segment,Segment Position,2,3,1,100000002,510000001553,
21774.2,µm,Segment,Segment Position,1,1,1,100000002,510000001556,
21781.4,µm,Segment,Segment Position,2,2,1,100000000,510000001571,
21781.8,µm,Segment,Segment Position,1,1,1,100000000,510000001616,
21780.9,µm,Segment,Segment Position,3,1,1,100000000,510000001623,
21781.2,µm,Segment,Segment Position,2,1,1,100000000,510000001626,
21780.8,µm,Segment,Segment Position,3,2,1,100000000,510000001630,
21744.3,µm,Segment,Segment Position,5,2,1,100000004,510000001637,
21744.1,µm,Segment,Segment Position,4,2,1,100000004,510000001639,
21743,µm,Segment,Segment Position,3,2,1,100000004,510000001675,
21742.5,µm,Segment,Segment Position,2,1,1,100000004,510000001688,
21742.7,µm,Segment,Segment Position,1,1,1,100000004,510000001690,
21742.3,µm,Segment,Segment Position,0,1,1,100000004,510000001704,
21744.4,µm,Segment,Segment Position,4,3,1,100000004,510000001738,
21744.5,µm,Segment,Segment Position,5,3,1,100000004,510000001743,
21742.1,µm,Segment,Segment Position,3,1,1,100000004,510000001746,
21765.5,µm,Segment,Segment Position,13,5,1,100000002,510000001753,
21765.5,µm,Segment,Segment Position,12,5,1,100000002,510000001760,
21765.7,µm,Segment,Segment Position,11,4,1,100000002,510000001790,
21765,µm,Segment,Segment Position,12,4,1,100000002,510000001801,
21765.8,µm,Segment,Segment Position,13,6,1,100000002,510000001806,
21761.2,µm,Segment,Segment Position,22,6,1,100000002,510000001811,
21760.9,µm,Segment,Segment Position,21,5,1,100000002,510000001821,
21761.5,µm,Segment,Segment Position,22,5,1,100000002,510000001827,
21757.8,µm,Segment,Segment Position,20,6,1,100000002,510000001870,
21761.3,µm,Segment,Segment Position,22,7,1,100000002,510000001872,
21758.1,µm,Segment,Segment Position,17,7,1,100000002,510000001897,
21758.5,µm,Segment,Segment Position,16,6,1,100000002,510000001909,
21759.3,µm,Segment,Segment Position,15,6,1,100000002,510000001931,
21773.8,µm,Segment,Segment Position,15,7,1,100000002,510000001940,
21773.5,µm,Segment,Segment Position,14,7,1,100000002,510000001945,
21772.6,µm,Segment,Segment Position,13,6,1,100000002,510000001968,
21771.3,µm,Segment,Segment Position,12,6,1,100000002,510000001979,
21774.1,µm,Segment,Segment Position,15,8,1,100000002,510000001987,
21759.1,µm,Segment,Segment Position,18,6,1,100000002,510000001989,
21773.1,µm,Segment,Segment Position,14,6,1,100000002,510000002004,
21758.3,µm,Segment,Segment Position,17,6,1,100000002,510000002010,
21759.8,µm,Segment,Segment Position,16,6,1,100000002,510000002017,
21759.4,µm,Segment,Segment Position,19,6,1,100000002,510000002022,
21759.1,µm,Segment,Segment Position,17,6,1,100000002,510000002024,
21771.8,µm,Segment,Segment Position,13,7,1,100000002,510000002028,
21770,µm,Segment,Segment Position,12,6,1,100000002,510000002044,
21769.3,µm,Segment,Segment Position,11,6,1,100000002,510000002053,
21768.6,µm,Segment,Segment Position,10,5,1,100000002,510000002062,
21766.8,µm,Segment,Segment Position,9,5,1,100000002,510000002099,
21760,µm,Segment,Segment Position,15,6,1,100000002,510000002103,
21761.9,µm,Segment,Segment Position,14,6,1,100000002,510000002106,
21763.2,µm,Segment,Segment Position,13,6,1,100000002,510000002120,
21770.7,µm,Segment,Segment Position,12,5,1,100000002,510000002123,
21769.9,µm,Segment,Segment Position,12,7,1,100000002,510000002126,
21768.3,µm,Segment,Segment Position,10,6,1,100000002,510000002131,
21769.1,µm,Segment,Segment Position,11,5,1,100000002,510000002133,
21768.3,µm,Segment,Segment Position,11,6,1,100000002,510000002137,
21764.8,µm,Segment,Segment Position,12,6,1,100000002,510000002140,
21765.5,µm,Segment,Segment Position,8,3,1,100000002,510000002143,
21766.5,µm,Segment,Segment Position,7,2,1,100000002,510000002154,
21766.7,µm,Segment,Segment Position,5,1,1,100000002,510000002158,
21766.3,µm,Segment,Segment Position,6,3,1,100000002,510000002160,
21766.8,µm,Segment,Segment Position,4,2,1,100000002,510000002162,
21768.5,µm,Segment,Segment Position,3,3,1,100000001,510000002171,
21768.2,µm,Segment,Segment Position,2,2,1,100000001,510000002180,
21767.4,µm,Segment,Segment Position,1,1,1,100000001,510000002185,
21766.9,µm,Segment,Segment Position,0,1,1,100000001,510000002196,
21765,µm,Segment,Segment Position,3,2,1,100000001,510000002213,
21766.2,µm,Segment,Segment Position,2,2,1,100000001,510000002253,
21767.1,µm,Segment,Segment Position,1,2,1,100000001,510000002272,
21768,µm,Segment,Segment Position,3,4,1,100000001,510000002276,
21767.6,µm,Segment,Segment Position,2,3,1,100000001,510000002283,
21769.1,µm,Segment,Segment Position,3,2,1,100000001,510000002309,
21768.8,µm,Segment,Segment Position,3,3,1,100000001,510000002314,
21767.8,µm,Segment,Segment Position,2,1,1,100000001,510000002316,
21766.4,µm,Segment,Segment Position,3,2,1,100000002,510000002326,
21766.8,µm,Segment,Segment Position,2,2,1,100000002,510000002335,
21768.4,µm,Segment,Segment Position,1,2,1,100000002,510000002339,
21756.4,µm,Segment,Segment Position,10,3,1,100000001,510000002351,
21755.8,µm,Segment,Segment Position,9,2,1,100000001,510000002360,
21755.4,µm,Segment,Segment Position,8,2,1,100000001,510000002363,
21754.8,µm,Segment,Segment Position,7,2,1,100000001,510000002373,
21754,µm,Segment,Segment Position,6,2,1,100000001,510000002384,
21753.7,µm,Segment,Segment Position,5,2,1,100000001,510000002405,
21753.5,µm,Segment,Segment Position,4,2,1,100000001,510000002410,
21755.1,µm,Segment,Segment Position,3,2,1,100000001,510000002450,
