
Spine Part Volume Head
 ==================== 
Spine Part Volume Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.174414,µm^3,Spine,Spine Part Volume,9,6,1,100000000,610000007214,
0.364158,µm^3,Spine,Spine Part Volume,6,6,1,100000003,610000007229,
0.245111,µm^3,Spine,Spine Part Volume,6,2,1,100000002,610000007238,
0.314394,µm^3,Spine,Spine Part Volume,4,4,1,100000001,610000007254,
0.388073,µm^3,Spine,Spine Part Volume,16,8,1,100000000,610000007266,
0.125283,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007277,
0.194033,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007293,
0.192535,µm^3,Spine,Spine Part Volume,10,6,1,100000000,610000007305,
0.209696,µm^3,Spine,Spine Part Volume,11,3,1,100000001,610000007318,
0.294569,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007327,
0.246039,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007336,
0.135357,µm^3,Spine,Spine Part Volume,4,4,1,100000001,610000007342,
0.107389,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000007349,
0.0919542,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007354,
0.0928384,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007361,
0.702329,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007379,
0.169273,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000007387,
0.161602,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000007393,
0.211936,µm^3,Spine,Spine Part Volume,4,3,1,100000003,610000007398,
0.358812,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007406,
0.252484,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007413,
0.278961,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007421,
0.44964,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007429,
0.224352,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007435,
0.0861492,µm^3,Spine,Spine Part Volume,3,4,1,100000001,610000007442,
0.0786885,µm^3,Spine,Spine Part Volume,3,4,1,100000001,610000007448,
0.159073,µm^3,Spine,Spine Part Volume,8,5,1,100000000,610000007452,
0.0812634,µm^3,Spine,Spine Part Volume,12,6,1,100000000,610000007455,
0.0227155,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000007458,
0.259215,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007469,
0.147555,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007474,
0.211977,µm^3,Spine,Spine Part Volume,23,8,1,100000000,610000007481,
0.0573071,µm^3,Spine,Spine Part Volume,12,7,1,100000000,610000007484,
0.406656,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007488,
0.11045,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007491,
0.0945999,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007495,
0.306299,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007499,
0.458044,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000007503,
1.51306,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000007508,
1.39783,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000007513,
1.22251,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000007517,
0.0692215,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000007519,
0.018938,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007522,
0.0839846,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000007525,
0.0910052,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000007527,
0.155378,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007534,
0.111824,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000007538,
0.0582409,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007545,
1.4938,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007554,
0.0428187,µm^3,Spine,Spine Part Volume,10,6,1,100000000,610000007556,
0.0799897,µm^3,Spine,Spine Part Volume,2,1,1,100000003,610000007558,
0.606259,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007569,
0.0766151,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007575,
0.557727,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000007579,
0.018938,µm^3,Spine,Spine Part Volume,7,4,1,100000003,610000007583,
0.018938,µm^3,Spine,Spine Part Volume,8,3,1,100000003,610000007585,
0.612556,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007594,
0.0639159,µm^3,Spine,Spine Part Volume,6,1,1,100000002,610000007597,
0.0630106,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007603,
0.243919,µm^3,Spine,Spine Part Volume,3,4,1,100000001,610000007606,
0.0212452,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007610,
0.558026,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007617,
0.13346,µm^3,Spine,Spine Part Volume,16,6,1,100000001,610000007619,
0.551905,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007627,
0.0998484,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007629,
0.0443662,µm^3,Spine,Spine Part Volume,7,2,1,100000003,610000007631,
0.0378796,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007634,
0.0566207,µm^3,Spine,Spine Part Volume,4,3,1,100000003,610000007637,
0.0941809,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000007640,
0.0677319,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000007644,
4.35511,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007648,
0.103166,µm^3,Spine,Spine Part Volume,3,1,1,100000002,610000007650,
0.0639159,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007657,
0.161806,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000007659,
0.0301711,µm^3,Spine,Spine Part Volume,5,2,1,100000003,610000007662,
0.318659,µm^3,Spine,Spine Part Volume,15,7,1,100000000,610000007664,
2.51516,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007668,
0.285684,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007670,
0.018938,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007674,
0.018938,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007677,
0.295907,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000007681,
0.0229047,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007688,
0.150184,µm^3,Spine,Spine Part Volume,16,7,1,100000000,610000007690,
0.527048,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007694,
0.018938,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007698,
0.151504,µm^3,Spine,Spine Part Volume,14,6,1,100000000,610000007701,
0.112045,µm^3,Spine,Spine Part Volume,17,7,1,100000000,610000007707,
0.560096,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007713,
0.20916,µm^3,Spine,Spine Part Volume,21,7,1,100000001,610000007715,
0.915391,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007721,
1.49866,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007725,
0.915391,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007730,
0.693221,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007734,
0.318337,µm^3,Spine,Spine Part Volume,9,5,1,100000000,610000007742,
0.519625,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007747,
0.018938,µm^3,Spine,Spine Part Volume,17,9,1,100000000,610000007749,
0.155484,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007751,
2.03966,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007754,
0.177662,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007759,
0.805191,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000007761,
2.51516,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007765,
0.420649,µm^3,Spine,Spine Part Volume,5,2,1,100000003,610000007768,
0.546639,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007782,
0.381068,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007797,
0.109201,µm^3,Spine,Spine Part Volume,24,10,1,100000000,610000007822,
0.0639159,µm^3,Spine,Spine Part Volume,21,9,1,100000000,610000007823,
0.0639159,µm^3,Spine,Spine Part Volume,21,9,1,100000000,610000007824,
0.0426695,µm^3,Spine,Spine Part Volume,20,8,1,100000000,610000007825,
0.228635,µm^3,Spine,Spine Part Volume,20,8,1,100000000,610000007826,
0.197986,µm^3,Spine,Spine Part Volume,23,8,1,100000000,610000007827,
0.15871,µm^3,Spine,Spine Part Volume,23,8,1,100000000,610000007828,
0.018938,µm^3,Spine,Spine Part Volume,19,9,1,100000000,610000007829,
