
Soma Intensity Mean Ch=5 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.697166,,Soma,5,Image 1,1,100000000,800000000,
0.36606,,Soma,5,Image 1,1,100000001,800000001,
0.862865,,Soma,5,Image 1,1,100000002,800000002,
0.0228174,,Soma,5,Image 1,1,100000003,800000003,
1.04994,,Soma,5,Image 1,1,100000004,800000004,
