
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
9.14366e+06,,Surface,2,Image 1,1,0,
1.08474e+07,,Surface,2,Image 1,1,1,
1.12731e+07,,Surface,2,Image 1,1,2,
2.44611e+06,,Surface,2,Image 1,1,3,
407,,Surface,2,Image 1,1,4,
